year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,indicated_abuse_neglect,indicated_sexual_abuse,reported_abuse_neglect,reported_sexual_abuse,indicated_abuse_neglect_rate,indicated_sexual_abuse_rate,reported_abuse_neglect_rate,reported_sexual_abuse_rate
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9569,100.0,11.0,249.0,23.0,1045.0,115.0,2602.2,240.4
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,16950,325.0,31.0,901.0,67.0,1917.4,182.9,5315.6,395.3
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2475,43.0,4.0,163.0,20.0,1737.4,161.6,6585.9,808.1
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3859,68.0,14.0,179.0,24.0,1762.1,362.8,4638.5,621.9
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12515,77.0,13.0,302.0,38.0,615.3,103.9,2413.1,303.6
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,1236,5.0,0.0,56.0,1.0,404.5,0.0,4530.7,80.9
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8766,68.0,8.0,231.0,30.0,775.7,91.3,2635.2,342.2
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1166,16.0,1.0,50.0,3.0,1372.2,85.8,4288.2,257.3
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4021,93.0,5.0,174.0,20.0,2312.9,124.3,4327.3,497.4
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,3462,26.0,5.0,136.0,10.0,751.0,144.4,3928.4,288.9
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37677,710.0,66.0,1746.0,134.0,1884.4,175.2,4634.1,355.7
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,8503,80.0,5.0,347.0,35.0,940.8,58.8,4080.9,411.6
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4216,54.0,6.0,160.0,10.0,1280.8,142.3,3795.1,237.2
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3471,58.0,7.0,158.0,17.0,1671.0,201.7,4552.0,489.8
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8816,93.0,11.0,208.0,32.0,1054.9,124.8,2359.3,363.0
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,10398,130.0,21.0,608.0,54.0,1250.2,202.0,5847.3,519.3
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1396599,11233.0,1081.0,40737.0,3017.0,804.3,77.4,2916.9,216.0
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4644,90.0,14.0,202.0,27.0,1938.0,301.5,4349.7,581.4
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2967,23.0,4.0,122.0,14.0,775.2,134.8,4111.9,471.9
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20575,148.0,16.0,611.0,41.0,719.3,77.8,2969.6,199.3
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4115,109.0,5.0,249.0,21.0,2648.8,121.5,6051.0,510.3
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5374,50.0,5.0,181.0,19.0,930.4,93.0,3368.1,353.6
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,242037,551.0,55.0,2708.0,238.0,227.7,22.7,1118.8,98.3
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4682,56.0,4.0,219.0,27.0,1196.1,85.4,4677.5,576.7
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1604,32.0,7.0,61.0,9.0,1995.0,436.4,3803.0,561.1
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9759,101.0,17.0,285.0,26.0,1034.9,174.2,2920.4,266.4
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5176,70.0,11.0,199.0,28.0,1352.4,212.5,3844.7,541.0
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,3651,37.0,3.0,119.0,7.0,1013.4,82.2,3259.4,191.7
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8943,207.0,25.0,651.0,69.0,2314.7,279.5,7279.4,771.6
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8395,166.0,22.0,436.0,43.0,1977.4,262.1,5193.6,512.2
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1426,43.0,1.0,99.0,7.0,3015.4,70.1,6942.5,490.9
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,3748,64.0,9.0,196.0,16.0,1707.6,240.1,5229.5,426.9
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,10010,32.0,2.0,215.0,16.0,319.7,20.0,2147.9,159.8
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2054,48.0,6.0,104.0,13.0,2336.9,292.1,5063.3,632.9
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4926,81.0,7.0,191.0,13.0,1644.3,142.1,3877.4,263.9
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,979,8.0,2.0,48.0,6.0,817.2,204.3,4903.0,612.9
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1890,24.0,5.0,44.0,12.0,1269.8,264.6,2328.0,634.9
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,12902,174.0,24.0,470.0,51.0,1348.6,186.0,3642.8,395.3
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7958,70.0,8.0,263.0,23.0,879.6,100.5,3304.9,289.0
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11391,208.0,6.0,690.0,49.0,1826.0,52.7,6057.4,430.2
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2599,40.0,6.0,88.0,10.0,1539.1,230.9,3385.9,384.8
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9678,173.0,28.0,526.0,62.0,1787.6,289.3,5435.0,640.6
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5491,75.0,12.0,201.0,21.0,1365.9,218.5,3660.5,382.4
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5142,56.0,3.0,143.0,11.0,1089.1,58.3,2781.0,213.9
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2370,22.0,3.0,100.0,10.0,928.3,126.6,4219.4,421.9
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,123226,1111.0,129.0,2922.0,278.0,901.6,104.7,2371.3,225.6
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28069,538.0,68.0,1189.0,143.0,1916.7,242.3,4236.0,509.5
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,16258,74.0,11.0,243.0,24.0,455.2,67.7,1494.6,147.6
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,12262,405.0,38.0,845.0,75.0,3302.9,309.9,6891.2,611.6
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,190211,1148.0,147.0,3673.0,390.0,603.5,77.3,1931.0,205.0
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28006,566.0,53.0,1421.0,124.0,2021.0,189.2,5073.9,442.8
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3485,69.0,7.0,177.0,17.0,1979.9,200.9,5078.9,487.8
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8708,200.0,18.0,376.0,33.0,2296.7,206.7,4317.9,379.0
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9892,273.0,36.0,705.0,73.0,2759.8,363.9,7127.0,738.0
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,6806,117.0,17.0,364.0,45.0,1719.1,249.8,5348.2,661.2
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5751,100.0,10.0,242.0,30.0,1738.8,173.9,4208.0,521.6
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,78881,545.0,56.0,1629.0,97.0,690.9,71.0,2065.1,123.0
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,35326,814.0,60.0,1712.0,117.0,2304.3,169.8,4846.3,331.2
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,28053,309.0,29.0,1351.0,92.0,1101.5,103.4,4815.9,328.0
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12032,154.0,21.0,566.0,66.0,1279.9,174.5,4704.1,548.5
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,64361,1157.0,107.0,3148.0,253.0,1797.7,166.2,4891.2,393.1
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10596,411.0,48.0,817.0,89.0,3878.8,453.0,7710.5,839.9
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,3083,15.0,0.0,108.0,8.0,486.5,0.0,3503.1,259.5
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,3889,52.0,12.0,192.0,21.0,1337.1,308.6,4937.0,540.0
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3475,48.0,8.0,200.0,18.0,1381.3,230.2,5755.4,518.0
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,3303,25.0,4.0,115.0,11.0,756.9,121.1,3481.7,333.0
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4187,26.0,7.0,122.0,21.0,621.0,167.2,2913.8,501.6
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7328,48.0,9.0,113.0,13.0,655.0,122.8,1542.0,177.4
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7252,87.0,10.0,332.0,36.0,1199.7,137.9,4578.0,496.4
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8327,114.0,8.0,482.0,37.0,1369.0,96.1,5788.4,444.3
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3672,40.0,10.0,123.0,15.0,1089.3,272.3,3349.7,408.5
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,14036,137.0,17.0,456.0,46.0,976.1,121.1,3248.8,327.7
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,45955,1074.0,99.0,2644.0,216.0,2337.1,215.4,5753.5,470.0
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5064,62.0,6.0,264.0,21.0,1224.3,118.5,5213.3,414.7
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4100,21.0,2.0,108.0,10.0,512.2,48.8,2634.1,243.9
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,4168,40.0,6.0,176.0,23.0,959.7,144.0,4222.6,551.8
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,949,18.0,6.0,46.0,10.0,1896.7,632.2,4847.2,1053.7
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1992,45.0,10.0,125.0,17.0,2259.0,502.0,6275.1,853.4
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,1520,2.0,2.0,39.0,8.0,131.6,131.6,2565.8,526.3
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7495,114.0,19.0,336.0,39.0,1521.0,253.5,4483.0,520.3
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3942,113.0,11.0,246.0,26.0,2866.6,279.0,6240.5,659.6
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,35419,801.0,76.0,2080.0,161.0,2261.5,214.6,5872.6,454.6
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,70873,1175.0,96.0,3060.0,261.0,1657.9,135.5,4317.6,368.3
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6378,138.0,13.0,355.0,29.0,2163.7,203.8,5566.0,454.7
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47102,862.0,76.0,2613.0,173.0,1830.1,161.4,5547.5,367.3
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1653,24.0,4.0,100.0,6.0,1451.9,242.0,6049.6,363.0
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,1392,8.0,0.0,45.0,5.0,574.7,0.0,3232.8,359.2
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5694,46.0,9.0,181.0,16.0,807.9,158.1,3178.8,281.0
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,1585,9.0,3.0,52.0,9.0,567.8,189.3,3280.8,567.8
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12292,175.0,8.0,532.0,30.0,1423.7,65.1,4328.0,244.1
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31279,462.0,45.0,1035.0,84.0,1477.0,143.9,3308.9,268.6
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,4222,29.0,7.0,179.0,21.0,686.9,165.8,4239.7,497.4
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20899,389.0,28.0,1342.0,89.0,1861.3,134.0,6421.4,425.9
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3116,68.0,14.0,152.0,20.0,2182.3,449.3,4878.0,641.8
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,4324,87.0,12.0,215.0,23.0,2012.0,277.5,4972.2,531.9
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3834,40.0,1.0,88.0,5.0,1043.3,26.1,2295.3,130.4
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4047,59.0,12.0,154.0,22.0,1457.9,296.5,3805.3,543.6
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,3304,43.0,5.0,130.0,12.0,1301.5,151.3,3934.6,363.2
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15148,314.0,18.0,688.0,52.0,2072.9,118.8,4541.9,343.3
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,152268,752.0,80.0,2672.0,191.0,493.9,52.5,1754.8,125.4
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14004,276.0,47.0,819.0,115.0,1970.9,335.6,5848.3,821.2
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73577,1114.0,133.0,3591.0,293.0,1514.1,180.8,4880.6,398.2
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9455,77.0,10.0,244.0,26.0,814.4,105.8,2580.6,275.0
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,16720,232.0,20.0,787.0,54.0,1387.6,119.6,4706.9,323.0
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2419,39.0,6.0,179.0,8.0,1612.2,248.0,7399.8,330.7
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3796,44.0,6.0,156.0,23.0,1159.1,158.1,4109.6,605.9
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12770,84.0,13.0,298.0,27.0,657.8,101.8,2333.6,211.4
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,1197,21.0,0.0,57.0,1.0,1754.4,0.0,4761.9,83.5
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8605,93.0,11.0,319.0,34.0,1080.8,127.8,3707.1,395.1
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1132,16.0,3.0,37.0,6.0,1413.4,265.0,3268.6,530.0
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3862,86.0,15.0,185.0,19.0,2226.8,388.4,4790.3,492.0
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,3413,48.0,3.0,153.0,12.0,1406.4,87.9,4482.9,351.6
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37615,670.0,49.0,1892.0,125.0,1781.2,130.3,5029.9,332.3
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,8494,103.0,7.0,397.0,42.0,1212.6,82.4,4673.9,494.5
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4139,45.0,3.0,138.0,8.0,1087.2,72.5,3334.1,193.3
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3370,52.0,4.0,134.0,11.0,1543.0,118.7,3976.3,326.4
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8790,72.0,9.0,209.0,21.0,819.1,102.4,2377.7,238.9
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,10158,159.0,21.0,644.0,65.0,1565.3,206.7,6339.8,639.9
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1389915,10044.0,916.0,38378.0,2784.0,722.6,65.9,2761.2,200.3
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4628,83.0,14.0,216.0,27.0,1793.4,302.5,4667.2,583.4
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2897,21.0,11.0,111.0,18.0,724.9,379.7,3831.5,621.3
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20598,201.0,18.0,637.0,55.0,975.8,87.4,3092.5,267.0
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4099,71.0,5.0,233.0,21.0,1732.1,122.0,5684.3,512.3
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5335,39.0,5.0,163.0,16.0,731.0,93.7,3055.3,299.9
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,242679,426.0,60.0,2494.0,248.0,175.5,24.7,1027.7,102.2
2001,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4587,54.0,4.0,280.0,20.0,1177.2,87.2,6104.2,436.0
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1554,37.0,2.0,61.0,4.0,2381.0,128.7,3925.4,257.4
2001,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9667,94.0,16.0,360.0,44.0,972.4,165.5,3724.0,455.2
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5089,77.0,18.0,259.0,34.0,1513.1,353.7,5089.4,668.1
2001,27,53.0,Ford,11,Central,Mostly Urban,41.8,3625,60.0,10.0,191.0,13.0,1655.2,275.9,5269.0,358.6
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8887,161.0,17.0,569.0,43.0,1811.6,191.3,6402.6,483.9
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8249,151.0,8.0,424.0,46.0,1830.5,97.0,5140.0,557.6
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1375,44.0,7.0,82.0,15.0,3200.0,509.1,5963.6,1090.9
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,3704,72.0,7.0,200.0,15.0,1943.8,189.0,5399.6,405.0
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,10109,61.0,10.0,267.0,32.0,603.4,98.9,2641.2,316.5
2001,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2017,30.0,3.0,93.0,8.0,1487.4,148.7,4610.8,396.6
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4806,79.0,4.0,224.0,15.0,1643.8,83.2,4660.8,312.1
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,965,16.0,5.0,46.0,7.0,1658.0,518.1,4766.8,725.4
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1871,34.0,8.0,85.0,9.0,1817.2,427.6,4543.0,481.0
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,12567,126.0,11.0,463.0,32.0,1002.6,87.5,3684.3,254.6
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7747,58.0,7.0,262.0,26.0,748.7,90.4,3382.0,335.6
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11044,212.0,13.0,700.0,51.0,1919.6,117.7,6338.3,461.8
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2543,16.0,3.0,90.0,14.0,629.2,118.0,3539.1,550.5
2001,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9635,204.0,32.0,511.0,59.0,2117.3,332.1,5303.6,612.4
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5414,66.0,11.0,184.0,22.0,1219.1,203.2,3398.6,406.4
2001,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5094,54.0,5.0,182.0,15.0,1060.1,98.2,3572.8,294.5
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2348,24.0,6.0,109.0,18.0,1022.1,255.5,4642.2,766.6
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,128615,762.0,109.0,2884.0,278.0,592.5,84.7,2242.4,216.1
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28188,436.0,66.0,1183.0,152.0,1546.8,234.1,4196.8,539.2
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,17156,81.0,16.0,281.0,31.0,472.1,93.3,1637.9,180.7
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,12138,252.0,28.0,689.0,61.0,2076.1,230.7,5676.4,502.6
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,193464,1019.0,130.0,3516.0,321.0,526.7,67.2,1817.4,165.9
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,27953,560.0,41.0,1490.0,126.0,2003.4,146.7,5330.4,450.8
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3416,64.0,8.0,167.0,17.0,1873.5,234.2,4888.8,497.7
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8626,126.0,7.0,340.0,24.0,1460.7,81.2,3941.6,278.2
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9888,165.0,14.0,534.0,34.0,1668.7,141.6,5400.5,343.9
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,6620,108.0,10.0,358.0,37.0,1631.4,151.1,5407.9,558.9
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5581,74.0,3.0,195.0,19.0,1325.9,53.8,3494.0,340.4
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,80463,452.0,51.0,1609.0,146.0,561.7,63.4,1999.7,181.4
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,35327,542.0,34.0,1569.0,86.0,1534.2,96.2,4441.4,243.4
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,27607,409.0,45.0,1445.0,143.0,1481.5,163.0,5234.2,518.0
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11815,124.0,12.0,578.0,44.0,1049.5,101.6,4892.1,372.4
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,64124,952.0,73.0,3107.0,241.0,1484.6,113.8,4845.3,375.8
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10386,330.0,18.0,746.0,70.0,3177.4,173.3,7182.7,674.0
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,2991,29.0,6.0,90.0,17.0,969.6,200.6,3009.0,568.4
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,3920,62.0,4.0,218.0,21.0,1581.6,102.0,5561.2,535.7
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3425,56.0,4.0,135.0,9.0,1635.0,116.8,3941.6,262.8
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,3240,36.0,2.0,123.0,9.0,1111.1,61.7,3796.3,277.8
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4144,44.0,9.0,155.0,18.0,1061.8,217.2,3740.3,434.4
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7448,40.0,6.0,121.0,10.0,537.1,80.6,1624.6,134.3
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7115,100.0,11.0,333.0,35.0,1405.5,154.6,4680.3,491.9
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8101,91.0,8.0,426.0,36.0,1123.3,98.8,5258.6,444.4
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3642,18.0,1.0,93.0,6.0,494.2,27.5,2553.5,164.7
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13978,107.0,10.0,450.0,31.0,765.5,71.5,3219.3,221.8
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,45448,809.0,80.0,2458.0,191.0,1780.1,176.0,5408.4,420.3
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4989,84.0,13.0,281.0,40.0,1683.7,260.6,5632.4,801.8
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4035,20.0,8.0,134.0,14.0,495.7,198.3,3320.9,347.0
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,4087,20.0,2.0,163.0,15.0,489.4,48.9,3988.3,367.0
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,880,8.0,2.0,42.0,2.0,909.1,227.3,4772.7,227.3
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1916,43.0,12.0,138.0,24.0,2244.3,626.3,7202.5,1252.6
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,1474,12.0,1.0,52.0,2.0,814.1,67.8,3527.8,135.7
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7425,144.0,32.0,370.0,51.0,1939.4,431.0,4983.2,686.9
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3856,95.0,9.0,243.0,19.0,2463.7,233.4,6301.9,492.7
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,34992,599.0,44.0,1792.0,144.0,1711.8,125.7,5121.2,411.5
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,70159,927.0,71.0,3157.0,217.0,1321.3,101.2,4499.8,309.3
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6296,220.0,19.0,456.0,48.0,3494.3,301.8,7242.7,762.4
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47114,811.0,92.0,2677.0,215.0,1721.4,195.3,5682.0,456.3
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1573,10.0,2.0,40.0,3.0,635.7,127.1,2542.9,190.7
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,1364,7.0,0.0,25.0,1.0,513.2,0.0,1832.8,73.3
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5550,54.0,8.0,215.0,27.0,973.0,144.1,3873.9,486.5
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,1583,16.0,1.0,62.0,5.0,1010.7,63.2,3916.6,315.9
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12099,131.0,18.0,581.0,38.0,1082.7,148.8,4802.0,314.1
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,30979,392.0,42.0,1105.0,118.0,1265.4,135.6,3566.9,380.9
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,4147,84.0,16.0,235.0,24.0,2025.6,385.8,5666.7,578.7
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20755,408.0,31.0,1314.0,88.0,1965.8,149.4,6331.0,424.0
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3035,41.0,9.0,148.0,16.0,1350.9,296.5,4876.4,527.2
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,4171,98.0,11.0,262.0,25.0,2349.6,263.7,6281.5,599.4
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3834,8.0,1.0,77.0,10.0,208.7,26.1,2008.3,260.8
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3958,38.0,5.0,136.0,17.0,960.1,126.3,3436.1,429.5
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,3267,72.0,7.0,174.0,12.0,2203.9,214.3,5326.0,367.3
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15095,223.0,15.0,635.0,42.0,1477.3,99.4,4206.7,278.2
