year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,intake_screening,other,social_history,supplemental_social_history,intake_screening_rate,other_rate,social_history_rate,supplemental_social_history_rate
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,490,0.0,0.0,3.0,2.0,0.0,0.0,612.2,408.2
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3478,67.0,0.0,5.0,0.0,1926.4,0.0,143.8,0.0
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,488,0.0,0.0,1.0,0.0,0.0,0.0,204.9,0.0
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1668,0.0,0.0,10.0,3.0,0.0,0.0,599.5,179.9
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,1312,0.0,0.0,21.0,0.0,0.0,0.0,1600.6,0.0
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14506,0.0,774.0,100.0,36.0,0.0,5335.7,689.4,248.2
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,3580,9.0,3.0,4.0,0.0,251.4,83.8,111.7,0.0
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1761,0.0,0.0,7.0,5.0,0.0,0.0,397.5,283.9
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1377,45.0,0.0,5.0,2.0,3268.0,0.0,363.1,145.2
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3660,5.0,0.0,13.0,3.0,136.6,0.0,355.2,82.0
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,3896,214.0,4.0,11.0,0.0,5492.8,102.7,282.3,0.0
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,530091,0.0,0.0,2642.0,706.0,0.0,0.0,498.4,133.2
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1885,34.0,0.0,4.0,1.0,1803.7,0.0,212.2,53.1
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1135,1.0,0.0,1.0,0.0,88.1,0.0,88.1,0.0
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8287,88.0,42.0,71.0,0.0,1061.9,506.8,856.8,0.0
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1567,0.0,0.0,9.0,0.0,0.0,0.0,574.3,0.0
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,96128,690.0,376.0,497.0,15.0,717.8,391.1,517.0,15.6
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1832,0.0,0.0,10.0,0.0,0.0,0.0,545.9,0.0
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,624,0.0,0.0,8.0,1.0,0.0,0.0,1282.1,160.3
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4013,0.0,0.0,12.0,0.0,0.0,0.0,299.0,0.0
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2044,0.0,0.0,11.0,0.0,0.0,0.0,538.2,0.0
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,1491,0.0,0.0,4.0,5.0,0.0,0.0,268.3,335.3
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3702,0.0,0.0,2.0,2.0,0.0,0.0,54.0,54.0
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3323,106.0,25.0,3.0,1.0,3189.9,752.3,90.3,30.1
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,556,0.0,0.0,4.0,0.0,0.0,0.0,719.4,0.0
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,1499,0.0,0.0,1.0,0.0,0.0,0.0,66.7,0.0
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4213,49.0,7.0,2.0,0.0,1163.1,166.2,47.5,0.0
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1957,59.0,20.0,6.0,1.0,3014.8,1022.0,306.6,51.1
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,358,0.0,0.0,7.0,0.0,0.0,0.0,1955.3,0.0
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,731,14.0,9.0,6.0,1.0,1915.2,1231.2,820.8,136.8
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,5315,131.0,6.0,11.0,0.0,2464.7,112.9,207.0,0.0
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3200,130.0,0.0,20.0,0.0,4062.5,0.0,625.0,0.0
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4234,0.0,0.0,6.0,0.0,0.0,0.0,141.7,0.0
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1072,10.0,1.0,3.0,3.0,932.8,93.3,279.9,279.9
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4031,0.0,0.0,14.0,0.0,0.0,0.0,347.3,0.0
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2274,77.0,0.0,29.0,25.0,3386.1,0.0,1275.3,1099.4
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2133,0.0,0.0,17.0,0.0,0.0,0.0,797.0,0.0
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,965,0.0,0.0,1.0,0.0,0.0,0.0,103.6,0.0
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,50825,412.0,1552.0,362.0,878.0,810.6,3053.6,712.2,1727.5
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11504,232.0,266.0,29.0,20.0,2016.7,2312.2,252.1,173.9
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,7576,249.0,0.0,9.0,1.0,3286.7,0.0,118.8,13.2
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,4789,94.0,43.0,9.0,8.0,1962.8,897.9,187.9,167.0
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,77408,1997.0,1.0,312.0,247.0,2579.8,1.3,403.1,319.1
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11334,333.0,10.0,31.0,0.0,2938.1,88.2,273.5,0.0
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1460,0.0,0.0,6.0,0.0,0.0,0.0,411.0,0.0
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3705,41.0,1.0,7.0,1.0,1106.6,27.0,188.9,27.0
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4041,390.0,26.0,36.0,12.0,9651.1,643.4,890.9,297.0
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,2755,41.0,62.0,33.0,6.0,1488.2,2250.5,1197.8,217.8
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2235,109.0,26.0,2.0,0.0,4877.0,1163.3,89.5,0.0
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,33616,231.0,18.0,136.0,0.0,687.2,53.5,404.6,0.0
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,14023,706.0,105.0,140.0,29.0,5034.6,748.8,998.4,206.8
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,10667,0.0,0.0,89.0,35.0,0.0,0.0,834.3,328.1
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4987,0.0,0.0,29.0,6.0,0.0,0.0,581.5,120.3
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26026,502.0,270.0,51.0,4.0,1928.8,1037.4,196.0,15.4
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4160,0.0,0.0,25.0,0.0,0.0,0.0,601.0,0.0
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,1283,0.0,0.0,5.0,0.0,0.0,0.0,389.7,0.0
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,1603,0.0,0.0,6.0,0.0,0.0,0.0,374.3,0.0
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1344,6.0,0.0,10.0,1.0,446.4,0.0,744.0,74.4
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1742,0.0,0.0,5.0,0.0,0.0,0.0,287.0,0.0
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3172,0.0,0.0,1.0,1.0,0.0,0.0,31.5,31.5
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2937,0.0,0.0,9.0,0.0,0.0,0.0,306.4,0.0
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3284,234.0,3.0,24.0,6.0,7125.5,91.4,730.8,182.7
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1452,0.0,0.0,7.0,0.0,0.0,0.0,482.1,0.0
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6269,0.0,4.0,11.0,3.0,0.0,63.8,175.5,47.9
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17427,3.0,15.0,187.0,55.0,17.2,86.1,1073.0,315.6
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2041,0.0,0.0,10.0,1.0,0.0,0.0,490.0,49.0
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,1657,0.0,16.0,9.0,0.0,0.0,965.6,543.2,0.0
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,785,0.0,0.0,6.0,0.0,0.0,0.0,764.3,0.0
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3038,0.0,0.0,16.0,4.0,0.0,0.0,526.7,131.7
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1543,0.0,0.0,2.0,1.0,0.0,0.0,129.6,64.8
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,13664,298.0,305.0,150.0,0.0,2180.9,2232.1,1097.8,0.0
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,28765,0.0,2.0,94.0,0.0,0.0,7.0,326.8,0.0
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2612,34.0,0.0,0.0,0.0,1301.7,0.0,0.0,0.0
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18805,1015.0,947.0,82.0,20.0,5397.5,5035.9,436.1,106.4
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,641,0.0,9.0,9.0,4.0,0.0,1404.1,1404.1,624.0
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2325,0.0,0.0,3.0,0.0,0.0,0.0,129.0,0.0
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,597,0.0,0.0,6.0,0.0,0.0,0.0,1005.0,0.0
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,4871,34.0,2.0,28.0,0.0,698.0,41.1,574.8,0.0
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12413,360.0,0.0,16.0,3.0,2900.2,0.0,128.9,24.2
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,1827,2.0,0.0,9.0,1.0,109.5,0.0,492.6,54.7
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8001,0.0,0.0,181.0,0.0,0.0,0.0,2262.2,0.0
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1251,0.0,0.0,14.0,6.0,0.0,0.0,1119.1,479.6
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,1695,70.0,19.0,2.0,0.0,4129.8,1120.9,118.0,0.0
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1628,0.0,0.0,9.0,2.0,0.0,0.0,552.8,122.9
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1605,0.0,2.0,6.0,2.0,0.0,124.6,373.8,124.6
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,1342,0.0,0.0,9.0,2.0,0.0,0.0,670.6,149.0
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6042,172.0,0.0,10.0,0.0,2846.7,0.0,165.5,0.0
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,67160,965.0,34.0,100.0,18.0,1436.9,50.6,148.9,26.8
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5621,198.0,0.0,10.0,1.0,3522.5,0.0,177.9,17.8
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29856,2581.0,0.0,313.0,219.0,8644.8,0.0,1048.4,733.5
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3967,25.0,3.0,47.0,0.0,630.2,75.6,1184.8,0.0
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,620,0.0,0.0,5.0,0.0,0.0,0.0,806.5,0.0
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,6696,138.0,0.0,82.0,39.0,2060.9,0.0,1224.6,582.4
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,931,0.0,0.0,7.0,3.0,0.0,0.0,751.9,322.2
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1525,1.0,0.0,0.0,0.0,65.6,0.0,0.0,0.0
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5787,115.0,1.0,30.0,4.0,1987.2,17.3,518.4,69.1
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,474,0.0,0.0,2.0,0.0,0.0,0.0,421.9,0.0
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3360,70.0,1.0,6.0,0.0,2083.3,29.8,178.6,0.0
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,498,0.0,0.0,3.0,0.0,0.0,0.0,602.4,0.0
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1619,0.0,0.0,4.0,2.0,0.0,0.0,247.1,123.5
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,1310,0.0,0.0,12.0,0.0,0.0,0.0,916.0,0.0
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14365,0.0,740.0,165.0,31.0,0.0,5151.4,1148.6,215.8
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,3592,1.0,4.0,18.0,0.0,27.8,111.4,501.1,0.0
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1769,0.0,0.0,9.0,0.0,0.0,0.0,508.8,0.0
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1343,26.0,0.0,3.0,1.0,1936.0,0.0,223.4,74.5
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3711,5.0,1.0,1.0,0.0,134.7,26.9,26.9,0.0
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,3836,114.0,0.0,6.0,0.0,2971.8,0.0,156.4,0.0
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,525815,0.0,0.0,2878.0,778.0,0.0,0.0,547.3,148.0
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1808,15.0,0.0,5.0,1.0,829.6,0.0,276.5,55.3
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8417,88.0,19.0,80.0,3.0,1045.5,225.7,950.5,35.6
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1565,0.0,0.0,4.0,0.0,0.0,0.0,255.6,0.0
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,96452,663.0,332.0,459.0,15.0,687.4,344.2,475.9,15.6
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1824,0.0,0.0,16.0,0.0,0.0,0.0,877.2,0.0
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,585,1.0,0.0,5.0,0.0,170.9,0.0,854.7,0.0
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3934,0.0,0.0,12.0,0.0,0.0,0.0,305.0,0.0
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2045,0.0,0.0,7.0,0.0,0.0,0.0,342.3,0.0
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,1445,0.0,0.0,5.0,1.0,0.0,0.0,346.0,69.2
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3665,0.0,0.0,3.0,0.0,0.0,0.0,81.9,0.0
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3270,104.0,30.0,3.0,0.0,3180.4,917.4,91.7,0.0
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,555,0.0,0.0,4.0,0.0,0.0,0.0,720.7,0.0
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,1467,0.0,0.0,1.0,0.0,0.0,0.0,68.2,0.0
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4372,51.0,14.0,4.0,1.0,1166.5,320.2,91.5,22.9
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.3
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1978,48.0,14.0,3.0,0.0,2426.7,707.8,151.7,0.0
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,356,0.0,0.0,0.0,2.0,0.0,0.0,0.0,561.8
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,726,19.0,5.0,3.0,1.0,2617.1,688.7,413.2,137.7
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,5159,128.0,1.0,14.0,0.0,2481.1,19.4,271.4,0.0
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3191,65.0,0.0,22.0,0.0,2037.0,0.0,689.4,0.0
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4151,2.0,0.0,7.0,1.0,48.2,0.0,168.6,24.1
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1030,3.0,0.0,1.0,0.0,291.3,0.0,97.1,0.0
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,3887,0.0,0.0,6.0,0.0,0.0,0.0,154.4,0.0
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2287,67.0,0.0,9.0,21.0,2929.6,0.0,393.5,918.2
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2078,0.0,0.0,12.0,0.0,0.0,0.0,577.5,0.0
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,988,14.0,0.0,3.0,0.0,1417.0,0.0,303.6,0.0
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,52515,301.0,1807.0,332.0,356.0,573.2,3440.9,632.2,677.9
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11591,219.0,304.0,19.0,13.0,1889.4,2622.7,163.9,112.2
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,8202,275.0,0.0,0.0,1.0,3352.8,0.0,0.0,12.2
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,4706,82.0,37.0,2.0,0.0,1742.5,786.2,42.5,0.0
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,78463,436.0,353.0,299.0,175.0,555.7,449.9,381.1,223.0
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11311,322.0,2.0,17.0,0.0,2846.8,17.7,150.3,0.0
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1439,0.0,0.0,5.0,0.0,0.0,0.0,347.5,0.0
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3566,0.0,0.0,3.0,0.0,0.0,0.0,84.1,0.0
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,3989,553.0,29.0,57.0,9.0,13863.1,727.0,1428.9,225.6
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,2707,13.0,13.0,42.0,0.0,480.2,480.2,1551.5,0.0
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2131,101.0,11.0,2.0,3.0,4739.6,516.2,93.9,140.8
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,34482,167.0,22.0,139.0,0.0,484.3,63.8,403.1,0.0
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,14238,758.0,87.0,174.0,40.0,5323.8,611.0,1222.1,280.9
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,10610,0.0,0.0,53.0,38.0,0.0,0.0,499.5,358.2
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4822,0.0,0.0,22.0,3.0,0.0,0.0,456.2,62.2
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,25737,511.0,256.0,54.0,3.0,1985.5,994.7,209.8,11.7
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4087,0.0,0.0,8.0,0.0,0.0,0.0,195.7,0.0
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,1327,0.0,0.0,1.0,1.0,0.0,0.0,75.4,75.4
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,1585,0.0,0.0,5.0,2.0,0.0,0.0,315.5,126.2
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1370,6.0,0.0,6.0,0.0,438.0,0.0,438.0,0.0
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,1427,0.0,13.0,7.0,0.0,0.0,911.0,490.5,0.0
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1687,0.0,2.0,2.0,0.0,0.0,118.6,118.6,0.0
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2894,0.0,0.0,6.0,3.0,0.0,0.0,207.3,103.7
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3258,190.0,2.0,15.0,9.0,5831.8,61.4,460.4,276.2
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1493,5.0,0.0,5.0,0.0,334.9,0.0,334.9,0.0
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6376,0.0,1.0,13.0,0.0,0.0,15.7,203.9,0.0
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17532,1.0,10.0,105.0,80.0,5.7,57.0,598.9,456.3
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2004,0.0,0.0,6.0,3.0,0.0,0.0,299.4,149.7
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,1651,0.0,46.0,1.0,0.0,0.0,2786.2,60.6,0.0
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,335,0.0,0.0,1.0,0.0,0.0,0.0,298.5,0.0
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,733,0.0,0.0,9.0,1.0,0.0,0.0,1227.8,136.4
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,2954,0.0,0.0,14.0,8.0,0.0,0.0,473.9,270.8
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1535,0.0,0.0,10.0,2.0,0.0,0.0,651.5,130.3
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,13294,247.0,344.0,140.0,0.0,1858.0,2587.6,1053.1,0.0
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,28515,0.0,3.0,109.0,16.0,0.0,10.5,382.3,56.1
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2622,21.0,0.0,2.0,1.0,800.9,0.0,76.3,38.1
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18724,1021.0,1262.0,141.0,5.0,5452.9,6740.0,753.0,26.7
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,664,0.0,0.0,7.0,2.0,0.0,0.0,1054.2,301.2
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2285,0.0,0.0,7.0,0.0,0.0,0.0,306.3,0.0
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,608,0.0,0.0,4.0,0.0,0.0,0.0,657.9,0.0
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,4773,59.0,0.0,12.0,1.0,1236.1,0.0,251.4,21.0
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12360,335.0,0.0,8.0,3.0,2710.4,0.0,64.7,24.3
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,1793,0.0,0.0,3.0,0.0,0.0,0.0,167.3,0.0
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8009,0.0,0.0,224.0,0.0,0.0,0.0,2796.9,0.0
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1240,0.0,0.0,10.0,3.0,0.0,0.0,806.5,241.9
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,1616,66.0,10.0,1.0,0.0,4084.2,618.8,61.9,0.0
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1634,0.0,0.0,4.0,1.0,0.0,0.0,244.8,61.2
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1572,0.0,0.0,4.0,1.0,0.0,0.0,254.5,63.6
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,1307,0.0,0.0,12.0,0.0,0.0,0.0,918.1,0.0
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6069,135.0,0.0,8.0,1.0,2224.4,0.0,131.8,16.5
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,70656,1074.0,16.0,150.0,60.0,1520.0,22.6,212.3,84.9
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5628,183.0,0.0,4.0,2.0,3251.6,0.0,71.1,35.5
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29881,3024.0,0.0,313.0,158.0,10120.1,0.0,1047.5,528.8
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3979,21.0,2.0,56.0,0.0,527.8,50.3,1407.4,0.0
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,590,0.0,0.0,3.0,0.0,0.0,0.0,508.5,0.0
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,6553,146.0,0.0,65.0,64.0,2228.0,0.0,991.9,976.7
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,843,0.0,0.0,8.0,1.0,0.0,0.0,949.0,118.6
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1527,0.0,0.0,3.0,0.0,0.0,0.0,196.5,0.0
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6049,163.0,0.0,21.0,1.0,2694.7,0.0,347.2,16.5
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,465,0.0,0.0,2.0,0.0,0.0,0.0,430.1,0.0
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3409,28.0,15.0,9.0,1.0,821.4,440.0,264.0,29.3
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,469,0.0,0.0,3.0,0.0,0.0,0.0,639.7,0.0
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1529,0.0,0.0,4.0,4.0,0.0,0.0,261.6,261.6
