year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,minor_in_poverty,minor_in_poverty_rate
1997,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4235.0,728.0,17190.1
1997,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3590.0,668.0,18607.2
1997,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,9096.0,1155.0,12697.9
1997,15,29.0,Coles,5,Central,Mostly Urban,24.3,10944.0,2077.0,18978.4
1997,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1392241.0,311294.0,22359.2
1997,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4891.0,913.0,18666.9
1997,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,3047.0,550.0,18050.5
1997,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19769.0,1937.0,9798.2
1997,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4233.0,712.0,16820.2
1997,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5508.0,857.0,15559.2
1997,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,236325.0,13334.0,5642.2
1997,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4971.0,1042.0,20961.6
1997,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1686.0,285.0,16903.9
1997,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9930.0,1288.0,12970.8
1997,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5370.0,1183.0,22029.8
1997,27,53.0,Ford,11,Central,Mostly Urban,41.8,3757.0,477.0,12696.3
1997,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9395.0,2839.0,30218.2
1997,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8874.0,1871.0,21084.1
1997,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1506.0,474.0,31474.1
1997,31,61.0,Greene,7,Central,Mostly Rural,70.8,3941.0,877.0,22253.2
1997,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9908.0,819.0,8266.0
1997,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2101.0,474.0,22560.7
1997,34,67.0,Hancock,9,Central,Mostly Rural,71.0,5237.0,792.0,15123.2
1997,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1059.0,334.0,31539.2
1997,36,71.0,Henderson,9,Central,Mostly Rural,99.7,2014.0,371.0,18421.1
1997,37,73.0,Henry,14,Central,Mostly Rural,50.3,13309.0,1798.0,13509.7
1997,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,8221.0,1253.0,15241.5
1997,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11975.0,3474.0,29010.4
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2825.0,555.0,19646.0
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9926.0,2594.0,26133.4
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5628.0,879.0,15618.3
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5457.0,648.0,11874.7
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2416.0,602.0,24917.2
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,115056.0,11896.0,10339.3
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28684.0,5820.0,20290.1
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,14706.0,833.0,5664.4
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,12812.0,2512.0,19606.6
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,178715.0,15344.0,8585.7
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28470.0,4121.0,14474.9
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3704.0,805.0,21733.3
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,9081.0,1150.0,12663.8
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,10143.0,1382.0,13625.2
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,7130.0,1183.0,16591.9
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6233.0,1306.0,20953.0
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,73489.0,3441.0,4682.3
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,34444.0,4230.0,12280.8
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,29421.0,6845.0,23265.7
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12392.0,2313.0,18665.3
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,66005.0,11665.0,17672.9
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,11031.0,2627.0,23814.7
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,3152.0,438.0,13895.9
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,4135.0,815.0,19709.8
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3635.0,955.0,26272.4
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,3328.0,498.0,14963.9
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4373.0,672.0,15367.0
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,6960.0,494.0,7097.7
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7592.0,1590.0,20943.1
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8711.0,1532.0,17587.0
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3723.0,452.0,12140.7
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13917.0,1398.0,10045.3
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,47624.0,10661.0,22385.8
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5337.0,1151.0,21566.4
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4174.0,409.0,9798.8
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,4334.0,905.0,20881.4
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,992.0,272.0,27419.4
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,2084.0,877.0,42082.5
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,1521.0,148.0,9730.4
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7922.0,1410.0,17798.5
1997,80,159.0,Richland,2,Southern,Mostly Urban,43.5,4194.0,868.0,20696.2
1997,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,36911.0,7387.0,20013.0
1997,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,74125.0,18905.0,25504.2
1997,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6577.0,1876.0,28523.6
1997,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,48477.0,8412.0,17352.6
1997,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1753.0,304.0,17341.7
1997,86,171.0,Scott,7,Central,Completely Rural,100.0,1435.0,247.0,17212.5
1997,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5943.0,878.0,14773.7
1997,88,175.0,Stark,10,Central,Completely Rural,100.0,1639.0,232.0,14155.0
1997,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12718.0,1851.0,14554.2
1997,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,32341.0,4237.0,13101.0
1997,91,181.0,Union,1,Southern,Mostly Rural,65.9,4310.0,1162.0,26960.6
1997,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,21895.0,5108.0,23329.5
1997,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3262.0,614.0,18822.8
1997,94,187.0,Warren,9,Central,Mostly Urban,45.5,4597.0,898.0,19534.5
1997,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3971.0,454.0,11432.9
1997,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4170.0,722.0,17314.1
1997,97,193.0,White,2,Southern,Mostly Rural,62.0,3503.0,878.0,25064.2
1997,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15774.0,2187.0,13864.6
1997,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,136413.0,13044.0,9562.1
1997,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14401.0,3563.0,24741.3
1997,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73115.0,11941.0,16331.8
1997,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9640.0,830.0,8610.0
1998,1,1.0,Adams,8,Central,Mostly Urban,32.6,17355.0,2849.0,16416.0
1998,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2567.0,939.0,36579.7
1998,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3928.0,561.0,14282.1
1998,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,11810.0,1107.0,9373.4
1998,5,9.0,Brown,8,Central,Mostly Urban,41.1,1249.0,178.0,14251.4
1998,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8963.0,1162.0,12964.4
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1182.0,164.0,13874.8
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4197.0,579.0,13795.6
1998,9,17.0,Cass,8,Central,Mostly Rural,52.1,3460.0,550.0,15896.0
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,38151.0,5654.0,14820.1
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,8667.0,1401.0,16164.8
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4244.0,672.0,15834.1
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3573.0,605.0,16932.5
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,9017.0,1040.0,11533.8
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,10791.0,1839.0,17042.0
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1393743.0,273245.0,19605.1
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4817.0,792.0,16441.8
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,3006.0,497.0,16533.6
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19993.0,1859.0,9298.3
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4193.0,663.0,15812.1
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5436.0,767.0,14109.6
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,238310.0,13687.0,5743.4
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4893.0,929.0,18986.3
1998,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1649.0,268.0,16252.3
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9860.0,1242.0,12596.3
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5294.0,963.0,18190.4
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,3714.0,467.0,12574.0
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9211.0,2362.0,25643.3
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8675.0,1646.0,18974.1
1998,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1473.0,380.0,25797.7
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,3876.0,762.0,19659.4
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9909.0,811.0,8184.5
1998,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2095.0,428.0,20429.6
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,5150.0,771.0,14970.9
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1019.0,246.0,24141.3
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1959.0,334.0,17049.5
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,13105.0,1769.0,13498.7
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,8094.0,1173.0,14492.2
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11778.0,2846.0,24163.7
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2762.0,515.0,18645.9
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9797.0,2121.0,21649.5
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5609.0,832.0,14833.3
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5303.0,598.0,11276.6
1998,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2398.0,474.0,19766.5
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,117332.0,9863.0,8406.1
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28411.0,5109.0,17982.5
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,15167.0,728.0,4799.9
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,12628.0,2250.0,17817.5
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,182006.0,14549.0,7993.7
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28327.0,3933.0,13884.3
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3619.0,774.0,21387.1
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8961.0,1033.0,11527.7
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,10036.0,1305.0,13003.2
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,7030.0,1014.0,14423.9
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6098.0,1136.0,18629.1
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,75076.0,3468.0,4619.3
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,34695.0,3832.0,11044.8
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,28916.0,5915.0,20455.8
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12193.0,2014.0,16517.7
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,65320.0,10054.0,15391.9
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10822.0,2214.0,20458.3
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,3114.0,472.0,15157.4
1998,63,125.0,Mason,8,Central,Mostly Rural,77.5,4040.0,796.0,19703.0
1998,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3598.0,808.0,22456.9
1998,65,129.0,Menard,8,Central,Mostly Rural,75.7,3282.0,451.0,13741.6
1998,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4304.0,580.0,13475.8
1998,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7107.0,456.0,6416.2
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7468.0,1373.0,18385.1
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8528.0,1344.0,15759.8
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3669.0,407.0,11092.9
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13888.0,1359.0,9785.4
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,46963.0,9464.0,20152.0
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5204.0,987.0,18966.2
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4104.0,366.0,8918.1
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,4294.0,814.0,18956.7
1998,76,151.0,Pope,1,Southern,Completely Rural,100.0,973.0,200.0,20555.0
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,2060.0,646.0,31359.2
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,1503.0,148.0,9847.0
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7713.0,1239.0,16063.8
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,4107.0,816.0,19868.5
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,36404.0,6363.0,17478.8
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,72586.0,16127.0,22217.8
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6528.0,1545.0,23667.3
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47866.0,7321.0,15294.8
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1698.0,261.0,15371.0
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,1418.0,201.0,14174.9
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5890.0,738.0,12529.7
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,1615.0,241.0,14922.6
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12567.0,1749.0,13917.4
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31944.0,3946.0,12352.9
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,4263.0,984.0,23082.3
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,21555.0,4244.0,19689.2
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3189.0,541.0,16964.6
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,4509.0,727.0,16123.3
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3918.0,392.0,10005.1
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4113.0,696.0,16922.0
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,3407.0,804.0,23598.5
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15506.0,2045.0,13188.4
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,140482.0,10853.0,7725.5
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14277.0,3018.0,21138.9
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73092.0,10562.0,14450.3
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9595.0,784.0,8170.9
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,17153.0,2654.0,15472.5
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2503.0,855.0,34159.0
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3861.0,563.0,14581.7
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12135.0,1222.0,10070.0
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,1241.0,171.0,13779.2
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8844.0,1064.0,12030.8
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1174.0,156.0,13287.9
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4115.0,580.0,14094.8
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,3482.0,535.0,15364.7
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,38029.0,5467.0,14375.9
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,8575.0,1305.0,15218.7
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4253.0,640.0,15048.2
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3494.0,564.0,16142.0
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8908.0,925.0,10383.9
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,10676.0,1654.0,15492.7
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1398077.0,258210.0,18468.9
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4757.0,756.0,15892.4
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2971.0,463.0,15584.0
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20383.0,1958.0,9606.0
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4139.0,599.0,14472.1
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5373.0,680.0,12655.9
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,241048.0,14066.0,5835.4
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4783.0,819.0,17123.1
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1609.0,251.0,15599.8
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9849.0,1217.0,12356.6
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5234.0,932.0,17806.6
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,3705.0,443.0,11956.8
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9061.0,2105.0,23231.4
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8546.0,1370.0,16030.9
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1447.0,378.0,26123.0
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,3807.0,674.0,17704.2
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9940.0,778.0,7827.0
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2076.0,423.0,20375.7
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,5025.0,700.0,13930.3
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1000.0,228.0,22800.0
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1904.0,294.0,15441.2
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,13046.0,1626.0,12463.6
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,8030.0,1129.0,14059.8
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11642.0,2677.0,22994.3
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2685.0,458.0,17057.7
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9740.0,1876.0,19260.8
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5560.0,714.0,12841.7
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5229.0,536.0,10250.5
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2364.0,422.0,17851.1
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,120275.0,11373.0,9455.8
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28310.0,4832.0,17068.2
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,15652.0,942.0,6018.4
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,12457.0,2156.0,17307.5
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,185865.0,16325.0,8783.3
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28221.0,3878.0,13741.5
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3555.0,718.0,20196.9
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8804.0,1020.0,11585.6
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9980.0,1225.0,12274.5
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,6905.0,953.0,13801.6
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5965.0,1097.0,18390.6
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,77211.0,4245.0,5497.9
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,35172.0,3703.0,10528.3
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,28545.0,5600.0,19618.1
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12175.0,1846.0,15162.2
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,64856.0,9492.0,14635.5
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10685.0,2104.0,19691.2
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,3103.0,366.0,11795.0
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,3960.0,645.0,16287.9
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3542.0,723.0,20412.2
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,3280.0,474.0,14451.2
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4245.0,536.0,12626.6
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7235.0,437.0,6040.1
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7352.0,1335.0,18158.3
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8397.0,1250.0,14886.3
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3654.0,435.0,11904.8
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13972.0,1469.0,10513.9
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,46630.0,9040.0,19386.7
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5170.0,907.0,17543.5
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4127.0,361.0,8747.3
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,4241.0,754.0,17778.8
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,959.0,207.0,21585.0
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,2044.0,625.0,30577.3
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,1518.0,163.0,10737.8
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7598.0,1186.0,15609.4
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,4004.0,749.0,18706.3
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,36019.0,6029.0,16738.4
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,71430.0,14716.0,20602.0
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6477.0,1423.0,21970.0
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47449.0,7120.0,15005.6
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1657.0,236.0,14242.6
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,1397.0,213.0,15247.0
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5800.0,799.0,13775.9
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,1603.0,210.0,13100.4
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12477.0,1708.0,13689.2
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31674.0,3405.0,10750.1
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,4263.0,927.0,21745.2
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,21213.0,4014.0,18922.4
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3151.0,577.0,18311.6
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,4441.0,667.0,15019.1
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3861.0,384.0,9945.6
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4102.0,725.0,17674.3
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,3359.0,669.0,19916.6
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15325.0,1960.0,12789.6
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,146117.0,12372.0,8467.2
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14198.0,2864.0,20171.9
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73315.0,10788.0,14714.6
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9569.0,737.0,7702.0
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,16950.0,2440.0,14395.3
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2475.0,882.0,35636.4
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3859.0,470.0,12179.3
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12515.0,1133.0,9053.1
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,1236.0,153.0,12378.6
