year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,average_daily_population,booking,average_daily_population_rate,booking_rate
1991,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14784,670.0,19.0,4531.9,128.5
1991,65,129.0,Menard,8,Central,Mostly Rural,75.7,11229,198.0,15.0,1763.3,133.6
1991,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17219,508.0,28.0,2950.2,162.6
1991,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,22994,259.0,8.0,1126.4,34.8
1991,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30687,621.0,18.0,2023.7,58.7
1991,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36582,1201.0,36.0,3283.0,98.4
1991,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,13909,123.0,8.0,884.3,57.5
1991,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,46892,1576.0,45.0,3360.9,96.0
1991,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184365,12180.0,301.0,6606.5,163.3
1991,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21388,502.0,28.0,2347.1,130.9
1991,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15602,347.0,10.0,2224.1,64.1
1991,75,149.0,Pike,8,Central,Mostly Rural,72.3,17459,452.0,7.0,2588.9,40.1
1991,78,155.0,Putnam,10,Central,Completely Rural,100.0,5777,19.0,1.0,328.9,17.3
1991,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34457,750.0,15.0,2176.6,43.5
1991,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16556,354.0,11.0,2138.2,66.4
1991,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149563,5616.0,186.0,3754.9,124.4
1991,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,261785,8257.0,397.0,3154.1,151.7
1991,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26479,2225.0,9.0,8402.9,34.0
1991,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,181315,10304.0,170.0,5682.9,93.8
1991,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7515,345.0,6.0,4590.8,79.8
1991,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22373,166.0,8.0,742.0,35.8
1991,88,175.0,Stark,10,Central,Completely Rural,100.0,6460,37.0,3.0,572.8,46.4
1991,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48255,1589.0,43.0,3292.9,89.1
1991,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,124456,2848.0,69.0,2288.4,55.4
1991,91,181.0,Union,1,Southern,Mostly Rural,65.9,17699,734.0,6.0,4147.1,33.9
1991,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,87986,5112.0,157.0,5810.0,178.4
1991,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13169,220.0,10.0,1670.6,75.9
1991,94,187.0,Warren,9,Central,Mostly Urban,45.5,19223,210.0,17.0,1092.4,88.4
1991,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14860,324.0,5.0,2180.3,33.6
1991,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17022,215.0,10.0,1263.1,58.7
1991,97,193.0,White,2,Southern,Mostly Rural,62.0,16359,1287.0,34.0,7867.2,207.8
1991,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60583,925.0,71.0,1526.8,117.2
1991,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,367887,6279.0,208.0,1706.8,56.5
1991,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,57879,1569.0,54.0,2710.8,93.3
1991,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,258085,13525.0,362.0,5240.5,140.3
1991,102,203.0,Woodford,11,Central,Mostly Rural,54.9,33379,683.0,7.0,2046.2,21.0
1992,1,1.0,Adams,8,Central,Mostly Urban,32.6,66920,1445.75,72.5,2160.4,108.3
1992,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10452,554.5,8.0,5305.2,76.5
1992,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15251,263.25,11.25,1726.1,73.8
1992,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,32901,1614.0,32.0,4905.6,97.3
1992,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35762,937.0,22.0,2620.1,61.5
1992,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5243,37.25,0.85,710.5,16.2
1992,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16618,153.5,18.75,923.7,112.8
1992,10,19.0,Champaign,6,Central,Mostly Urban,12.7,178175,5360.5,163.25,3008.6,91.6
1992,11,21.0,Christian,4,Central,Mostly Urban,43.5,35320,729.25,8.0,2064.7,22.7
1992,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16083,222.5,9.5,1383.4,59.1
1992,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14451,161.25,8.75,1115.8,60.5
1992,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,34237,793.5,22.0,2317.7,64.3
1992,15,29.0,Coles,5,Central,Mostly Urban,24.3,52505,1411.25,66.5,2687.8,126.7
1992,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5199839,77103.0,7789.5,1482.8,149.8
1992,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20482,273.25,12.75,1334.1,62.2
1992,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10832,,2.0,,18.5
1992,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,80421,1441.0,61.75,1791.8,76.8
1992,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16677,697.25,10.5,4180.9,63.0
1992,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19460,221.25,13.25,1136.9,68.1
1992,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,815497,14550.25,373.75,1784.2,45.8
1992,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19507,283.25,14.5,1452.0,74.3
1992,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,32140,1285.25,17.0,3998.9,52.9
1992,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20786,870.25,9.0,4186.7,43.3
1992,27,53.0,Ford,11,Central,Mostly Urban,41.8,14045,247.0,14.2,1758.6,101.1
1992,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39824,1228.0,36.75,3083.6,92.3
1992,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38347,578.25,30.0,1507.9,78.2
1992,31,61.0,Greene,7,Central,Mostly Rural,70.8,15069,202.25,6.5,1342.2,43.1
1992,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,33755,828.25,25.0,2453.7,74.1
1992,34,67.0,Hancock,9,Central,Mostly Rural,71.0,21409,525.25,13.75,2453.4,64.2
1992,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5186,72.5,1.0,1398.0,19.3
1992,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8190,226.75,4.25,2768.6,51.9
1992,37,73.0,Henry,14,Central,Mostly Rural,50.3,51058,691.5,45.0,1354.3,88.1
1992,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31200,702.5,16.5,2251.6,52.9
1992,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61128,1854.0,61.0,3033.0,99.8
1992,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10536,218.0,8.0,2069.1,75.9
1992,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,37293,930.0,31.75,2493.8,85.1
1992,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20968,392.25,11.25,1870.7,53.7
1992,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,21964,352.0,12.25,1602.6,55.8
1992,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,332476,3918.5,333.0,1178.6,100.2
1992,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,99215,4739.0,81.0,4776.5,81.6
1992,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,41006,652.0,20.0,1590.0,48.8
1992,48,95.0,Knox,9,Central,Mostly Urban,24.3,56464,5234.25,51.5,9270.1,91.2
1992,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,543244,11050.25,421.5,2034.1,77.6
1992,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,108182,2043.25,65.25,1888.7,60.3
1992,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15956,169.25,3.25,1060.7,20.4
1992,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34929,1327.25,33.75,3799.9,96.6
1992,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39558,688.25,46.5,1739.9,117.5
1992,54,107.0,Logan,11,Central,Mostly Urban,39.9,30868,1199.25,14.5,3885.1,47.0
1992,55,109.0,McDonough,9,Central,Mostly Urban,29.5,34832,481.0,19.25,1380.9,55.3
1992,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,201137,4957.75,83.75,2464.9,41.6
1992,57,113.0,McLean,11,Central,Mostly Urban,16.5,134198,4135.0,172.5,3081.3,128.5
1992,58,115.0,Macon,6,Central,Mostly Urban,15.3,118297,6477.75,176.0,5475.8,148.8
1992,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47860,1094.75,35.75,2287.4,74.7
1992,60,119.0,Madison,3,Southern,Mostly Urban,13.3,253201,4334.75,160.5,1712.0,63.4
1992,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41628,1548.5,26.25,3719.9,63.1
1992,62,123.0,Marshall,10,Central,Completely Rural,100.0,12904,386.5,5.75,2995.2,44.6
1992,63,125.0,Mason,8,Central,Mostly Rural,77.5,16419,637.75,23.0,3884.2,140.1
1992,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14891,763.25,21.75,5125.6,146.1
1992,65,129.0,Menard,8,Central,Mostly Rural,75.7,11352,173.25,13.75,1526.2,121.1
1992,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17156,490.25,23.25,2857.6,135.5
1992,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,23465,265.0,7.5,1129.3,32.0
1992,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30795,633.5,18.0,2057.2,58.5
1992,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36626,1256.75,46.5,3431.3,127.0
1992,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14014,132.75,8.25,947.3,58.9
1992,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,47413,1701.5,47.75,3588.7,100.7
1992,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184358,12543.0,294.75,6803.6,159.9
1992,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21322,559.25,31.0,2622.9,145.4
1992,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15650,358.25,9.25,2289.1,59.1
1992,75,149.0,Pike,8,Central,Mostly Rural,72.3,17421,459.5,9.25,2637.6,53.1
1992,78,155.0,Putnam,10,Central,Completely Rural,100.0,5779,15.5,1.0,268.2,17.3
1992,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34260,750.0,15.0,2189.1,43.8
1992,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16561,373.0,11.25,2252.3,67.9
1992,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,150439,5792.5,187.25,3850.4,124.5
1992,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,261689,8257.0,397.0,3155.3,151.7
1992,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26711,2207.25,19.25,8263.4,72.1
1992,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,184247,10670.75,178.0,5791.5,96.6
1992,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7447,317.25,7.0,4260.1,94.0
1992,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22472,180.25,8.25,802.1,36.7
1992,88,175.0,Stark,10,Central,Completely Rural,100.0,6437,40.5,3.0,629.2,46.6
1992,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48513,1697.75,47.5,3499.6,97.9
1992,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,125071,3077.5,85.75,2460.6,68.6
1992,91,181.0,Union,1,Southern,Mostly Rural,65.9,17924,550.5,6.0,3071.3,33.5
1992,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,87944,5112.0,157.0,5812.8,178.5
1992,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13099,210.0,10.0,1603.2,76.3
1992,94,187.0,Warren,9,Central,Mostly Urban,45.5,19255,236.5,17.75,1228.3,92.2
1992,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14796,354.25,5.5,2394.2,37.2
1992,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17018,248.75,10.75,1461.7,63.2
1992,97,193.0,White,2,Southern,Mostly Rural,62.0,16143,1218.5,30.75,7548.2,190.5
1992,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60734,877.25,72.75,1444.4,119.8
1992,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,376477,6324.75,244.25,1680.0,64.9
1992,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58621,1532.5,58.25,2614.3,99.4
1992,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,261397,13525.0,362.0,5174.1,138.5
1992,102,203.0,Woodford,11,Central,Mostly Rural,54.9,33453,691.25,7.0,2066.3,20.9
1993,1,1.0,Adams,8,Central,Mostly Urban,32.6,67558,1454.5,73.0,2153.0,108.1
1993,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10265,524.0,7.0,5104.7,68.2
1993,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15396,326.5,10.5,2120.7,68.2
1993,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,33933,1573.0,25.0,4635.6,73.7
1993,6,11.0,Bureau,13,Central,Mostly Rural,57.4,36036,801.0,23.0,2222.8,63.8
1993,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5271,39.5,0.7,749.4,13.3
1993,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16670,160.0,24.5,959.8,147.0
1993,10,19.0,Champaign,6,Central,Mostly Urban,12.7,174600,5566.0,172.5,3187.9,98.8
1993,11,21.0,Christian,4,Central,Mostly Urban,43.5,35392,818.5,7.0,2312.7,19.8
1993,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16290,193.0,9.0,1184.8,55.2
1993,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14472,154.5,8.5,1067.6,58.7
1993,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,34750,729.0,19.0,2097.8,54.7
1993,15,29.0,Coles,5,Central,Mostly Urban,24.3,52866,1812.5,83.0,3428.5,157.0
1993,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5235344,79174.0,8815.0,1512.3,168.4
1993,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20649,259.5,12.5,1256.7,60.5
1993,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10940,,2.0,,18.3
1993,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,81682,1606.0,61.5,1966.2,75.3
1993,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16726,687.5,10.0,4110.4,59.8
1993,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19545,242.5,14.5,1240.7,74.2
1993,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,830865,13452.5,380.5,1619.1,45.8
1993,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19746,289.5,16.0,1466.1,81.0
1993,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,32419,1262.5,20.0,3894.3,61.7
1993,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20968,918.5,10.0,4380.5,47.7
1993,27,53.0,Ford,11,Central,Mostly Urban,41.8,13994,247.0,19.4,1765.0,138.6
1993,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39869,1215.0,44.5,3047.5,111.6
1993,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38328,604.5,32.0,1577.2,83.5
1993,31,61.0,Greene,7,Central,Mostly Rural,70.8,15206,196.5,7.0,1292.3,46.0
1993,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,34263,861.5,24.0,2514.4,70.0
1993,34,67.0,Hancock,9,Central,Mostly Rural,71.0,21349,520.5,14.5,2438.1,67.9
1993,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5223,72.0,1.0,1378.5,19.1
1993,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8209,233.5,5.5,2844.4,67.0
1993,37,73.0,Henry,14,Central,Mostly Rural,50.3,50839,461.0,45.0,906.8,88.5
1993,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31431,727.0,17.0,2313.0,54.1
1993,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61798,1860.0,65.0,3009.8,105.2
1993,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10530,218.0,8.0,2070.3,76.0
1993,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38489,1009.0,33.5,2621.5,87.0
1993,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21129,375.5,10.5,1777.2,49.7
1993,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22276,355.0,12.5,1593.6,56.1
1993,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,339619,4126.0,370.0,1214.9,108.9
1993,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,100766,4739.0,81.0,4703.0,80.4
1993,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,42008,1088.0,29.0,2590.0,69.0
1993,48,95.0,Knox,9,Central,Mostly Urban,24.3,56580,7866.5,55.0,13903.3,97.2
1993,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,554697,10536.5,456.0,1899.5,82.2
1993,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,109093,2100.5,69.5,1925.4,63.7
1993,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15992,162.5,3.5,1016.1,21.9
1993,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35345,1383.5,34.5,3914.3,97.6
1993,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39871,726.5,44.0,1822.1,110.4
1993,54,107.0,Logan,11,Central,Mostly Urban,39.9,30869,1214.5,16.0,3934.4,51.8
1993,55,109.0,McDonough,9,Central,Mostly Urban,29.5,34848,480.0,17.5,1377.4,50.2
1993,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,210283,4736.5,106.5,2252.4,50.6
1993,57,113.0,McLean,11,Central,Mostly Urban,16.5,136831,4618.0,189.0,3375.0,138.1
1993,58,115.0,Macon,6,Central,Mostly Urban,15.3,117933,6941.5,191.0,5886.0,162.0
1993,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48082,1123.5,34.5,2336.6,71.8
1993,60,119.0,Madison,3,Southern,Mostly Urban,13.3,254434,4658.5,172.0,1830.9,67.6
1993,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41768,1552.0,30.5,3715.8,73.0
1993,62,123.0,Marshall,10,Central,Completely Rural,100.0,12832,376.0,5.5,2930.2,42.9
1993,63,125.0,Mason,8,Central,Mostly Rural,77.5,16432,673.5,24.0,4098.7,146.1
1993,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15063,856.5,24.5,5686.1,162.7
1993,65,129.0,Menard,8,Central,Mostly Rural,75.7,11575,148.5,12.5,1282.9,108.0
1993,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17072,472.5,18.5,2767.7,108.4
1993,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,23924,271.0,7.0,1132.8,29.3
1993,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30504,646.0,18.0,2117.8,59.0
1993,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36994,1312.5,57.0,3547.9,154.1
1993,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,13865,142.5,8.5,1027.8,61.3
1993,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,48053,1827.0,50.5,3802.1,105.1
1993,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184355,12906.0,288.5,7000.6,156.5
1993,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21426,616.5,34.0,2877.3,158.7
1993,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15919,369.5,8.5,2321.1,53.4
1993,75,149.0,Pike,8,Central,Mostly Rural,72.3,17412,467.0,11.5,2682.1,66.0
1993,78,155.0,Putnam,10,Central,Completely Rural,100.0,5797,12.0,1.0,207.0,17.3
1993,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34129,750.0,15.0,2197.5,44.0
1993,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16468,392.0,11.5,2380.4,69.8
1993,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,150912,5969.0,188.5,3955.3,124.9
1993,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,264082,8257.0,397.0,3126.7,150.3
1993,83,165.0,Saline,1,Southern,Mostly Urban,43.7,27015,2189.5,29.5,8104.8,109.2
1993,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,186941,11037.5,186.0,5904.3,99.5
1993,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7506,289.5,8.0,3856.9,106.6
1993,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22493,194.5,8.5,864.7,37.8
1993,88,175.0,Stark,10,Central,Completely Rural,100.0,6450,44.0,3.0,682.2,46.5
1993,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48801,1806.5,52.0,3701.8,106.6
1993,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,125169,3307.0,102.5,2642.0,81.9
1993,91,181.0,Union,1,Southern,Mostly Rural,65.9,18020,367.0,6.0,2036.6,33.3
1993,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,87738,5112.0,157.0,5826.4,178.9
1993,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13181,200.0,10.0,1517.3,75.9
1993,94,187.0,Warren,9,Central,Mostly Urban,45.5,19015,263.0,18.5,1383.1,97.3
1993,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14939,384.5,6.0,2573.8,40.2
1993,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17077,282.5,11.5,1654.3,67.3
1993,97,193.0,White,2,Southern,Mostly Rural,62.0,15972,1150.0,27.5,7200.1,172.2
1993,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60662,829.5,74.5,1367.4,122.8
1993,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,389030,6370.5,280.5,1637.5,72.1
1993,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,59111,1496.0,62.5,2530.8,105.7
1993,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,264649,13525.0,362.0,5110.5,136.8
1993,102,203.0,Woodford,11,Central,Mostly Rural,54.9,33686,699.5,7.0,2076.5,20.8
1994,1,1.0,Adams,8,Central,Mostly Urban,32.6,68394,1463.25,73.5,2139.4,107.5
1994,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10053,493.5,6.0,4909.0,59.7
1994,3,5.0,Bond,3,Southern,Mostly Rural,60.7,16076,389.75,9.75,2424.4,60.6
1994,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,35268,1532.0,18.0,4343.9,51.0
1994,6,11.0,Bureau,13,Central,Mostly Rural,57.4,36043,665.0,24.0,1845.0,66.6
1994,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5122,41.75,0.5499999999999999,815.1,10.7
1994,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16843,166.5,30.25,988.5,179.6
1994,10,19.0,Champaign,6,Central,Mostly Urban,12.7,172731,5771.5,181.75,3341.3,105.2
1994,11,21.0,Christian,4,Central,Mostly Urban,43.5,35498,907.75,6.0,2557.2,16.9
1994,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16479,163.5,8.5,992.2,51.6
1994,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14492,147.75,8.25,1019.5,56.9
1994,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,34885,664.5,16.0,1904.8,45.9
1994,15,29.0,Coles,5,Central,Mostly Urban,24.3,53421,2213.75,99.5,4144.0,186.3
1994,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5262162,83400.0,9840.5,1584.9,187.0
1994,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20856,245.75,12.25,1178.3,58.7
1994,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11036,,2.0,,18.1
1994,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,82850,1771.0,61.25,2137.6,73.9
1994,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16854,677.75,9.5,4021.3,56.4
1994,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19648,263.75,15.75,1342.4,80.2
1994,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,845797,12354.75,387.25,1460.7,45.8
1994,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19911,295.75,17.5,1485.4,87.9
1994,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,32827,1239.75,23.0,3776.6,70.1
1994,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21005,966.75,11.0,4602.5,52.4
1994,27,53.0,Ford,11,Central,Mostly Urban,41.8,14011,247.0,24.6,1762.9,175.6
1994,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39938,1202.0,52.25,3009.7,130.8
1994,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38357,630.75,34.0,1644.4,88.6
1994,31,61.0,Greene,7,Central,Mostly Rural,70.8,15190,190.75,7.5,1255.8,49.4
1994,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,34685,894.75,23.0,2579.6,66.3
1994,34,67.0,Hancock,9,Central,Mostly Rural,71.0,21134,515.75,15.25,2440.4,72.2
1994,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5108,71.5,1.0,1399.8,19.6
1994,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8106,240.25,6.75,2963.9,83.3
1994,37,73.0,Henry,14,Central,Mostly Rural,50.3,50956,230.5,45.0,452.4,88.3
1994,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31493,751.5,17.5,2386.2,55.6
1994,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61481,1866.0,69.0,3035.1,112.2
1994,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10528,218.0,8.0,2070.7,76.0
1994,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39094,1088.0,35.25,2783.0,90.2
1994,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20909,358.75,9.75,1715.8,46.6
1994,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22358,358.0,12.75,1601.2,57.0
1994,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,346687,4333.5,407.0,1250.0,117.4
1994,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,101736,4739.0,81.0,4658.1,79.6
1994,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,43579,1524.0,38.0,3497.1,87.2
1994,48,95.0,Knox,9,Central,Mostly Urban,24.3,56367,10498.75,58.5,18625.7,103.8
1994,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,567357,10022.75,490.5,1766.6,86.5
1994,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,109459,2157.75,73.75,1971.3,67.4
