year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,attack_school_personnel,offense_against_children,attack_school_personnel_rate,offense_against_children_rate
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6999,0.0,3.0,0.0,42.9
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7957,13.0,77.0,163.4,967.7
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3460,0.0,29.0,0.0,838.2
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13048,4.0,99.0,30.7,758.7
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,44345,174.0,1541.0,392.4,3475.0
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4880,2.0,8.0,41.0,163.9
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3846,1.0,27.0,26.0,702.0
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,4042,0.0,0.0,0.0,0.0
1998,76,151.0,Pope,1,Southern,Completely Rural,100.0,867,1.0,2.0,115.3,230.7
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1944,2.0,5.0,102.9,257.2
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,1414,0.0,0.0,0.0,0.0
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7235,0.0,10.0,0.0,138.2
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3855,0.0,53.0,0.0,1374.8
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,34206,14.0,327.0,40.9,956.0
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,68480,19.0,566.0,27.7,826.5
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6014,0.0,26.0,0.0,432.3
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,45115,47.0,417.0,104.2,924.3
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1588,0.0,0.0,0.0,0.0
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,1325,0.0,0.0,0.0,0.0
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5552,0.0,9.0,0.0,162.1
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,1524,1.0,14.0,65.6,918.6
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11842,7.0,97.0,59.1,819.1
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,30057,14.0,498.0,46.6,1656.9
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,3998,0.0,6.0,0.0,150.1
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20294,9.0,318.0,44.3,1567.0
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2982,0.0,35.0,0.0,1173.7
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,4221,12.0,30.0,284.3,710.7
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3671,5.0,5.0,136.2,136.2
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3857,0.0,16.0,0.0,414.8
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,3196,7.0,43.0,219.0,1345.4
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14570,1.0,48.0,6.9,329.4
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,133193,8.0,585.0,6.0,439.2
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13434,3.0,111.0,22.3,826.3
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69048,6.0,236.0,8.7,341.8
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9034,0.0,11.0,0.0,121.8
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,16113,8.0,319.0,49.6,1979.8
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2355,0.0,4.0,0.0,169.9
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3618,0.0,2.0,0.0,55.3
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,11481,2.0,103.0,17.4,897.1
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,1151,0.0,0.0,0.0,0.0
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8242,1.0,79.0,12.1,958.5
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1097,0.0,0.0,0.0,0.0
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3827,0.0,29.0,0.0,757.8
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,3216,0.0,3.0,0.0,93.3
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35979,40.0,718.0,111.2,1995.6
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,8078,0.0,8.0,0.0,99.0
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3993,0.0,3.0,0.0,75.1
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3264,0.0,2.0,0.0,61.3
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8388,0.0,60.0,0.0,715.3
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,9985,0.0,23.0,0.0,230.3
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1321893,1144.0,24516.0,86.5,1854.6
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4465,2.0,62.0,44.8,1388.6
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2788,0.0,3.0,0.0,107.6
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19211,1.0,176.0,5.2,916.1
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3887,0.0,0.0,0.0,0.0
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5039,1.0,20.0,19.8,396.9
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,228049,44.0,839.0,19.3,367.9
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4462,1.0,55.0,22.4,1232.6
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1511,0.0,0.0,0.0,0.0
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9269,5.0,123.0,53.9,1327.0
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4910,0.0,42.0,0.0,855.4
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,3486,1.0,17.0,28.7,487.7
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8501,0.0,5.0,0.0,58.8
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8028,12.0,24.0,149.5,299.0
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1342,0.0,0.0,0.0,0.0
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,3574,0.0,13.0,0.0,363.7
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9325,0.0,41.0,0.0,439.7
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1949,0.0,0.0,0.0,0.0
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4704,0.0,4.0,0.0,85.0
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,918,0.0,0.0,0.0,0.0
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1785,0.0,0.0,0.0,0.0
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,12203,0.0,62.0,0.0,508.1
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7534,0.0,2.0,0.0,26.5
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10857,0.0,15.0,0.0,138.2
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2505,0.0,0.0,0.0,0.0
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9211,0.0,257.0,0.0,2790.1
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5193,1.0,16.0,19.3,308.1
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4890,0.0,24.0,0.0,490.8
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2216,0.0,0.0,0.0,0.0
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,113929,12.0,298.0,10.5,261.6
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26713,18.0,285.0,67.4,1066.9
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,14796,0.0,102.0,0.0,689.4
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,11754,8.0,29.0,68.1,246.7
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,176280,32.0,436.0,18.2,247.3
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,26518,13.0,73.0,49.0,275.3
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3326,0.0,1.0,0.0,30.1
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8271,3.0,3.0,36.3,36.3
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9393,1.0,150.0,10.6,1596.9
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,6483,0.0,175.0,0.0,2699.4
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5566,0.0,5.0,0.0,89.8
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,73184,4.0,76.0,5.5,103.8
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,33316,2.0,286.0,6.0,858.4
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,26952,14.0,511.0,51.9,1896.0
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11358,1.0,70.0,8.8,616.3
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,61008,47.0,1196.0,77.0,1960.4
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10012,0.0,34.0,0.0,339.6
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,2911,0.0,31.0,0.0,1064.9
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,3715,0.0,35.0,0.0,942.1
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3314,3.0,8.0,90.5,241.4
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,3075,0.0,5.0,0.0,162.6
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3953,0.0,3.0,0.0,75.9
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,6816,0.0,5.0,0.0,73.4
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6870,0.0,0.0,0.0,0.0
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7812,11.0,46.0,140.8,588.8
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3444,0.0,9.0,0.0,261.3
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13110,9.0,84.0,68.6,640.7
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,44003,135.0,1665.0,306.8,3783.8
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4820,2.0,1.0,41.5,20.7
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3864,0.0,26.0,0.0,672.9
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,3986,0.0,1.0,0.0,25.1
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,853,1.0,1.0,117.2,117.2
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1926,0.0,5.0,0.0,259.6
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,1425,0.0,0.0,0.0,0.0
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7112,0.0,9.0,0.0,126.5
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3749,0.0,7.0,0.0,186.7
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,33804,24.0,343.0,71.0,1014.7
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,67336,10.0,547.0,14.9,812.3
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5943,0.0,67.0,0.0,1127.4
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,44642,71.0,350.0,159.0,784.0
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1546,0.0,2.0,0.0,129.4
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,1302,0.0,1.0,0.0,76.8
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5464,0.0,3.0,0.0,54.9
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,1510,1.0,2.0,66.2,132.5
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11743,9.0,97.0,76.6,826.0
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,29774,5.0,241.0,16.8,809.4
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,3995,0.0,1.0,0.0,25.0
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19962,7.0,248.0,35.1,1242.4
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2938,0.0,49.0,0.0,1667.8
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,4150,1.0,24.0,24.1,578.3
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3609,1.0,0.0,27.7,0.0
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3844,0.0,24.0,0.0,624.3
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,3141,3.0,24.0,95.5,764.1
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14393,0.0,25.0,0.0,173.7
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,138519,10.0,503.0,7.2,363.1
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13354,6.0,111.0,44.9,831.2
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69232,0.0,108.0,0.0,156.0
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8995,0.0,9.0,0.0,100.1
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,15918,2.0,140.0,12.6,879.5
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2326,0.0,4.0,0.0,172.0
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3616,0.0,1.0,0.0,27.7
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,11844,0.0,149.0,0.0,1258.0
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,1147,0.0,0.0,0.0,0.0
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8151,0.0,83.0,0.0,1018.3
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1089,0.0,0.0,0.0,0.0
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3736,1.0,34.0,26.8,910.1
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,3197,0.0,0.0,0.0,0.0
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35641,40.0,746.0,112.2,2093.1
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,8021,0.0,10.0,0.0,124.7
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3959,0.0,1.0,0.0,25.3
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3236,0.0,1.0,0.0,30.9
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8298,0.0,42.0,0.0,506.1
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,9713,0.0,27.0,0.0,278.0
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1321045,1017.0,31854.0,77.0,2411.3
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4358,0.0,87.0,0.0,1996.3
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2786,0.0,6.0,0.0,215.4
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19383,8.0,193.0,41.3,995.7
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3862,0.0,1.0,0.0,25.9
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5017,0.0,22.0,0.0,438.5
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,228921,34.0,684.0,14.9,298.8
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4367,0.0,90.0,0.0,2060.9
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1503,0.0,0.0,0.0,0.0
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9174,1.0,77.0,10.9,839.3
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4851,0.0,55.0,0.0,1133.8
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,3434,0.0,4.0,0.0,116.5
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8393,0.0,8.0,0.0,95.3
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7884,5.0,36.0,63.4,456.6
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1324,0.0,0.0,0.0,0.0
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,3517,0.0,6.0,0.0,170.6
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9391,3.0,74.0,31.9,788.0
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1924,0.0,0.0,0.0,0.0
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4608,0.0,5.0,0.0,108.5
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,896,0.0,0.0,0.0,0.0
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1768,0.0,0.0,0.0,0.0
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,12053,1.0,150.0,8.3,1244.5
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7465,0.0,1.0,0.0,13.4
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10613,0.0,11.0,0.0,103.6
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2417,0.0,6.0,0.0,248.2
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9158,1.0,33.0,10.9,360.3
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5127,3.0,17.0,58.5,331.6
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4812,0.0,14.0,0.0,290.9
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2225,0.0,0.0,0.0,0.0
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,116726,12.0,343.0,10.3,293.9
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26490,2.0,73.0,7.6,275.6
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,15371,0.0,110.0,0.0,715.6
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,11574,6.0,44.0,51.8,380.2
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,180384,17.0,497.0,9.4,275.5
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,26315,4.0,50.0,15.2,190.0
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3261,0.0,2.0,0.0,61.3
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8176,0.0,8.0,0.0,97.8
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9304,2.0,189.0,21.5,2031.4
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,6392,0.0,235.0,0.0,3676.5
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5363,0.0,4.0,0.0,74.6
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,74759,2.0,100.0,2.7,133.8
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,33454,1.0,79.0,3.0,236.1
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,26492,31.0,503.0,117.0,1898.7
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11218,0.0,49.0,0.0,436.8
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,60528,97.0,1177.0,160.3,1944.6
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9920,1.0,41.0,10.1,413.3
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,2894,0.0,24.0,0.0,829.3
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,3649,0.0,34.0,0.0,931.8
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3250,0.0,32.0,0.0,984.6
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,3083,0.0,3.0,0.0,97.3
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3898,0.0,5.0,0.0,128.3
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,6898,0.0,8.0,0.0,116.0
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6769,1.0,53.0,14.8,783.0
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7742,18.0,44.0,232.5,568.3
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3457,0.0,16.0,0.0,462.8
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13168,7.0,114.0,53.2,865.7
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,43372,92.0,1718.0,212.1,3961.1
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4724,1.0,2.0,21.2,42.3
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3839,1.0,20.0,26.0,521.0
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,3895,0.0,1.0,0.0,25.7
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,838,0.0,2.0,0.0,238.7
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1879,0.0,7.0,0.0,372.5
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,1423,0.0,0.0,0.0,0.0
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7015,0.0,8.0,0.0,114.0
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3683,1.0,2.0,27.2,54.3
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,33224,2.0,340.0,6.0,1023.4
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,66816,16.0,595.0,23.9,890.5
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5835,0.0,80.0,0.0,1371.0
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,44294,83.0,336.0,187.4,758.6
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1540,0.0,9.0,0.0,584.4
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,1296,0.0,0.0,0.0,0.0
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5365,1.0,8.0,18.6,149.1
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,1493,0.0,9.0,0.0,602.8
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11564,3.0,83.0,25.9,717.7
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,29398,6.0,437.0,20.4,1486.5
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,3952,0.0,3.0,0.0,75.9
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19653,5.0,214.0,25.4,1088.9
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2905,0.0,11.0,0.0,378.7
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,4041,0.0,17.0,0.0,420.7
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3577,1.0,4.0,28.0,111.8
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3791,0.0,28.0,0.0,738.6
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,3083,2.0,28.0,64.9,908.2
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14227,0.0,26.0,0.0,182.8
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,144407,7.0,540.0,4.8,373.9
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13174,1.0,131.0,7.6,994.4
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69494,2.0,50.0,2.9,71.9
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8885,0.0,3.0,0.0,33.8
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,15678,11.0,196.0,70.2,1250.2
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2263,0.0,8.0,0.0,353.5
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3554,1.0,0.0,28.1,0.0
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12054,0.0,137.0,0.0,1136.6
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,1112,0.0,0.0,0.0,0.0
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8067,0.0,67.0,0.0,830.5
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1056,0.0,4.0,0.0,378.8
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3605,2.0,36.0,55.5,998.6
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,3233,0.0,1.0,0.0,30.9
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35474,26.0,787.0,73.3,2218.5
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,7979,3.0,13.0,37.6,162.9
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3896,0.0,1.0,0.0,25.7
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3143,0.0,4.0,0.0,127.3
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8267,0.0,65.0,0.0,786.3
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,9540,0.0,36.0,0.0,377.4
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1316871,1369.0,26035.0,104.0,1977.0
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4324,0.0,93.0,0.0,2150.8
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2720,1.0,3.0,36.8,110.3
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19507,1.0,138.0,5.1,707.4
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3856,0.0,0.0,0.0,0.0
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5012,1.0,17.0,20.0,339.2
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,229538,23.0,605.0,10.0,263.6
2001,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4324,0.0,115.0,0.0,2659.6
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1462,0.0,0.0,0.0,0.0
2001,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9117,2.0,69.0,21.9,756.8
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4787,0.0,67.0,0.0,1399.6
2001,27,53.0,Ford,11,Central,Mostly Urban,41.8,3393,0.0,9.0,0.0,265.3
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8375,0.0,11.0,0.0,131.3
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7745,7.0,20.0,90.4,258.2
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1287,0.0,0.0,0.0,0.0
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,3491,0.0,16.0,0.0,458.3
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9503,0.0,68.0,0.0,715.6
2001,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1877,0.0,0.0,0.0,0.0
