year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,death,imprisonment,other,probation,death_rate,imprisonment_rate,other_rate,probation_rate
1991,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36582,0.0,49.0,1.0,62.0,0.0,133.9,2.7,169.5
1991,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,13909,0.0,22.0,0.0,16.0,0.0,158.2,0.0,115.0
1991,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,46892,0.0,42.0,1.0,82.0,0.0,89.6,2.1,174.9
1991,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184365,0.0,463.0,0.0,443.0,0.0,251.1,0.0,240.3
1991,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21388,0.0,16.0,19.0,54.0,0.0,74.8,88.8,252.5
1991,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15602,0.0,17.0,0.0,21.0,0.0,109.0,0.0,134.6
1991,75,149.0,Pike,8,Central,Mostly Rural,72.3,17459,0.0,25.0,13.0,28.0,0.0,143.2,74.5,160.4
1991,76,151.0,Pope,1,Southern,Completely Rural,100.0,4404,0.0,4.0,0.0,14.0,0.0,90.8,0.0,317.9
1991,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7463,0.0,12.0,0.0,16.0,0.0,160.8,0.0,214.4
1991,78,155.0,Putnam,10,Central,Completely Rural,100.0,5777,0.0,2.0,0.0,4.0,0.0,34.6,0.0,69.2
1991,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34457,0.0,61.0,0.0,66.0,0.0,177.0,0.0,191.5
1991,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16556,0.0,36.0,1.0,14.0,0.0,217.4,6.0,84.6
1991,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149563,0.0,266.0,0.0,465.0,0.0,177.9,0.0,310.9
1991,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,261785,1.0,428.0,0.0,927.0,0.4,163.5,0.0,354.1
1991,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26479,0.0,32.0,1.0,73.0,0.0,120.9,3.8,275.7
1991,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,181315,0.0,220.0,18.0,243.0,0.0,121.3,9.9,134.0
1991,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7515,0.0,5.0,0.0,12.0,0.0,66.5,0.0,159.7
1991,86,171.0,Scott,7,Central,Completely Rural,100.0,5573,0.0,2.0,0.0,2.0,0.0,35.9,0.0,35.9
1991,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22373,0.0,13.0,9.0,19.0,0.0,58.1,40.2,84.9
1991,88,175.0,Stark,10,Central,Completely Rural,100.0,6460,0.0,8.0,1.0,9.0,0.0,123.8,15.5,139.3
1991,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48255,0.0,103.0,3.0,161.0,0.0,213.4,6.2,333.6
1991,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,124456,0.0,64.0,5.0,200.0,0.0,51.4,4.0,160.7
1991,91,181.0,Union,1,Southern,Mostly Rural,65.9,17699,0.0,24.0,1.0,28.0,0.0,135.6,5.7,158.2
1991,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,87986,0.0,104.0,0.0,233.0,0.0,118.2,0.0,264.8
1991,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13169,0.0,7.0,0.0,33.0,0.0,53.2,0.0,250.6
1991,94,187.0,Warren,9,Central,Mostly Urban,45.5,19223,0.0,20.0,1.0,29.0,0.0,104.0,5.2,150.9
1991,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14860,0.0,14.0,0.0,21.0,0.0,94.2,0.0,141.3
1991,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17022,0.0,16.0,0.0,28.0,0.0,94.0,0.0,164.5
1991,97,193.0,White,2,Southern,Mostly Rural,62.0,16359,0.0,8.0,0.0,25.0,0.0,48.9,0.0,152.8
1991,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60583,0.0,93.0,2.0,193.0,0.0,153.5,3.3,318.6
1991,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,367887,0.0,565.0,85.0,534.0,0.0,153.6,23.1,145.2
1991,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,57879,0.0,33.0,0.0,114.0,0.0,57.0,0.0,197.0
1991,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,258085,0.0,266.0,0.0,547.0,0.0,103.1,0.0,211.9
1991,102,203.0,Woodford,11,Central,Mostly Rural,54.9,33379,0.0,15.0,0.0,53.0,0.0,44.9,0.0,158.8
1992,1,1.0,Adams,8,Central,Mostly Urban,32.6,66920,0.0,114.0,0.0,124.0,0.0,170.4,0.0,185.3
1992,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10452,0.0,32.0,0.0,101.0,0.0,306.2,0.0,966.3
1992,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15251,0.0,23.0,26.0,25.0,0.0,150.8,170.5,163.9
1992,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,32901,0.0,63.0,0.0,66.0,0.0,191.5,0.0,200.6
1992,5,9.0,Brown,8,Central,Mostly Urban,41.1,6225,0.0,15.0,0.0,12.0,0.0,241.0,0.0,192.8
1992,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35762,1.0,64.0,0.0,30.0,2.8,179.0,0.0,83.9
1992,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5243,0.0,5.0,0.0,8.0,0.0,95.4,0.0,152.6
1992,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16618,0.0,25.0,1.0,36.0,0.0,150.4,6.0,216.6
1992,9,17.0,Cass,8,Central,Mostly Rural,52.1,13450,0.0,15.0,4.0,42.0,0.0,111.5,29.7,312.3
1992,10,19.0,Champaign,6,Central,Mostly Urban,12.7,178175,0.0,259.0,0.0,485.0,0.0,145.4,0.0,272.2
1992,11,21.0,Christian,4,Central,Mostly Urban,43.5,35320,0.0,15.0,4.0,42.0,0.0,42.5,11.3,118.9
1992,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16083,0.0,11.0,16.0,31.0,0.0,68.4,99.5,192.8
1992,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14451,0.0,26.0,0.0,16.0,0.0,179.9,0.0,110.7
1992,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,34237,0.0,63.0,4.0,60.0,0.0,184.0,11.7,175.2
1992,15,29.0,Coles,5,Central,Mostly Urban,24.3,52505,0.0,55.0,0.0,166.0,0.0,104.8,0.0,316.2
1992,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5199839,4.0,15745.0,623.0,15151.0,0.1,302.8,12.0,291.4
1992,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20482,0.0,24.0,8.0,27.0,0.0,117.2,39.1,131.8
1992,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10832,1.0,5.0,1.0,9.0,9.2,46.2,9.2,83.1
1992,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,80421,0.0,143.0,39.0,46.0,0.0,177.8,48.5,57.2
1992,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16677,0.0,20.0,0.0,46.0,0.0,119.9,0.0,275.8
1992,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19460,0.0,5.0,0.0,22.0,0.0,25.7,0.0,113.1
1992,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,815497,0.0,419.0,1.0,1207.0,0.0,51.4,0.1,148.0
1992,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19507,0.0,24.0,0.0,65.0,0.0,123.0,0.0,333.2
1992,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7389,0.0,2.0,4.0,4.0,0.0,27.1,54.1,54.1
1992,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,32140,0.0,41.0,1.0,138.0,0.0,127.6,3.1,429.4
1992,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20786,0.0,30.0,0.0,75.0,0.0,144.3,0.0,360.8
1992,27,53.0,Ford,11,Central,Mostly Urban,41.8,14045,0.0,6.0,0.0,20.0,0.0,42.7,0.0,142.4
1992,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39824,0.0,26.0,1.0,98.0,0.0,65.3,2.5,246.1
1992,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38347,0.0,60.0,0.0,77.0,0.0,156.5,0.0,200.8
1992,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6778,0.0,9.0,0.0,15.0,0.0,132.8,0.0,221.3
1992,31,61.0,Greene,7,Central,Mostly Rural,70.8,15069,0.0,21.0,2.0,2.0,0.0,139.4,13.3,13.3
1992,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,33755,1.0,19.0,2.0,30.0,3.0,56.3,5.9,88.9
1992,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8473,0.0,6.0,3.0,8.0,0.0,70.8,35.4,94.4
1992,34,67.0,Hancock,9,Central,Mostly Rural,71.0,21409,0.0,20.0,0.0,50.0,0.0,93.4,0.0,233.5
1992,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5186,0.0,4.0,3.0,13.0,0.0,77.1,57.8,250.7
1992,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8190,0.0,12.0,6.0,8.0,0.0,146.5,73.3,97.7
1992,37,73.0,Henry,14,Central,Mostly Rural,50.3,51058,0.0,81.0,2.0,123.0,0.0,158.6,3.9,240.9
1992,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31200,0.0,39.0,1.0,78.0,0.0,125.0,3.2,250.0
1992,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61128,0.0,70.0,1.0,312.0,0.0,114.5,1.6,510.4
1992,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10536,0.0,11.0,2.0,26.0,0.0,104.4,19.0,246.8
1992,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,37293,0.0,55.0,1.0,77.0,0.0,147.5,2.7,206.5
1992,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20968,0.0,35.0,0.0,31.0,0.0,166.9,0.0,147.8
1992,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,21964,0.0,3.0,0.0,18.0,0.0,13.7,0.0,82.0
1992,44,87.0,Johnson,1,Southern,Completely Rural,100.0,11587,0.0,28.0,0.0,47.0,0.0,241.7,0.0,405.6
1992,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,332476,0.0,709.0,43.0,464.0,0.0,213.2,12.9,139.6
1992,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,99215,0.0,136.0,1.0,289.0,0.0,137.1,1.0,291.3
1992,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,41006,0.0,17.0,9.0,48.0,0.0,41.5,21.9,117.1
1992,48,95.0,Knox,9,Central,Mostly Urban,24.3,56464,0.0,59.0,0.0,104.0,0.0,104.5,0.0,184.2
1992,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,543244,0.0,516.0,6.0,1009.0,0.0,95.0,1.1,185.7
1992,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,108182,0.0,129.0,2.0,263.0,0.0,119.2,1.8,243.1
1992,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15956,0.0,11.0,3.0,21.0,0.0,68.9,18.8,131.6
1992,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34929,0.0,40.0,4.0,72.0,0.0,114.5,11.5,206.1
1992,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39558,3.0,113.0,2.0,74.0,7.6,285.7,5.1,187.1
1992,54,107.0,Logan,11,Central,Mostly Urban,39.9,30868,0.0,46.0,0.0,85.0,0.0,149.0,0.0,275.4
1992,55,109.0,McDonough,9,Central,Mostly Urban,29.5,34832,0.0,22.0,12.0,24.0,0.0,63.2,34.5,68.9
1992,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,201137,0.0,93.0,14.0,315.0,0.0,46.2,7.0,156.6
1992,57,113.0,McLean,11,Central,Mostly Urban,16.5,134198,1.0,320.0,1.0,306.0,0.7,238.5,0.7,228.0
1992,58,115.0,Macon,6,Central,Mostly Urban,15.3,118297,0.0,499.0,78.0,172.0,0.0,421.8,65.9,145.4
1992,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47860,0.0,61.0,0.0,61.0,0.0,127.5,0.0,127.5
1992,60,119.0,Madison,3,Southern,Mostly Urban,13.3,253201,0.0,463.0,2.0,939.0,0.0,182.9,0.8,370.9
1992,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41628,0.0,66.0,7.0,91.0,0.0,158.5,16.8,218.6
1992,62,123.0,Marshall,10,Central,Completely Rural,100.0,12904,0.0,6.0,4.0,4.0,0.0,46.5,31.0,31.0
1992,63,125.0,Mason,8,Central,Mostly Rural,77.5,16419,2.0,17.0,0.0,42.0,12.2,103.5,0.0,255.8
1992,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14891,0.0,5.0,0.0,51.0,0.0,33.6,0.0,342.5
1992,65,129.0,Menard,8,Central,Mostly Rural,75.7,11352,0.0,4.0,0.0,20.0,0.0,35.2,0.0,176.2
1992,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17156,0.0,16.0,1.0,31.0,0.0,93.3,5.8,180.7
1992,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,23465,0.0,24.0,0.0,37.0,0.0,102.3,0.0,157.7
1992,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30795,0.0,40.0,1.0,37.0,0.0,129.9,3.2,120.1
1992,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36626,0.0,40.0,4.0,88.0,0.0,109.2,10.9,240.3
1992,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14014,0.0,11.0,0.0,10.0,0.0,78.5,0.0,71.4
1992,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,47413,0.0,31.0,0.0,71.0,0.0,65.4,0.0,149.7
1992,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184358,0.0,501.0,0.0,539.0,0.0,271.8,0.0,292.4
1992,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21322,0.0,18.0,6.0,64.0,0.0,84.4,28.1,300.2
1992,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15650,0.0,9.0,4.0,17.0,0.0,57.5,25.6,108.6
1992,75,149.0,Pike,8,Central,Mostly Rural,72.3,17421,0.0,24.0,4.0,47.0,0.0,137.8,23.0,269.8
1992,76,151.0,Pope,1,Southern,Completely Rural,100.0,4316,0.0,6.0,0.0,7.0,0.0,139.0,0.0,162.2
1992,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7489,0.0,8.0,0.0,28.0,0.0,106.8,0.0,373.9
1992,78,155.0,Putnam,10,Central,Completely Rural,100.0,5779,0.0,6.0,0.0,6.0,0.0,103.8,0.0,103.8
1992,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34260,0.0,46.0,0.0,53.0,0.0,134.3,0.0,154.7
1992,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16561,0.0,23.0,3.0,25.0,0.0,138.9,18.1,151.0
1992,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,150439,0.0,187.0,0.0,469.0,0.0,124.3,0.0,311.8
1992,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,261689,0.0,380.0,2.0,727.0,0.0,145.2,0.8,277.8
1992,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26711,1.0,36.0,1.0,54.0,3.7,134.8,3.7,202.2
1992,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,184247,0.0,244.0,6.0,419.0,0.0,132.4,3.3,227.4
1992,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7447,0.0,3.0,1.0,10.0,0.0,40.3,13.4,134.3
1992,86,171.0,Scott,7,Central,Completely Rural,100.0,5622,0.0,4.0,2.0,1.0,0.0,71.1,35.6,17.8
1992,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22472,0.0,11.0,3.0,20.0,0.0,48.9,13.3,89.0
1992,88,175.0,Stark,10,Central,Completely Rural,100.0,6437,0.0,4.0,0.0,3.0,0.0,62.1,0.0,46.6
1992,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48513,0.0,117.0,0.0,144.0,0.0,241.2,0.0,296.8
1992,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,125071,0.0,56.0,2.0,223.0,0.0,44.8,1.6,178.3
1992,91,181.0,Union,1,Southern,Mostly Rural,65.9,17924,0.0,13.0,1.0,26.0,0.0,72.5,5.6,145.1
1992,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,87944,0.0,114.0,9.0,200.0,0.0,129.6,10.2,227.4
1992,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13099,0.0,9.0,0.0,26.0,0.0,68.7,0.0,198.5
1992,94,187.0,Warren,9,Central,Mostly Urban,45.5,19255,0.0,34.0,22.0,19.0,0.0,176.6,114.3,98.7
1992,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14796,0.0,11.0,0.0,13.0,0.0,74.3,0.0,87.9
1992,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17018,0.0,11.0,0.0,20.0,0.0,64.6,0.0,117.5
1992,97,193.0,White,2,Southern,Mostly Rural,62.0,16143,0.0,19.0,0.0,38.0,0.0,117.7,0.0,235.4
1992,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60734,0.0,121.0,0.0,188.0,0.0,199.2,0.0,309.5
1992,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,376477,1.0,566.0,9.0,611.0,0.3,150.3,2.4,162.3
1992,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58621,1.0,37.0,0.0,73.0,1.7,63.1,0.0,124.5
1992,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,261397,0.0,284.0,3.0,616.0,0.0,108.6,1.1,235.7
1992,102,203.0,Woodford,11,Central,Mostly Rural,54.9,33453,0.0,12.0,0.0,42.0,0.0,35.9,0.0,125.5
1993,1,1.0,Adams,8,Central,Mostly Urban,32.6,67558,0.0,109.0,0.0,113.0,0.0,161.3,0.0,167.3
1993,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10265,0.0,13.0,0.0,106.0,0.0,126.6,0.0,1032.6
1993,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15396,0.0,21.0,6.0,37.0,0.0,136.4,39.0,240.3
1993,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,33933,0.0,27.0,0.0,33.0,0.0,79.6,0.0,97.3
1993,5,9.0,Brown,8,Central,Mostly Urban,41.1,6155,0.0,27.0,0.0,13.0,0.0,438.7,0.0,211.2
1993,6,11.0,Bureau,13,Central,Mostly Rural,57.4,36036,0.0,79.0,0.0,25.0,0.0,219.2,0.0,69.4
1993,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5271,0.0,9.0,0.0,11.0,0.0,170.7,0.0,208.7
1993,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16670,0.0,18.0,1.0,39.0,0.0,108.0,6.0,234.0
1993,9,17.0,Cass,8,Central,Mostly Rural,52.1,13421,0.0,13.0,2.0,39.0,0.0,96.9,14.9,290.6
1993,10,19.0,Champaign,6,Central,Mostly Urban,12.7,174600,0.0,244.0,0.0,459.0,0.0,139.7,0.0,262.9
1993,11,21.0,Christian,4,Central,Mostly Urban,43.5,35392,0.0,13.0,2.0,39.0,0.0,36.7,5.7,110.2
1993,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16290,0.0,14.0,0.0,24.0,0.0,85.9,0.0,147.3
1993,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14472,0.0,16.0,4.0,22.0,0.0,110.6,27.6,152.0
1993,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,34750,0.0,38.0,40.0,36.0,0.0,109.4,115.1,103.6
1993,15,29.0,Coles,5,Central,Mostly Urban,24.3,52866,0.0,31.0,1.0,115.0,0.0,58.6,1.9,217.5
1993,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5235344,7.0,16740.0,129.0,15801.0,0.1,319.7,2.5,301.8
1993,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20649,0.0,14.0,5.0,35.0,0.0,67.8,24.2,169.5
1993,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10940,0.0,5.0,2.0,4.0,0.0,45.7,18.3,36.6
1993,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,81682,0.0,65.0,39.0,42.0,0.0,79.6,47.7,51.4
1993,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16726,0.0,18.0,0.0,16.0,0.0,107.6,0.0,95.7
1993,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19545,0.0,10.0,1.0,25.0,0.0,51.2,5.1,127.9
1993,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,830865,0.0,522.0,1.0,1200.0,0.0,62.8,0.1,144.4
1993,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19746,0.0,16.0,3.0,65.0,0.0,81.0,15.2,329.2
1993,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7307,0.0,3.0,0.0,4.0,0.0,41.1,0.0,54.7
1993,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,32419,0.0,27.0,2.0,66.0,0.0,83.3,6.2,203.6
1993,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20968,0.0,12.0,1.0,34.0,0.0,57.2,4.8,162.2
1993,27,53.0,Ford,11,Central,Mostly Urban,41.8,13994,0.0,8.0,5.0,20.0,0.0,57.2,35.7,142.9
1993,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39869,0.0,50.0,0.0,68.0,0.0,125.4,0.0,170.6
1993,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38328,0.0,75.0,0.0,69.0,0.0,195.7,0.0,180.0
1993,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6788,0.0,5.0,0.0,15.0,0.0,73.7,0.0,221.0
1993,31,61.0,Greene,7,Central,Mostly Rural,70.8,15206,0.0,27.0,7.0,0.0,0.0,177.6,46.0,0.0
1993,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,34263,0.0,20.0,0.0,54.0,0.0,58.4,0.0,157.6
1993,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8501,0.0,7.0,1.0,12.0,0.0,82.3,11.8,141.2
1993,34,67.0,Hancock,9,Central,Mostly Rural,71.0,21349,0.0,15.0,4.0,34.0,0.0,70.3,18.7,159.3
1993,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5223,0.0,11.0,2.0,20.0,0.0,210.6,38.3,382.9
1993,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8209,0.0,8.0,3.0,14.0,0.0,97.5,36.5,170.5
1993,37,73.0,Henry,14,Central,Mostly Rural,50.3,50839,1.0,93.0,0.0,147.0,2.0,182.9,0.0,289.1
1993,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31431,0.0,20.0,1.0,96.0,0.0,63.6,3.2,305.4
1993,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61798,0.0,69.0,9.0,216.0,0.0,111.7,14.6,349.5
1993,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10530,0.0,11.0,0.0,29.0,0.0,104.5,0.0,275.4
1993,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38489,0.0,37.0,2.0,58.0,0.0,96.1,5.2,150.7
1993,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21129,0.0,26.0,1.0,41.0,0.0,123.1,4.7,194.0
1993,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22276,0.0,12.0,1.0,20.0,0.0,53.9,4.5,89.8
1993,44,87.0,Johnson,1,Southern,Completely Rural,100.0,11441,0.0,33.0,0.0,33.0,0.0,288.4,0.0,288.4
1993,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,339619,0.0,654.0,14.0,486.0,0.0,192.6,4.1,143.1
1993,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,100766,0.0,132.0,2.0,320.0,0.0,131.0,2.0,317.6
1993,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,42008,0.0,18.0,15.0,58.0,0.0,42.8,35.7,138.1
1993,48,95.0,Knox,9,Central,Mostly Urban,24.3,56580,0.0,73.0,0.0,120.0,0.0,129.0,0.0,212.1
1993,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,554697,0.0,504.0,101.0,989.0,0.0,90.9,18.2,178.3
1993,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,109093,0.0,150.0,2.0,253.0,0.0,137.5,1.8,231.9
1993,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15992,0.0,9.0,2.0,25.0,0.0,56.3,12.5,156.3
1993,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35345,0.0,27.0,5.0,60.0,0.0,76.4,14.1,169.8
1993,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39871,0.0,105.0,3.0,59.0,0.0,263.3,7.5,148.0
1993,54,107.0,Logan,11,Central,Mostly Urban,39.9,30869,0.0,54.0,0.0,36.0,0.0,174.9,0.0,116.6
1993,55,109.0,McDonough,9,Central,Mostly Urban,29.5,34848,0.0,34.0,2.0,35.0,0.0,97.6,5.7,100.4
1993,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,210283,0.0,92.0,35.0,355.0,0.0,43.8,16.6,168.8
1993,57,113.0,McLean,11,Central,Mostly Urban,16.5,136831,0.0,321.0,3.0,395.0,0.0,234.6,2.2,288.7
1993,58,115.0,Macon,6,Central,Mostly Urban,15.3,117933,0.0,408.0,22.0,255.0,0.0,346.0,18.7,216.2
1993,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48082,0.0,43.0,0.0,39.0,0.0,89.4,0.0,81.1
1993,60,119.0,Madison,3,Southern,Mostly Urban,13.3,254434,0.0,467.0,2.0,939.0,0.0,183.5,0.8,369.1
1993,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41768,0.0,91.0,4.0,168.0,0.0,217.9,9.6,402.2
1993,62,123.0,Marshall,10,Central,Completely Rural,100.0,12832,0.0,8.0,5.0,3.0,0.0,62.3,39.0,23.4
1993,63,125.0,Mason,8,Central,Mostly Rural,77.5,16432,0.0,29.0,0.0,43.0,0.0,176.5,0.0,261.7
1993,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15063,0.0,16.0,0.0,31.0,0.0,106.2,0.0,205.8
1993,65,129.0,Menard,8,Central,Mostly Rural,75.7,11575,0.0,13.0,1.0,13.0,0.0,112.3,8.6,112.3
1993,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17072,0.0,18.0,2.0,28.0,0.0,105.4,11.7,164.0
1993,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,23924,0.0,12.0,0.0,27.0,0.0,50.2,0.0,112.9
1993,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30504,0.0,46.0,3.0,39.0,0.0,150.8,9.8,127.9
1993,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36994,0.0,34.0,1.0,101.0,0.0,91.9,2.7,273.0
1993,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,13865,0.0,12.0,0.0,21.0,0.0,86.5,0.0,151.5
1993,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,48053,0.0,38.0,9.0,78.0,0.0,79.1,18.7,162.3
1993,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184355,0.0,412.0,1.0,476.0,0.0,223.5,0.5,258.2
