year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,admin,cus,informal,other,probation,supervision,admin_rate,cus_rate,informal_rate,other_rate,probation_rate,supervision_rate
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,665,0.0,9.0,2.0,0.0,16.0,2.0,0.0,1353.4,300.8,0.0,2406.0,300.8
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5178,2.0,40.0,0.0,46.0,61.0,9.0,38.6,772.5,0.0,888.4,1178.1,173.8
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12957,0.0,47.0,69.0,5.0,177.0,10.0,0.0,362.7,532.5,38.6,1366.1,77.2
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,1823,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,274.3,822.8,0.0
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8480,0.0,56.0,0.0,12.0,116.0,0.0,0.0,660.4,0.0,141.5,1367.9,0.0
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1340,0.0,0.0,0.0,9.0,22.0,8.0,0.0,0.0,0.0,671.6,1641.8,597.0
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,1919,0.0,16.0,7.0,13.0,31.0,0.0,0.0,833.8,364.8,677.4,1615.4,0.0
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1714,0.0,1.0,0.0,11.0,17.0,0.0,0.0,58.3,0.0,641.8,991.8,0.0
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1719,0.0,4.0,0.0,4.0,7.0,0.0,0.0,232.7,0.0,232.7,407.2,0.0
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,1473,0.0,1.0,2.0,7.0,42.0,1.0,0.0,67.9,135.8,475.2,2851.3,67.9
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6286,0.0,13.0,12.0,34.0,131.0,1.0,0.0,206.8,190.9,540.9,2084.0,15.9
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,52763,0.0,152.0,30.0,75.0,293.0,5.0,0.0,288.1,56.9,142.1,555.3,9.5
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5741,0.0,44.0,22.0,16.0,28.0,0.0,0.0,766.4,383.2,278.7,487.7,0.0
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28399,0.0,56.0,33.0,36.0,522.0,0.0,0.0,197.2,116.2,126.8,1838.1,0.0
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3987,0.0,15.0,17.0,23.0,68.0,0.0,0.0,376.2,426.4,576.9,1705.5,0.0
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,7039,0.0,8.0,31.0,6.0,78.0,0.0,0.0,113.7,440.4,85.2,1108.1,0.0
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1046,0.0,13.0,3.0,5.0,11.0,0.0,0.0,1242.8,286.8,478.0,1051.6,0.0
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1555,0.0,20.0,8.0,5.0,15.0,0.0,0.0,1286.2,514.5,321.5,964.6,0.0
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4821,0.0,1.0,9.0,3.0,68.0,0.0,0.0,20.7,186.7,62.2,1410.5,0.0
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,510,0.0,1.0,0.0,1.0,3.0,14.0,0.0,196.1,0.0,196.1,588.2,2745.1
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3688,0.0,31.0,2.0,19.0,27.0,0.0,0.0,840.6,54.2,515.2,732.1,0.0
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,501,0.0,6.0,1.0,0.0,3.0,0.0,0.0,1197.6,199.6,0.0,598.8,0.0
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1779,0.0,14.0,0.0,6.0,25.0,0.0,0.0,787.0,0.0,337.3,1405.3,0.0
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,1360,0.0,3.0,0.0,0.0,27.0,13.0,0.0,220.6,0.0,0.0,1985.3,955.9
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14661,1.0,13.0,31.0,15.0,143.0,0.0,6.8,88.7,211.4,102.3,975.4,0.0
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,3507,0.0,126.0,0.0,30.0,118.0,0.0,0.0,3592.8,0.0,855.4,3364.7,0.0
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1725,0.0,14.0,0.0,7.0,64.0,0.0,0.0,811.6,0.0,405.8,3710.1,0.0
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1411,0.0,11.0,5.0,6.0,13.0,0.0,0.0,779.6,354.4,425.2,921.3,0.0
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3706,0.0,22.0,0.0,80.0,24.0,0.0,0.0,593.6,0.0,2158.7,647.6,0.0
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,4254,0.0,0.0,22.0,11.0,72.0,22.0,0.0,0.0,517.2,258.6,1692.5,517.2
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,523102,1265.0,0.0,536.0,26.0,4906.0,827.0,241.8,0.0,102.5,5.0,937.9,158.1
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2062,0.0,0.0,0.0,25.0,31.0,0.0,0.0,0.0,0.0,1212.4,1503.4,0.0
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1251,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,319.7,879.3,319.7
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,7922,0.0,63.0,0.0,30.0,43.0,0.0,0.0,795.3,0.0,378.7,542.8,0.0
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1663,1.0,0.0,3.0,5.0,18.0,23.0,60.1,0.0,180.4,300.7,1082.4,1383.0
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2245,0.0,8.0,0.0,5.0,23.0,0.0,0.0,356.3,0.0,222.7,1024.5,0.0
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,92754,0.0,122.0,0.0,244.0,590.0,12.0,0.0,131.5,0.0,263.1,636.1,12.9
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2008,0.0,0.0,0.0,3.0,72.0,0.0,0.0,0.0,0.0,149.4,3585.7,0.0
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,654,0.0,9.0,0.0,6.0,12.0,0.0,0.0,1376.1,0.0,917.4,1834.9,0.0
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3993,14.0,7.0,0.0,11.0,45.0,6.0,350.6,175.3,0.0,275.5,1127.0,150.3
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2167,0.0,5.0,5.0,31.0,37.0,0.0,0.0,230.7,230.7,1430.5,1707.4,0.0
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,1578,0.0,1.0,1.0,13.0,22.0,3.0,0.0,63.4,63.4,823.8,1394.2,190.1
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3770,0.0,3.0,71.0,0.0,37.0,0.0,0.0,79.6,1883.3,0.0,981.4,0.0
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3542,0.0,38.0,22.0,8.0,40.0,0.0,0.0,1072.8,621.1,225.9,1129.3,0.0
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,577,0.0,2.0,0.0,0.0,17.0,0.0,0.0,346.6,0.0,0.0,2946.3,0.0
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,1600,0.0,3.0,0.0,0.0,1.0,2.0,0.0,187.5,0.0,0.0,62.5,125.0
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4089,1.0,20.0,2.0,9.0,26.0,0.0,24.5,489.1,48.9,220.1,635.9,0.0
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,853,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,234.5,1172.3,0.0
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2137,0.0,9.0,37.0,2.0,7.0,1.0,0.0,421.2,1731.4,93.6,327.6,46.8
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,395,0.0,3.0,0.0,0.0,3.0,1.0,0.0,759.5,0.0,0.0,759.5,253.2
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,808,0.0,1.0,7.0,2.0,4.0,0.0,0.0,123.8,866.3,247.5,495.0,0.0
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,5545,0.0,5.0,0.0,24.0,56.0,2.0,0.0,90.2,0.0,432.8,1009.9,36.1
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3431,0.0,0.0,11.0,15.0,81.0,5.0,0.0,0.0,320.6,437.2,2360.8,145.7
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4638,4.0,49.0,28.0,21.0,55.0,0.0,86.2,1056.5,603.7,452.8,1185.9,0.0
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1195,0.0,8.0,5.0,8.0,12.0,3.0,0.0,669.5,418.4,669.5,1004.2,251.0
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4095,2.0,0.0,8.0,0.0,38.0,0.0,48.8,0.0,195.4,0.0,928.0,0.0
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2392,0.0,24.0,8.0,0.0,15.0,0.0,0.0,1003.3,334.4,0.0,627.1,0.0
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2197,0.0,10.0,15.0,5.0,3.0,0.0,0.0,455.2,682.7,227.6,136.5,0.0
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,960,0.0,0.0,4.0,6.0,13.0,0.0,0.0,0.0,416.7,625.0,1354.2,0.0
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,44524,0.0,130.0,58.0,54.0,463.0,0.0,0.0,292.0,130.3,121.3,1039.9,0.0
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11159,0.0,13.0,104.0,1.0,172.0,31.0,0.0,116.5,932.0,9.0,1541.4,277.8
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6056,0.0,27.0,2.0,15.0,42.0,3.0,0.0,445.8,33.0,247.7,693.5,49.5
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,5057,0.0,6.0,12.0,11.0,62.0,0.0,0.0,118.6,237.3,217.5,1226.0,0.0
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,69012,0.0,43.0,0.0,23.0,496.0,0.0,0.0,62.3,0.0,33.3,718.7,0.0
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11626,3.0,30.0,28.0,32.0,97.0,0.0,25.8,258.0,240.8,275.2,834.3,0.0
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1460,0.0,23.0,0.0,3.0,6.0,0.0,0.0,1575.3,0.0,205.5,411.0,0.0
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3789,0.0,28.0,16.0,2.0,52.0,0.0,0.0,739.0,422.3,52.8,1372.4,0.0
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4248,0.0,10.0,74.0,26.0,105.0,2.0,0.0,235.4,1742.0,612.1,2471.8,47.1
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,2865,0.0,11.0,0.0,13.0,32.0,0.0,0.0,383.9,0.0,453.8,1116.9,0.0
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2434,0.0,11.0,38.0,1.0,11.0,0.0,0.0,451.9,1561.2,41.1,451.9,0.0
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,29528,0.0,68.0,100.0,49.0,109.0,0.0,0.0,230.3,338.7,165.9,369.1,0.0
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,13402,0.0,25.0,21.0,20.0,197.0,2.0,0.0,186.5,156.7,149.2,1469.9,14.9
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,11455,0.0,65.0,0.0,23.0,171.0,0.0,0.0,567.4,0.0,200.8,1492.8,0.0
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5200,0.0,41.0,33.0,15.0,29.0,3.0,0.0,788.5,634.6,288.5,557.7,57.7
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26322,0.0,266.0,152.0,62.0,118.0,0.0,0.0,1010.6,577.5,235.5,448.3,0.0
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4307,1.0,79.0,16.0,31.0,101.0,0.0,23.2,1834.2,371.5,719.8,2345.0,0.0
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,1262,0.0,7.0,3.0,0.0,5.0,1.0,0.0,554.7,237.7,0.0,396.2,79.2
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,1652,0.0,15.0,12.0,11.0,23.0,0.0,0.0,908.0,726.4,665.9,1392.3,0.0
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1359,0.0,0.0,6.0,8.0,21.0,0.0,0.0,0.0,441.5,588.7,1545.3,0.0
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,1403,0.0,5.0,2.0,2.0,7.0,0.0,0.0,356.4,142.6,142.6,498.9,0.0
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1825,2.0,39.0,2.0,12.0,3.0,2.0,109.6,2137.0,109.6,657.5,164.4,109.6
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3028,0.0,1.0,0.0,5.0,20.0,0.0,0.0,33.0,0.0,165.1,660.5,0.0
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3038,0.0,6.0,16.0,8.0,45.0,0.0,0.0,197.5,526.7,263.3,1481.2,0.0
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3542,0.0,19.0,76.0,3.0,52.0,0.0,0.0,536.4,2145.7,84.7,1468.1,0.0
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1521,0.0,17.0,0.0,5.0,30.0,0.0,0.0,1117.7,0.0,328.7,1972.4,0.0
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5901,0.0,79.0,10.0,5.0,46.0,0.0,0.0,1338.8,169.5,84.7,779.5,0.0
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17866,0.0,103.0,28.0,0.0,485.0,0.0,0.0,576.5,156.7,0.0,2714.7,0.0
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2149,0.0,3.0,0.0,27.0,7.0,1.0,0.0,139.6,0.0,1256.4,325.7,46.5
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1709,0.0,7.0,3.0,5.0,7.0,0.0,0.0,409.6,175.5,292.6,409.6,0.0
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,1786,0.0,0.0,0.0,9.0,41.0,0.0,0.0,0.0,0.0,503.9,2295.6,0.0
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,407,13.0,0.0,1.0,4.0,1.0,0.0,3194.1,0.0,245.7,982.8,245.7,0.0
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,886,0.0,4.0,4.0,7.0,22.0,0.0,0.0,451.5,451.5,790.1,2483.1,0.0
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,648,1.0,8.0,11.0,0.0,5.0,5.0,154.3,1234.6,1697.5,0.0,771.6,771.6
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3196,0.0,2.0,0.0,7.0,35.0,0.0,0.0,62.6,0.0,219.0,1095.1,0.0
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1689,0.0,8.0,46.0,8.0,9.0,22.0,0.0,473.7,2723.5,473.7,532.9,1302.5
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14370,0.0,19.0,70.0,20.0,131.0,0.0,0.0,132.2,487.1,139.2,911.6,0.0
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,28967,0.0,135.0,0.0,49.0,187.0,0.0,0.0,466.0,0.0,169.2,645.6,0.0
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2721,1.0,0.0,23.0,5.0,12.0,19.0,36.8,0.0,845.3,183.8,441.0,698.3
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18892,0.0,32.0,39.0,1.0,97.0,1.0,0.0,169.4,206.4,5.3,513.4,5.3
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,681,0.0,1.0,0.0,0.0,6.0,22.0,0.0,146.8,0.0,0.0,881.1,3230.5
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,567,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,352.7,0.0,352.7,0.0
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2432,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,82.2,657.9,0.0
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,658,0.0,6.0,4.0,6.0,14.0,4.0,0.0,911.9,607.9,911.9,2127.7,607.9
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5191,0.0,34.0,0.0,67.0,82.0,11.0,0.0,655.0,0.0,1290.7,1579.7,211.9
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12823,0.0,65.0,87.0,10.0,168.0,3.0,0.0,506.9,678.5,78.0,1310.1,23.4
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,1831,0.0,0.0,2.0,16.0,13.0,0.0,0.0,0.0,109.2,873.8,710.0,0.0
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8315,0.0,33.0,0.0,11.0,101.0,0.0,0.0,396.9,0.0,132.3,1214.7,0.0
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1327,0.0,7.0,0.0,4.0,31.0,0.0,0.0,527.5,0.0,301.4,2336.1,0.0
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,1893,0.0,24.0,11.0,14.0,33.0,0.0,0.0,1267.8,581.1,739.6,1743.3,0.0
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1704,0.0,3.0,0.0,8.0,12.0,1.0,0.0,176.1,0.0,469.5,704.2,58.7
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1721,0.0,7.0,0.0,2.0,9.0,0.0,0.0,406.7,0.0,116.2,523.0,0.0
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,1454,0.0,1.0,0.0,3.0,30.0,0.0,0.0,68.8,0.0,206.3,2063.3,0.0
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6201,0.0,1.0,13.0,14.0,112.0,1.0,0.0,16.1,209.6,225.8,1806.2,16.1
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,54801,0.0,108.0,82.0,68.0,261.0,15.0,0.0,197.1,149.6,124.1,476.3,27.4
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5720,0.0,29.0,22.0,9.0,24.0,0.0,0.0,507.0,384.6,157.3,419.6,0.0
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28643,0.0,38.0,15.0,37.0,669.0,0.0,0.0,132.7,52.4,129.2,2335.6,0.0
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3968,0.0,10.0,8.0,22.0,81.0,0.0,0.0,252.0,201.6,554.4,2041.3,0.0
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,7053,0.0,7.0,22.0,2.0,78.0,0.0,0.0,99.2,311.9,28.4,1105.9,0.0
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1054,0.0,9.0,2.0,10.0,13.0,0.0,0.0,853.9,189.8,948.8,1233.4,0.0
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1564,0.0,12.0,4.0,7.0,15.0,0.0,0.0,767.3,255.8,447.6,959.1,0.0
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5016,0.0,2.0,15.0,5.0,84.0,1.0,0.0,39.9,299.0,99.7,1674.6,19.9
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,516,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,775.2,969.0
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3678,1.0,25.0,1.0,10.0,30.0,0.0,27.2,679.7,27.2,271.9,815.7,0.0
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,505,0.0,10.0,0.0,1.0,3.0,0.0,0.0,1980.2,0.0,198.0,594.1,0.0
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1750,0.0,10.0,16.0,16.0,27.0,0.0,0.0,571.4,914.3,914.3,1542.9,0.0
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,1325,0.0,0.0,0.0,1.0,17.0,14.0,0.0,0.0,0.0,75.5,1283.0,1056.6
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14789,0.0,11.0,46.0,15.0,119.0,0.0,0.0,74.4,311.0,101.4,804.7,0.0
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,3521,0.0,12.0,0.0,38.0,106.0,0.0,0.0,340.8,0.0,1079.2,3010.5,0.0
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1727,0.0,1.0,0.0,10.0,29.0,1.0,0.0,57.9,0.0,579.0,1679.2,57.9
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1397,0.0,9.0,9.0,6.0,10.0,0.0,0.0,644.2,644.2,429.5,715.8,0.0
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3694,0.0,17.0,7.0,57.0,21.0,0.0,0.0,460.2,189.5,1543.0,568.5,0.0
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,4174,0.0,0.0,23.0,15.0,64.0,17.0,0.0,0.0,551.0,359.4,1533.3,407.3
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,529052,990.0,0.0,657.0,46.0,4797.0,704.0,187.1,0.0,124.2,8.7,906.7,133.1
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2027,0.0,0.0,0.0,20.0,54.0,0.0,0.0,0.0,0.0,986.7,2664.0,0.0
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1278,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,391.2,626.0,234.7
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8084,0.0,98.0,0.0,28.0,27.0,0.0,0.0,1212.3,0.0,346.4,334.0,0.0
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1666,1.0,0.0,2.0,4.0,23.0,3.0,60.0,0.0,120.0,240.1,1380.6,180.1
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2269,0.0,6.0,9.0,2.0,17.0,0.0,0.0,264.4,396.7,88.1,749.2,0.0
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,94215,0.0,80.0,1.0,230.0,525.0,2.0,0.0,84.9,1.1,244.1,557.2,2.1
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1977,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,151.7,2529.1,0.0
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,655,0.0,8.0,2.0,5.0,8.0,0.0,0.0,1221.4,305.3,763.4,1221.4,0.0
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4010,20.0,3.0,0.0,15.0,35.0,2.0,498.8,74.8,0.0,374.1,872.8,49.9
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2166,0.0,5.0,5.0,37.0,45.0,0.0,0.0,230.8,230.8,1708.2,2077.6,0.0
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,1565,2.0,0.0,4.0,3.0,29.0,10.0,127.8,0.0,255.6,191.7,1853.0,639.0
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3737,0.0,2.0,44.0,0.0,36.0,30.0,0.0,53.5,1177.4,0.0,963.3,802.8
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3489,0.0,40.0,20.0,6.0,24.0,0.0,0.0,1146.5,573.2,172.0,687.9,0.0
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,570,0.0,1.0,0.0,0.0,12.0,0.0,0.0,175.4,0.0,0.0,2105.3,0.0
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,1587,0.0,3.0,0.0,0.0,1.0,2.0,0.0,189.0,0.0,0.0,63.0,126.0
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4154,0.0,19.0,11.0,4.0,33.0,0.0,0.0,457.4,264.8,96.3,794.4,0.0
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,853,0.0,2.0,0.0,1.0,8.0,0.0,0.0,234.5,0.0,117.2,937.9,0.0
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2109,0.0,4.0,23.0,3.0,14.0,0.0,0.0,189.7,1090.6,142.2,663.8,0.0
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,384,0.0,3.0,0.0,0.0,3.0,1.0,0.0,781.2,0.0,0.0,781.2,260.4
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,805,0.0,2.0,4.0,5.0,11.0,0.0,0.0,248.4,496.9,621.1,1366.5,0.0
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,5521,0.0,1.0,0.0,13.0,50.0,3.0,0.0,18.1,0.0,235.5,905.6,54.3
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3434,0.0,5.0,35.0,6.0,47.0,9.0,0.0,145.6,1019.2,174.7,1368.7,262.1
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4602,0.0,44.0,22.0,17.0,34.0,0.0,0.0,956.1,478.1,369.4,738.8,0.0
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1172,0.0,4.0,14.0,5.0,14.0,9.0,0.0,341.3,1194.5,426.6,1194.5,767.9
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4119,0.0,0.0,0.0,0.0,48.0,9.0,0.0,0.0,0.0,0.0,1165.3,218.5
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2392,0.0,28.0,8.0,4.0,19.0,0.0,0.0,1170.6,334.4,167.2,794.3,0.0
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2176,0.0,7.0,17.0,14.0,4.0,2.0,0.0,321.7,781.2,643.4,183.8,91.9
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,966,0.0,0.0,9.0,5.0,13.0,0.0,0.0,0.0,931.7,517.6,1345.8,0.0
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,45954,0.0,141.0,45.0,61.0,496.0,0.0,0.0,306.8,97.9,132.7,1079.3,0.0
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11188,0.0,27.0,77.0,3.0,215.0,19.0,0.0,241.3,688.2,26.8,1921.7,169.8
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6321,0.0,20.0,0.0,8.0,51.0,20.0,0.0,316.4,0.0,126.6,806.8,316.4
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,5005,0.0,3.0,20.0,7.0,71.0,0.0,0.0,59.9,399.6,139.9,1418.6,0.0
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,71379,10.0,52.0,0.0,23.0,578.0,0.0,14.0,72.9,0.0,32.2,809.8,0.0
