year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,addiction,delinquency,mrai,trauncy,addiction_rate,delinquency_rate,mrai_rate,trauncy_rate
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1750,0.0,18.0,0.0,0.0,0.0,1028.6,0.0,0.0
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,1325,0.0,71.0,0.0,0.0,0.0,5358.5,0.0,0.0
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14789,0.0,104.0,0.0,0.0,0.0,703.2,0.0,0.0
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,3521,0.0,34.0,0.0,0.0,0.0,965.6,0.0,0.0
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1727,0.0,29.0,0.0,0.0,0.0,1679.2,0.0,0.0
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1397,0.0,10.0,0.0,0.0,0.0,715.8,0.0,0.0
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3694,0.0,19.0,0.0,0.0,0.0,514.3,0.0,0.0
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,529052,0.0,4161.0,4.0,0.0,0.0,786.5,0.8,0.0
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2027,0.0,39.0,0.0,0.0,0.0,1924.0,0.0,0.0
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8084,0.0,38.0,0.0,0.0,0.0,470.1,0.0,0.0
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1666,0.0,16.0,0.0,0.0,0.0,960.4,0.0,0.0
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2269,0.0,11.0,0.0,0.0,0.0,484.8,0.0,0.0
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,94215,0.0,269.0,0.0,0.0,0.0,285.5,0.0,0.0
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,655,0.0,7.0,0.0,0.0,0.0,1068.7,0.0,0.0
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2166,0.0,18.0,0.0,0.0,0.0,831.0,0.0,0.0
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3737,0.0,11.0,0.0,0.0,0.0,294.4,0.0,0.0
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3489,0.0,8.0,0.0,0.0,0.0,229.3,0.0,0.0
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,570,0.0,2.0,0.0,0.0,0.0,350.9,0.0,0.0
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4154,0.0,31.0,0.0,0.0,0.0,746.3,0.0,0.0
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2109,0.0,18.0,0.0,0.0,0.0,853.5,0.0,0.0
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,384,0.0,1.0,0.0,0.0,0.0,260.4,0.0,0.0
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,805,0.0,7.0,0.0,0.0,0.0,869.6,0.0,0.0
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,5521,0.0,33.0,0.0,1.0,0.0,597.7,0.0,18.1
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3434,0.0,33.0,0.0,0.0,0.0,961.0,0.0,0.0
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4602,0.0,51.0,0.0,0.0,0.0,1108.2,0.0,0.0
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1172,0.0,9.0,0.0,0.0,0.0,767.9,0.0,0.0
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4119,0.0,0.0,1.0,0.0,0.0,0.0,24.3,0.0
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2392,0.0,12.0,0.0,0.0,0.0,501.7,0.0,0.0
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,966,0.0,14.0,0.0,0.0,0.0,1449.3,0.0,0.0
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,45954,0.0,222.0,0.0,0.0,0.0,483.1,0.0,0.0
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11188,0.0,157.0,0.0,0.0,0.0,1403.3,0.0,0.0
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6321,0.0,37.0,0.0,6.0,0.0,585.4,0.0,94.9
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,5005,0.0,62.0,0.0,0.0,0.0,1238.8,0.0,0.0
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,71379,0.0,472.0,0.0,0.0,0.0,661.3,0.0,0.0
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11668,0.0,88.0,1.0,0.0,0.0,754.2,8.6,0.0
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1440,0.0,16.0,0.0,0.0,0.0,1111.1,0.0,0.0
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3791,0.0,29.0,0.0,0.0,0.0,765.0,0.0,0.0
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4269,0.0,93.0,0.0,0.0,0.0,2178.5,0.0,0.0
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,2869,0.0,49.0,1.0,3.0,0.0,1707.9,34.9,104.6
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2372,0.0,18.0,0.0,0.0,0.0,758.9,0.0,0.0
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,30500,0.0,122.0,0.0,0.0,0.0,400.0,0.0,0.0
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,13596,0.0,102.0,0.0,0.0,0.0,750.2,0.0,0.0
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,11360,0.0,175.0,0.0,0.0,0.0,1540.5,0.0,0.0
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5202,0.0,32.0,0.0,0.0,0.0,615.1,0.0,0.0
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26499,0.0,158.0,0.0,0.0,0.0,596.2,0.0,0.0
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4315,0.0,1.0,0.0,0.0,0.0,23.2,0.0,0.0
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,1246,0.0,3.0,0.0,0.0,0.0,240.8,0.0,0.0
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,1639,0.0,15.0,0.0,0.0,0.0,915.2,0.0,0.0
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1335,0.0,14.0,0.0,0.0,0.0,1048.7,0.0,0.0
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,1429,0.0,13.0,0.0,0.0,0.0,909.7,0.0,0.0
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1819,0.0,22.0,0.0,0.0,0.0,1209.5,0.0,0.0
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3117,0.0,12.0,0.0,0.0,0.0,385.0,0.0,0.0
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3030,0.0,22.0,0.0,4.0,0.0,726.1,0.0,132.0
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3555,0.0,24.0,0.0,0.0,0.0,675.1,0.0,0.0
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1532,0.0,19.0,0.0,0.0,0.0,1240.2,0.0,0.0
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17761,0.0,371.0,0.0,8.0,0.0,2088.8,0.0,45.0
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2115,0.0,5.0,0.0,0.0,0.0,236.4,0.0,0.0
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1706,0.0,3.0,0.0,0.0,0.0,175.8,0.0,0.0
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,1750,0.0,16.0,0.0,0.0,0.0,914.3,0.0,0.0
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,884,0.0,18.0,0.0,0.0,0.0,2036.2,0.0,0.0
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,661,0.0,16.0,0.0,0.0,0.0,2420.6,0.0,0.0
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3183,0.0,35.0,0.0,1.0,0.0,1099.6,0.0,31.4
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1671,0.0,4.0,0.0,0.0,0.0,239.4,0.0,0.0
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14244,0.0,131.0,0.0,0.0,0.0,919.7,0.0,0.0
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29241,0.0,238.0,0.0,0.0,0.0,813.9,0.0,0.0
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2695,0.0,19.0,0.0,0.0,0.0,705.0,0.0,0.0
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18996,0.0,74.0,0.0,0.0,0.0,389.6,0.0,0.0
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,680,0.0,14.0,1.0,0.0,0.0,2058.8,147.1,0.0
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2408,0.0,8.0,0.0,0.0,0.0,332.2,0.0,0.0
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,651,0.0,22.0,0.0,0.0,0.0,3379.4,0.0,0.0
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5183,0.0,14.0,0.0,0.0,0.0,270.1,0.0,0.0
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12757,0.0,107.0,0.0,0.0,0.0,838.8,0.0,0.0
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,1817,0.0,16.0,0.0,0.0,0.0,880.6,0.0,0.0
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8229,0.0,114.0,3.0,9.0,0.0,1385.3,36.5,109.4
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1327,1.0,14.0,0.0,0.0,75.4,1055.0,0.0,0.0
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,1858,0.0,32.0,0.0,0.0,0.0,1722.3,0.0,0.0
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1708,0.0,42.0,0.0,1.0,0.0,2459.0,0.0,58.5
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1705,0.0,5.0,0.0,0.0,0.0,293.3,0.0,0.0
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,1452,0.0,29.0,0.0,0.0,0.0,1997.2,0.0,0.0
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6177,0.0,70.0,0.0,3.0,0.0,1133.2,0.0,48.6
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,57527,0.0,177.0,0.0,2.0,0.0,307.7,0.0,3.5
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5684,0.0,67.0,0.0,0.0,0.0,1178.7,0.0,0.0
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29083,0.0,408.0,0.0,0.0,0.0,1402.9,0.0,0.0
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3946,0.0,4.0,0.0,0.0,0.0,101.4,0.0,0.0
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,7013,0.0,65.0,0.0,0.0,0.0,926.9,0.0,0.0
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1041,0.0,19.0,0.0,0.0,0.0,1825.2,0.0,0.0
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1508,0.0,14.0,0.0,1.0,0.0,928.4,0.0,66.3
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5180,0.0,91.0,0.0,2.0,0.0,1756.8,0.0,38.6
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,509,0.0,8.0,0.0,0.0,0.0,1571.7,0.0,0.0
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3597,0.0,17.0,0.0,0.0,0.0,472.6,0.0,0.0
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,486,0.0,5.0,0.0,0.0,0.0,1028.8,0.0,0.0
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1721,0.0,23.0,1.0,0.0,0.0,1336.4,58.1,0.0
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,1385,0.0,51.0,0.0,1.0,0.0,3682.3,0.0,72.2
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14734,0.0,119.0,0.0,0.0,0.0,807.7,0.0,0.0
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,3572,0.0,63.0,0.0,0.0,0.0,1763.7,0.0,0.0
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1722,0.0,29.0,0.0,0.0,0.0,1684.1,0.0,0.0
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3697,0.0,30.0,0.0,0.0,0.0,811.5,0.0,0.0
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,4073,0.0,238.0,1.0,20.0,0.0,5843.4,24.6,491.0
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,532506,0.0,2651.0,0.0,0.0,0.0,497.8,0.0,0.0
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1995,0.0,50.0,0.0,0.0,0.0,2506.3,0.0,0.0
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1276,0.0,24.0,0.0,0.0,0.0,1880.9,0.0,0.0
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8127,0.0,35.0,0.0,0.0,0.0,430.7,0.0,0.0
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1641,0.0,15.0,0.0,0.0,0.0,914.1,0.0,0.0
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2218,0.0,8.0,0.0,0.0,0.0,360.7,0.0,0.0
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,95466,0.0,584.0,1.0,0.0,0.0,611.7,1.0,0.0
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,647,0.0,4.0,0.0,0.0,0.0,618.2,0.0,0.0
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2151,0.0,21.0,0.0,0.0,0.0,976.3,0.0,0.0
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3723,0.0,3.0,0.0,0.0,0.0,80.6,0.0,0.0
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3384,0.0,11.0,0.0,0.0,0.0,325.1,0.0,0.0
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,1599,0.0,1.0,0.0,0.0,0.0,62.5,0.0,0.0
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4170,0.0,29.0,0.0,0.0,0.0,695.4,0.0,0.0
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2041,0.0,15.0,0.0,0.0,0.0,734.9,0.0,0.0
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,390,0.0,2.0,0.0,0.0,0.0,512.8,0.0,0.0
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,774,0.0,5.0,0.0,0.0,0.0,646.0,0.0,0.0
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,5475,0.0,43.0,0.0,0.0,0.0,785.4,0.0,0.0
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3358,0.0,58.0,0.0,0.0,0.0,1727.2,0.0,0.0
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4487,0.0,20.0,0.0,0.0,0.0,445.7,0.0,0.0
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1137,0.0,3.0,0.0,0.0,0.0,263.9,0.0,0.0
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2357,0.0,25.0,0.0,0.0,0.0,1060.7,0.0,0.0
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,923,0.0,17.0,0.0,0.0,0.0,1841.8,0.0,0.0
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,47635,0.0,300.0,0.0,0.0,0.0,629.8,0.0,0.0
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11466,0.0,152.0,0.0,0.0,0.0,1325.7,0.0,0.0
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6651,0.0,42.0,0.0,6.0,0.0,631.5,0.0,90.2
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,4990,0.0,38.0,0.0,0.0,0.0,761.5,0.0,0.0
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,74045,0.0,368.0,0.0,0.0,0.0,497.0,0.0,0.0
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11671,0.0,155.0,0.0,0.0,0.0,1328.1,0.0,0.0
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1475,0.0,8.0,0.0,0.0,0.0,542.4,0.0,0.0
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3776,0.0,44.0,0.0,0.0,0.0,1165.3,0.0,0.0
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4164,0.0,88.0,1.0,2.0,0.0,2113.4,24.0,48.0
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,2776,0.0,2.0,0.0,1.0,0.0,72.0,0.0,36.0
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2307,0.0,20.0,0.0,0.0,0.0,866.9,0.0,0.0
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,31758,0.0,84.0,0.0,0.0,0.0,264.5,0.0,0.0
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,13780,0.0,86.0,0.0,0.0,0.0,624.1,0.0,0.0
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,11234,0.0,132.0,0.0,0.0,0.0,1175.0,0.0,0.0
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5081,0.0,33.0,0.0,0.0,0.0,649.5,0.0,0.0
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26676,0.0,139.0,0.0,0.0,0.0,521.1,0.0,0.0
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4284,0.0,2.0,0.0,0.0,0.0,46.7,0.0,0.0
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,1240,0.0,3.0,0.0,0.0,0.0,241.9,0.0,0.0
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,1667,0.0,23.0,0.0,0.0,0.0,1379.7,0.0,0.0
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1365,0.0,18.0,0.0,0.0,0.0,1318.7,0.0,0.0
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,1438,0.0,6.0,0.0,0.0,0.0,417.2,0.0,0.0
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1793,0.0,45.0,0.0,0.0,0.0,2509.8,0.0,0.0
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3145,0.0,15.0,0.0,0.0,0.0,476.9,0.0,0.0
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2965,0.0,29.0,0.0,0.0,0.0,978.1,0.0,0.0
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1504,0.0,26.0,0.0,0.0,0.0,1728.7,0.0,0.0
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17692,0.0,244.0,13.0,10.0,0.0,1379.2,73.5,56.5
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2143,0.0,4.0,0.0,0.0,0.0,186.7,0.0,0.0
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1677,0.0,11.0,0.0,0.0,0.0,655.9,0.0,0.0
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,1712,0.0,20.0,0.0,2.0,0.0,1168.2,0.0,116.8
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,835,0.0,7.0,0.0,0.0,0.0,838.3,0.0,0.0
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3157,0.0,29.0,0.0,0.0,0.0,918.6,0.0,0.0
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,13970,0.0,85.0,0.0,0.0,0.0,608.4,0.0,0.0
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29084,0.0,274.0,1.0,44.0,0.0,942.1,3.4,151.3
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2633,0.0,12.0,0.0,0.0,0.0,455.8,0.0,0.0
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,19001,0.0,77.0,1.0,0.0,0.0,405.2,5.3,0.0
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,644,0.0,8.0,0.0,0.0,0.0,1242.2,0.0,0.0
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2354,0.0,15.0,0.0,0.0,0.0,637.2,0.0,0.0
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5048,0.0,52.0,0.0,0.0,0.0,1030.1,0.0,0.0
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12684,0.0,68.0,0.0,0.0,0.0,536.1,0.0,0.0
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,1840,0.0,16.0,0.0,0.0,0.0,869.6,0.0,0.0
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8162,0.0,232.0,0.0,70.0,0.0,2842.4,0.0,857.6
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1294,0.0,15.0,0.0,0.0,0.0,1159.2,0.0,0.0
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,1791,0.0,36.0,0.0,0.0,0.0,2010.1,0.0,0.0
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1702,0.0,50.0,0.0,1.0,0.0,2937.7,0.0,58.8
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1657,0.0,18.0,0.0,0.0,0.0,1086.3,0.0,0.0
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,1418,0.0,60.0,0.0,0.0,0.0,4231.3,0.0,0.0
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6253,0.0,63.0,0.0,1.0,0.0,1007.5,0.0,16.0
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,60605,0.0,308.0,0.0,0.0,0.0,508.2,0.0,0.0
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5662,0.0,68.0,0.0,0.0,0.0,1201.0,0.0,0.0
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29410,0.0,391.0,0.0,0.0,0.0,1329.5,0.0,0.0
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,6968,0.0,65.0,0.0,0.0,0.0,932.8,0.0,0.0
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1009,0.0,4.0,0.0,0.0,0.0,396.4,0.0,0.0
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1494,1.0,6.0,1.0,0.0,66.9,401.6,66.9,0.0
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5372,0.0,88.0,0.0,0.0,0.0,1638.1,0.0,0.0
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,482,0.0,8.0,0.0,0.0,0.0,1659.8,0.0,0.0
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3540,0.0,23.0,0.0,0.0,0.0,649.7,0.0,0.0
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,479,0.0,5.0,0.0,1.0,0.0,1043.8,0.0,208.8
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1671,0.0,23.0,0.0,0.0,0.0,1376.4,0.0,0.0
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,1344,0.0,52.0,0.0,0.0,0.0,3869.0,0.0,0.0
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14566,0.0,73.0,0.0,0.0,0.0,501.2,0.0,0.0
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,3608,0.0,11.0,0.0,0.0,0.0,304.9,0.0,0.0
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1750,0.0,18.0,0.0,0.0,0.0,1028.6,0.0,0.0
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3665,0.0,43.0,0.0,1.0,0.0,1173.3,0.0,27.3
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,3975,0.0,51.0,3.0,6.0,0.0,1283.0,75.5,150.9
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,531589,0.0,1728.0,1.0,0.0,0.0,325.1,0.2,0.0
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1948,0.0,27.0,0.0,0.0,0.0,1386.0,0.0,0.0
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8267,0.0,46.0,0.0,1.0,0.0,556.4,0.0,12.1
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1597,0.0,13.0,0.0,0.0,0.0,814.0,0.0,0.0
