year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,admin,dui,felony,misdemeanor,total,traffic,admin_rate,dui_rate,felony_rate,misdemeanor_rate,total_rate,traffic_rate
1992,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,26238.0,,,53.0,,122.0,,,,202.0,,465.0,
1992,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27268.0,,,32.0,,178.0,,,,117.4,,652.8,
1992,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13731.0,,,40.0,,74.0,,,,291.3,,538.9,
1992,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,427166.0,,,1058.0,,1390.0,,,,247.7,,325.4,
1992,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,125608.0,,,313.0,,341.0,,,,249.2,,271.5,
1992,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,52571.0,,,73.0,,219.0,,,,138.9,,416.6,
1992,48,95.0,Knox,9,Central,Mostly Urban,24.3,69000.0,,,194.0,,254.0,,,,281.2,,368.1,
1992,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,688932.0,,,1458.0,,2007.0,,,,211.6,,291.3,
1992,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,134248.0,,,239.0,,342.0,,,,178.0,,254.8,
1992,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19514.0,,,58.0,,96.0,,,,297.2,,492.0,
1992,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,43413.0,,,150.0,,288.0,,,,345.5,,663.4,
1992,53,105.0,Livingston,11,Central,Mostly Urban,40.8,49015.0,,,114.0,,166.0,,,,232.6,,338.7,
1992,54,107.0,Logan,11,Central,Mostly Urban,39.9,37781.0,,,96.0,,255.0,,,,254.1,,674.9,
1992,55,109.0,McDonough,9,Central,Mostly Urban,29.5,40765.0,,,57.0,,84.0,,,,139.8,,206.1,
1992,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,257473.0,,,326.0,,575.0,,,,126.6,,223.3,
1992,57,113.0,McLean,11,Central,Mostly Urban,16.5,163963.0,,,486.0,,735.0,,,,296.4,,448.3,
1992,58,115.0,Macon,6,Central,Mostly Urban,15.3,147247.0,,,374.0,,483.0,,,,254.0,,328.0,
1992,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,59469.0,,,112.0,,558.0,,,,188.3,,938.3,
1992,60,119.0,Madison,3,Southern,Mostly Urban,13.3,314430.0,,,688.0,,902.0,,,,218.8,,286.9,
1992,61,121.0,Marion,4,Southern,Mostly Urban,45.1,52037.0,,,203.0,,516.0,,,,390.1,,991.6,
1992,62,123.0,Marshall,10,Central,Completely Rural,100.0,15922.0,,,15.0,,81.0,,,,94.2,,508.7,
1992,63,125.0,Mason,8,Central,Mostly Rural,77.5,20424.0,,,72.0,,110.0,,,,352.5,,538.6,
1992,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18207.0,,,103.0,,222.0,,,,565.7,,1219.3,
1992,65,129.0,Menard,8,Central,Mostly Rural,75.7,14285.0,,,41.0,,68.0,,,,287.0,,476.0,
1992,66,131.0,Mercer,14,Central,Mostly Rural,77.8,21410.0,,,44.0,,76.0,,,,205.5,,355.0,
1992,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29455.0,,,36.0,,43.0,,,,122.2,,146.0,
1992,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,38153.0,,,83.0,,297.0,,,,217.5,,778.4,
1992,69,137.0,Morgan,7,Central,Mostly Urban,36.2,44998.0,,,95.0,,205.0,,,,211.1,,455.6,
1992,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17505.0,,,29.0,,126.0,,,,165.7,,719.8,
1992,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,59768.0,,,102.0,,197.0,,,,170.7,,329.6,
1992,72,143.0,Peoria,10,Central,Mostly Urban,14.6,229580.0,,,737.0,,1038.0,,,,321.0,,452.1,
1992,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26547.0,,,99.0,,124.0,,,,372.9,,467.1,
1992,74,147.0,Piatt,6,Central,Mostly Rural,67.7,19426.0,,,24.0,,82.0,,,,123.5,,422.1,
1992,75,149.0,Pike,8,Central,Mostly Rural,72.3,21534.0,,,100.0,,223.0,,,,464.4,,1035.6,
1992,76,151.0,Pope,1,Southern,Completely Rural,100.0,5188.0,,,13.0,,29.0,,,,250.6,,559.0,
1992,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,9548.0,,,104.0,,221.0,,,,1089.2,,2314.6,
1992,78,155.0,Putnam,10,Central,Completely Rural,100.0,7196.0,,,9.0,,35.0,,,,125.1,,486.4,
1992,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,42060.0,,,80.0,,110.0,,,,190.2,,261.5,
1992,80,159.0,Richland,2,Southern,Mostly Urban,43.5,20616.0,,,29.0,,124.0,,,,140.7,,601.5,
1992,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,186355.0,,,909.0,,1893.0,,,,487.8,,1015.8,
1992,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,332157.0,,,861.0,,1173.0,,,,259.2,,353.1,
1992,83,165.0,Saline,1,Southern,Mostly Urban,43.7,32773.0,,,77.0,,315.0,,,,234.9,,961.2,
1992,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,228996.0,,,528.0,,873.0,,,,230.6,,381.2,
1992,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,9165.0,,,12.0,,33.0,,,,130.9,,360.1,
1992,86,171.0,Scott,7,Central,Completely Rural,100.0,7008.0,,,2.0,,10.0,,,,28.5,,142.7,
1992,87,173.0,Shelby,4,Central,Mostly Rural,77.7,27952.0,,,51.0,,101.0,,,,182.5,,361.3,
1992,88,175.0,Stark,10,Central,Completely Rural,100.0,7995.0,,,34.0,,76.0,,,,425.3,,950.6,
1992,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,60317.0,,,215.0,,378.0,,,,356.5,,626.7,
1992,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,155956.0,,,358.0,,467.0,,,,229.6,,299.4,
1992,91,181.0,Union,1,Southern,Mostly Rural,65.9,21850.0,,,41.0,,145.0,,,,187.6,,663.6,
1992,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,109350.0,,,406.0,,582.0,,,,371.3,,532.2,
1992,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,16282.0,,,30.0,,60.0,,,,184.3,,368.5,
1992,94,187.0,Warren,9,Central,Mostly Urban,45.5,23883.0,,,45.0,,93.0,,,,188.4,,389.4,
1992,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18460.0,,,32.0,,49.0,,,,173.3,,265.4,
1992,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20922.0,,,46.0,,100.0,,,,219.9,,478.0,
1992,97,193.0,White,2,Southern,Mostly Rural,62.0,19692.0,,,50.0,,142.0,,,,253.9,,721.1,
1992,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,75917.0,,,372.0,,571.0,,,,490.0,,752.1,
1992,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,483299.0,,,782.0,,835.0,,,,161.8,,172.8,
1992,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,71835.0,,,181.0,,462.0,,,,252.0,,643.1,
1992,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,326639.0,,,1168.0,,4014.0,,,,357.6,,1228.9,
1992,102,203.0,Woodford,11,Central,Mostly Rural,54.9,42455.0,,,71.0,,181.0,,,,167.2,,426.3,
1993,1,1.0,Adams,8,Central,Mostly Urban,32.6,83911.0,,,236.0,,298.0,,,,281.3,,355.1,
1993,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,13048.0,,,117.0,,162.0,,,,896.7,,1241.6,
1993,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18949.0,,,61.0,,86.0,,,,321.9,,453.8,
1993,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,43095.0,,,123.0,,369.0,,,,285.4,,856.2,
1993,5,9.0,Brown,8,Central,Mostly Urban,41.1,7366.0,,,9.0,,26.0,,,,122.2,,353.0,
1993,6,11.0,Bureau,13,Central,Mostly Rural,57.4,44812.0,,,47.0,,110.0,,,,104.9,,245.5,
1993,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6459.0,,,21.0,,53.0,,,,325.1,,820.6,
1993,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,20579.0,,,45.0,,70.0,,,,218.7,,340.2,
1993,9,17.0,Cass,8,Central,Mostly Rural,52.1,16626.0,,,67.0,,148.0,,,,403.0,,890.2,
1993,10,19.0,Champaign,6,Central,Mostly Urban,12.7,210910.0,,,460.0,,724.0,,,,218.1,,343.3,
1993,11,21.0,Christian,4,Central,Mostly Urban,43.5,43605.0,,,133.0,,327.0,,,,305.0,,749.9,
1993,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20108.0,,,45.0,,62.0,,,,223.8,,308.3,
1993,13,25.0,Clay,4,Southern,Mostly Rural,64.7,17884.0,,,59.0,,207.0,,,,329.9,,1157.5,
1993,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,43388.0,,,76.0,,229.0,,,,175.2,,527.8,
1993,15,29.0,Coles,5,Central,Mostly Urban,24.3,63101.0,,,219.0,,450.0,,,,347.1,,713.1,
1993,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6498905.0,,,21580.0,,37761.0,,,,332.1,,581.0,
1993,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,25247.0,,,81.0,,164.0,,,,320.8,,649.6,
1993,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13780.0,,,6.0,,12.0,,,,43.5,,87.1,
1993,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,98569.0,,,146.0,,228.0,,,,148.1,,231.3,
1993,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20753.0,,,79.0,,172.0,,,,380.7,,828.8,
1993,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24701.0,,,45.0,,133.0,,,,182.2,,538.4,
1993,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1040803.0,,,1435.0,,2550.0,,,,137.9,,245.0,
1993,23,45.0,Edgar,5,Central,Mostly Rural,51.8,24408.0,,,133.0,,161.0,,,,544.9,,659.6,
1993,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8975.0,,,8.0,,72.0,,,,89.1,,802.2,
1993,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,41572.0,,,136.0,,254.0,,,,327.1,,611.0,
1993,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25884.0,,,110.0,,189.0,,,,425.0,,730.2,
1993,27,53.0,Ford,11,Central,Mostly Urban,41.8,17424.0,,,45.0,,190.0,,,,258.3,,1090.4,
1993,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,48772.0,,,170.0,,354.0,,,,348.6,,725.8,
1993,29,57.0,Fulton,9,Central,Mostly Rural,60.0,46891.0,,,167.0,,303.0,,,,356.1,,646.2,
1993,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,8263.0,,,31.0,,58.0,,,,375.2,,701.9,
1993,31,61.0,Greene,7,Central,Mostly Rural,70.8,18954.0,,,21.0,,61.0,,,,110.8,,321.8,
1993,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,43136.0,,,74.0,,101.0,,,,171.6,,234.1,
1993,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10430.0,,,9.0,,52.0,,,,86.3,,498.6,
1993,34,67.0,Hancock,9,Central,Mostly Rural,71.0,26509.0,,,55.0,,63.0,,,,207.5,,237.7,
1993,35,69.0,Hardin,2,Southern,Completely Rural,100.0,6335.0,,,28.0,,86.0,,,,442.0,,1357.5,
1993,36,71.0,Henderson,9,Central,Mostly Rural,99.7,10140.0,,,18.0,,20.0,,,,177.5,,197.2,
1993,37,73.0,Henry,14,Central,Mostly Rural,50.3,63584.0,,,110.0,,155.0,,,,173.0,,243.8,
1993,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,39109.0,,,111.0,,228.0,,,,283.8,,583.0,
1993,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,73002.0,,,348.0,,756.0,,,,476.7,,1035.6,
1993,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,13306.0,,,60.0,,99.0,,,,450.9,,744.0,
1993,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,47899.0,,,97.0,,185.0,,,,202.5,,386.2,
1993,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,26404.0,,,61.0,,130.0,,,,231.0,,492.3,
1993,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27595.0,,,31.0,,120.0,,,,112.3,,434.9,
1993,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13602.0,,,25.0,,66.0,,,,183.8,,485.2,
1993,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,436404.0,,,972.0,,1258.0,,,,222.7,,288.3,
1993,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,127475.0,,,306.0,,338.0,,,,240.0,,265.2,
1993,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,53819.0,,,80.0,,214.0,,,,148.6,,397.6,
1993,48,95.0,Knox,9,Central,Mostly Urban,24.3,69056.0,,,215.0,,269.0,,,,311.3,,389.5,
1993,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704481.0,,,1504.0,,2072.0,,,,213.5,,294.1,
1993,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,135337.0,,,317.0,,429.0,,,,234.2,,317.0,
1993,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19544.0,,,50.0,,89.0,,,,255.8,,455.4,
1993,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,43899.0,,,128.0,,307.0,,,,291.6,,699.3,
1993,53,105.0,Livingston,11,Central,Mostly Urban,40.8,49336.0,,,104.0,,170.0,,,,210.8,,344.6,
1993,54,107.0,Logan,11,Central,Mostly Urban,39.9,37702.0,,,119.0,,382.0,,,,315.6,,1013.2,
1993,55,109.0,McDonough,9,Central,Mostly Urban,29.5,40824.0,,,77.0,,107.0,,,,188.6,,262.1,
1993,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,269420.0,,,345.0,,581.0,,,,128.1,,215.6,
1993,57,113.0,McLean,11,Central,Mostly Urban,16.5,167310.0,,,534.0,,882.0,,,,319.2,,527.2,
1993,58,115.0,Macon,6,Central,Mostly Urban,15.3,146699.0,,,426.0,,542.0,,,,290.4,,369.5,
1993,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,59679.0,,,93.0,,559.0,,,,155.8,,936.7,
1993,60,119.0,Madison,3,Southern,Mostly Urban,13.3,315809.0,,,805.0,,1013.0,,,,254.9,,320.8,
1993,61,121.0,Marion,4,Southern,Mostly Urban,45.1,52196.0,,,233.0,,647.0,,,,446.4,,1239.6,
1993,62,123.0,Marshall,10,Central,Completely Rural,100.0,15806.0,,,31.0,,122.0,,,,196.1,,771.9,
1993,63,125.0,Mason,8,Central,Mostly Rural,77.5,20422.0,,,71.0,,127.0,,,,347.7,,621.9,
1993,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18411.0,,,91.0,,180.0,,,,494.3,,977.7,
1993,65,129.0,Menard,8,Central,Mostly Rural,75.7,14547.0,,,39.0,,63.0,,,,268.1,,433.1,
1993,66,131.0,Mercer,14,Central,Mostly Rural,77.8,21265.0,,,65.0,,101.0,,,,305.7,,475.0,
1993,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,30023.0,,,35.0,,37.0,,,,116.6,,123.2,
1993,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,37736.0,,,81.0,,386.0,,,,214.6,,1022.9,
1993,69,137.0,Morgan,7,Central,Mostly Urban,36.2,45324.0,,,141.0,,290.0,,,,311.1,,639.8,
1993,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17301.0,,,28.0,,109.0,,,,161.8,,630.0,
1993,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,60558.0,,,106.0,,194.0,,,,175.0,,320.4,
1993,72,143.0,Peoria,10,Central,Mostly Urban,14.6,229505.0,,,1020.0,,1428.0,,,,444.4,,622.2,
1993,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26619.0,,,90.0,,137.0,,,,338.1,,514.7,
1993,74,147.0,Piatt,6,Central,Mostly Rural,67.7,19754.0,,,23.0,,110.0,,,,116.4,,556.8,
1993,75,149.0,Pike,8,Central,Mostly Rural,72.3,21517.0,,,80.0,,193.0,,,,371.8,,897.0,
1993,76,151.0,Pope,1,Southern,Completely Rural,100.0,5264.0,,,6.0,,12.0,,,,114.0,,228.0,
1993,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,9429.0,,,64.0,,96.0,,,,678.8,,1018.1,
1993,78,155.0,Putnam,10,Central,Completely Rural,100.0,7210.0,,,10.0,,60.0,,,,138.7,,832.2,
1993,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,41806.0,,,75.0,,98.0,,,,179.4,,234.4,
1993,80,159.0,Richland,2,Southern,Mostly Urban,43.5,20463.0,,,43.0,,181.0,,,,210.1,,884.5,
1993,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,186680.0,,,831.0,,1674.0,,,,445.1,,896.7,
1993,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,335317.0,,,953.0,,1320.0,,,,284.2,,393.7,
1993,83,165.0,Saline,1,Southern,Mostly Urban,43.7,33145.0,,,77.0,,362.0,,,,232.3,,1092.2,
1993,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,232240.0,,,544.0,,866.0,,,,234.2,,372.9,
1993,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,9213.0,,,11.0,,33.0,,,,119.4,,358.2,
1993,86,171.0,Scott,7,Central,Completely Rural,100.0,6931.0,,,2.0,,11.0,,,,28.9,,158.7,
1993,87,173.0,Shelby,4,Central,Mostly Rural,77.7,27957.0,,,61.0,,110.0,,,,218.2,,393.5,
1993,88,175.0,Stark,10,Central,Completely Rural,100.0,8001.0,,,23.0,,54.0,,,,287.5,,674.9,
1993,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,60673.0,,,241.0,,342.0,,,,397.2,,563.7,
1993,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,155837.0,,,334.0,,508.0,,,,214.3,,326.0,
1993,91,181.0,Union,1,Southern,Mostly Rural,65.9,21960.0,,,49.0,,103.0,,,,223.1,,469.0,
1993,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,109042.0,,,392.0,,580.0,,,,359.5,,531.9,
1993,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,16359.0,,,29.0,,55.0,,,,177.3,,336.2,
1993,94,187.0,Warren,9,Central,Mostly Urban,45.5,23565.0,,,59.0,,96.0,,,,250.4,,407.4,
1993,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18621.0,,,26.0,,33.0,,,,139.6,,177.2,
1993,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20971.0,,,40.0,,120.0,,,,190.7,,572.2,
1993,97,193.0,White,2,Southern,Mostly Rural,62.0,19445.0,,,49.0,,151.0,,,,252.0,,776.5,
1993,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,75724.0,,,311.0,,473.0,,,,410.7,,624.6,
1993,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,499439.0,,,926.0,,1000.0,,,,185.4,,200.2,
1993,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,72402.0,,,210.0,,547.0,,,,290.0,,755.5,
1993,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,330702.0,,,1198.0,,3058.0,,,,362.3,,924.7,
1993,102,203.0,Woodford,11,Central,Mostly Rural,54.9,42680.0,,,83.0,,197.0,,,,194.5,,461.6,
1994,1,1.0,Adams,8,Central,Mostly Urban,32.6,84934.0,,,261.0,,337.0,,,,307.3,,396.8,
1994,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,12759.0,,,111.0,,159.0,,,,870.0,,1246.2,
1994,3,5.0,Bond,3,Southern,Mostly Rural,60.7,19652.0,,,55.0,,98.0,,,,279.9,,498.7,
1994,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,44892.0,,,117.0,,357.0,,,,260.6,,795.2,
1994,5,9.0,Brown,8,Central,Mostly Urban,41.1,7582.0,,,13.0,,32.0,,,,171.5,,422.1,
1994,6,11.0,Bureau,13,Central,Mostly Rural,57.4,44782.0,,,49.0,,97.0,,,,109.4,,216.6,
1994,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6272.0,,,32.0,,73.0,,,,510.2,,1163.9,
1994,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,20796.0,,,41.0,,68.0,,,,197.2,,327.0,
1994,9,17.0,Cass,8,Central,Mostly Rural,52.1,16795.0,,,62.0,,137.0,,,,369.2,,815.7,
1994,10,19.0,Champaign,6,Central,Mostly Urban,12.7,208430.0,,,539.0,,854.0,,,,258.6,,409.7,
1994,11,21.0,Christian,4,Central,Mostly Urban,43.5,43738.0,,,141.0,,410.0,,,,322.4,,937.4,
1994,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20358.0,,,39.0,,61.0,,,,191.6,,299.6,
1994,13,25.0,Clay,4,Southern,Mostly Rural,64.7,17898.0,,,53.0,,186.0,,,,296.1,,1039.2,
1994,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,43525.0,,,62.0,,187.0,,,,142.4,,429.6,
1994,15,29.0,Coles,5,Central,Mostly Urban,24.3,63710.0,,,181.0,,405.0,,,,284.1,,635.7,
1994,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6540814.0,,,22211.0,,37706.0,,,,339.6,,576.5,
1994,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,25500.0,,,74.0,,185.0,,,,290.2,,725.5,
1994,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13892.0,,,9.0,,16.0,,,,64.8,,115.2,
1994,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,100258.0,,,136.0,,224.0,,,,135.7,,223.4,
1994,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20901.0,,,38.0,,148.0,,,,181.8,,708.1,
1994,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24818.0,,,47.0,,151.0,,,,189.4,,608.4,
1994,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1060298.0,,,1350.0,,2205.0,,,,127.3,,208.0,
1994,23,45.0,Edgar,5,Central,Mostly Rural,51.8,24547.0,,,161.0,,251.0,,,,655.9,,1022.5,
1994,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8899.0,,,17.0,,88.0,,,,191.0,,988.9,
1994,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42057.0,,,129.0,,270.0,,,,306.7,,642.0,
1994,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25925.0,,,94.0,,185.0,,,,362.6,,713.6,
1994,27,53.0,Ford,11,Central,Mostly Urban,41.8,17448.0,,,39.0,,162.0,,,,223.5,,928.5,
1994,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,48859.0,,,151.0,,377.0,,,,309.1,,771.6,
1994,29,57.0,Fulton,9,Central,Mostly Rural,60.0,46874.0,,,146.0,,227.0,,,,311.5,,484.3,
1994,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,8186.0,,,0.0,,53.0,,,,0.0,,647.4,
1994,31,61.0,Greene,7,Central,Mostly Rural,70.8,18928.0,,,27.0,,105.0,,,,142.6,,554.7,
1994,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,43638.0,,,77.0,,111.0,,,,176.5,,254.4,
1994,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10421.0,,,10.0,,76.0,,,,96.0,,729.3,
1994,34,67.0,Hancock,9,Central,Mostly Rural,71.0,26225.0,,,45.0,,49.0,,,,171.6,,186.8,
1994,35,69.0,Hardin,2,Southern,Completely Rural,100.0,6174.0,,,21.0,,69.0,,,,340.1,,1117.6,
1994,36,71.0,Henderson,9,Central,Mostly Rural,99.7,9987.0,,,14.0,,15.0,,,,140.2,,150.2,
1994,37,73.0,Henry,14,Central,Mostly Rural,50.3,63686.0,,,118.0,,191.0,,,,185.3,,299.9,
1994,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,39192.0,,,115.0,,246.0,,,,293.4,,627.7,
1994,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,72756.0,,,376.0,,788.0,,,,516.8,,1083.1,
1994,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,13282.0,,,54.0,,88.0,,,,406.6,,662.6,
1994,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48486.0,,,94.0,,182.0,,,,193.9,,375.4,
1994,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,26090.0,,,55.0,,134.0,,,,210.8,,513.6,
1994,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27657.0,,,35.0,,151.0,,,,126.6,,546.0,
1994,44,87.0,Johnson,1,Southern,Completely Rural,100.0,14030.0,,,25.0,,70.0,,,,178.2,,498.9,
1994,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,445792.0,,,871.0,,1184.0,,,,195.4,,265.6,
1994,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,128665.0,,,345.0,,381.0,,,,268.1,,296.1,
1994,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,55844.0,,,98.0,,284.0,,,,175.5,,508.6,
1994,48,95.0,Knox,9,Central,Mostly Urban,24.3,68719.0,,,213.0,,275.0,,,,310.0,,400.2,
1994,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,721689.0,,,1399.0,,2052.0,,,,193.9,,284.3,
1994,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,135871.0,,,344.0,,500.0,,,,253.2,,368.0,
1994,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19651.0,,,39.0,,73.0,,,,198.5,,371.5,
1994,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,44195.0,,,134.0,,341.0,,,,303.2,,771.6,
1994,53,105.0,Livingston,11,Central,Mostly Urban,40.8,49571.0,,,86.0,,135.0,,,,173.5,,272.3,
1994,54,107.0,Logan,11,Central,Mostly Urban,39.9,37753.0,,,96.0,,290.0,,,,254.3,,768.2,
1994,55,109.0,McDonough,9,Central,Mostly Urban,29.5,40916.0,,,55.0,,78.0,,,,134.4,,190.6,
1994,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,281562.0,,,403.0,,608.0,,,,143.1,,215.9,
1994,57,113.0,McLean,11,Central,Mostly Urban,16.5,169755.0,,,529.0,,964.0,,,,311.6,,567.9,
1994,58,115.0,Macon,6,Central,Mostly Urban,15.3,146084.0,,,565.0,,710.0,,,,386.8,,486.0,
1994,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,60067.0,,,96.0,,579.0,,,,159.8,,963.9,
1994,60,119.0,Madison,3,Southern,Mostly Urban,13.3,317273.0,,,800.0,,1039.0,,,,252.1,,327.5,
1994,61,121.0,Marion,4,Southern,Mostly Urban,45.1,52150.0,,,214.0,,696.0,,,,410.4,,1334.6,
1994,62,123.0,Marshall,10,Central,Completely Rural,100.0,15777.0,,,41.0,,94.0,,,,259.9,,595.8,
1994,63,125.0,Mason,8,Central,Mostly Rural,77.5,20344.0,,,66.0,,107.0,,,,324.4,,526.0,
1994,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18513.0,,,77.0,,185.0,,,,415.9,,999.3,
