year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total,total_rate
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11186,24.0,214.6
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,88010,591.0,671.5
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16764,0.0,0.0
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19905,82.0,412.0
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,898083,2971.0,330.8
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19821,176.0,887.9
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6954,0.0,0.0
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34164,166.0,485.9
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21786,139.0,638.0
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,14260,33.0,231.4
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39126,136.0,347.6
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38434,101.0,262.8
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6477,4.0,61.8
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,14832,26.0,175.3
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37121,171.0,460.7
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8688,0.0,0.0
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20267,25.0,123.4
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4824,0.0,0.0
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8218,0.0,0.0
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,51004,146.0,286.3
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31389,20.0,63.7
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60026,176.0,293.2
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10256,2.0,19.5
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39981,601.0,1503.2
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21659,94.0,434.0
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22242,52.0,233.8
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12778,0.0,0.0
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,396371,1524.0,384.5
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103675,893.0,861.3
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,52845,203.0,384.1
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,55987,290.0,518.0
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,633094,2772.0,437.8
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111600,478.0,428.3
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15546,89.0,572.5
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36080,111.0,307.6
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39786,290.0,728.9
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,31264,350.0,1119.5
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33168,99.0,298.5
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,255448,435.0,170.3
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,149135,609.0,408.4
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,115142,2353.0,2043.6
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49005,205.0,418.3
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258739,3232.0,1249.1
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41647,89.0,213.7
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,13182,59.0,447.6
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,16082,76.0,472.6
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15258,120.0,786.5
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,12390,36.0,290.6
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16948,51.0,300.9
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27247,47.0,172.5
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30748,18.0,58.5
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36546,252.0,689.5
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14198,33.0,232.4
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50751,244.0,480.8
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184042,3688.0,2003.9
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23223,24.0,103.3
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16388,64.0,390.5
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,17490,13.0,74.3
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,4366,20.0,458.1
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7406,19.0,256.5
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,6080,0.0,0.0
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33899,62.0,182.9
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16212,22.0,135.7
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149961,1544.0,1029.6
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256201,1265.0,493.8
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26878,238.0,885.5
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,188957,1804.0,954.7
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7248,9.0,124.2
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,5515,1.0,18.1
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22973,28.0,121.9
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,6368,18.0,282.7
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49194,979.0,1990.1
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128540,1068.0,830.9
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,18353,19.0,103.5
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,84276,713.0,846.0
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12969,102.0,786.5
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,18870,148.0,784.3
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15143,7.0,46.2
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17203,53.0,308.1
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,15403,55.0,357.1
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60658,340.0,560.5
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,486207,2049.0,421.4
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61476,522.0,849.1
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,276752,159.0,57.5
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35449,91.0,256.7
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,68220,638.0,935.2
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9584,51.0,532.1
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17650,6.0,34.0
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,42053,209.0,497.0
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,6963,0.0,0.0
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35473,151.0,425.7
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5090,0.0,0.0
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16626,112.0,673.6
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,13680,21.0,153.5
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,179931,3501.0,1945.7
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,35354,110.0,311.1
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16993,21.0,123.6
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14410,25.0,173.5
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35536,83.0,233.6
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,53078,302.0,569.0
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5376861,65008.0,1209.0
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20398,262.0,1284.4
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11256,29.0,257.6
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,89334,693.0,775.7
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16790,1.0,6.0
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19925,67.0,336.3
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,906576,2498.0,275.5
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19657,423.0,2151.9
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6967,0.0,0.0
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34260,187.0,545.8
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21792,251.0,1151.8
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,14209,36.0,253.4
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39016,118.0,302.4
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38240,117.0,306.0
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6427,2.0,31.1
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,14746,46.0,311.9
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37678,284.0,753.8
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8604,0.0,0.0
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20089,37.0,184.2
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4787,0.0,0.0
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8209,0.0,0.0
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,51049,253.0,495.6
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31320,31.0,99.0
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59612,188.0,315.4
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10070,11.0,109.2
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40053,107.0,267.1
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21655,141.0,651.1
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22276,63.0,282.8
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12920,0.0,0.0
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,407511,1754.0,430.4
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103879,725.0,697.9
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,55217,315.0,570.5
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,55754,413.0,740.8
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,648116,2819.0,435.0
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111516,503.0,451.1
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15390,98.0,636.8
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36053,142.0,393.9
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39651,382.0,963.4
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,31149,860.0,2760.9
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32855,114.0,347.0
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,261887,577.0,220.3
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,150897,523.0,346.6
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,114476,2230.0,1948.0
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48989,208.0,424.6
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,259120,3655.0,1410.5
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41687,96.0,230.3
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,13138,48.0,365.4
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,16009,92.0,574.7
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15127,121.0,799.9
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,12493,32.0,256.1
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16950,32.0,188.8
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27763,41.0,147.7
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30625,146.0,476.7
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36617,232.0,633.6
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14319,43.0,300.3
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51161,314.0,613.7
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183166,3810.0,2080.1
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23061,34.0,147.4
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16371,66.0,403.2
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,17335,15.0,86.5
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,4418,24.0,543.2
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7324,33.0,450.6
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,6075,1.0,16.5
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33897,49.0,144.6
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16242,51.0,314.0
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149143,1584.0,1062.1
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256208,1422.0,555.0
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26631,407.0,1528.3
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,189093,2003.0,1059.3
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7189,23.0,319.9
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,5539,0.0,0.0
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22831,47.0,205.9
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,6320,33.0,522.2
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48882,982.0,2008.9
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128494,1172.0,912.1
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,18256,19.0,104.1
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,83796,649.0,774.5
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12903,15.0,116.3
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,18683,129.0,690.5
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15163,2.0,13.2
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17124,76.0,443.8
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,15328,44.0,287.1
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60631,367.0,605.3
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,508038,2268.0,446.4
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61265,640.0,1044.6
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,278989,154.0,55.2
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35484,75.0,211.4
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,68040,649.0,953.9
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9443,65.0,688.3
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17608,2.0,11.4
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,43187,211.0,488.6
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,6935,0.0,0.0
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35163,168.0,477.8
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5042,17.0,337.2
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16441,125.0,760.3
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,13670,32.0,234.1
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,181346,3492.0,1925.6
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,35152,115.0,327.2
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16873,31.0,183.7
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14221,60.0,421.9
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35630,176.0,494.0
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,52309,371.0,709.2
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5376559,82111.0,1527.2
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20299,393.0,1936.1
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11149,32.0,287.0
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,90838,549.0,604.4
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16726,0.0,0.0
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19916,43.0,215.9
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,914228,2708.0,296.2
2001,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19560,497.0,2540.9
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6854,0.0,0.0
2001,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34358,191.0,555.9
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21512,238.0,1106.4
2001,27,53.0,Ford,11,Central,Mostly Urban,41.8,14143,37.0,261.6
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38784,105.0,270.7
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37847,107.0,282.7
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6306,2.0,31.7
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,14592,44.0,301.5
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,38195,234.0,612.6
2001,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8492,0.0,0.0
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19938,23.0,115.4
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4762,0.0,0.0
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8181,0.0,0.0
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,50561,435.0,860.3
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30938,24.0,77.6
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59354,134.0,225.8
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10037,32.0,318.8
2001,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40008,82.0,205.0
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21708,73.0,336.3
2001,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22391,68.0,303.7
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13020,0.0,0.0
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,423822,1596.0,376.6
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,104816,662.0,631.6
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,58093,376.0,647.2
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,55166,531.0,962.5
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,660454,2951.0,446.8
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111976,501.0,447.4
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15271,96.0,628.6
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35913,154.0,428.8
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39634,334.0,842.7
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,30880,915.0,2963.1
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32800,69.0,210.4
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,269976,581.0,215.2
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,152622,687.0,450.1
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,113307,1978.0,1745.7
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48829,179.0,366.6
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,260460,3367.0,1292.7
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41365,103.0,249.0
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,12920,54.0,418.0
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,15966,84.0,526.1
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15022,121.0,805.5
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,12482,34.0,272.4
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16898,39.0,230.8
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,28373,52.0,183.3
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30454,241.0,791.4
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36293,226.0,622.7
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14274,25.0,175.1
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51620,265.0,513.4
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182235,3224.0,1769.1
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23019,36.0,156.4
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16324,94.0,575.8
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,17166,20.0,116.5
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,4331,6.0,138.5
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7181,22.0,306.4
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,6062,0.0,0.0
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34005,56.0,164.7
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16072,44.0,273.8
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,148641,1584.0,1065.7
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,255922,1510.0,590.0
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26370,422.0,1600.3
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,190303,2229.0,1171.3
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7031,14.0,199.1
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,5511,2.0,36.3
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22613,44.0,194.6
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,6302,18.0,285.6
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48443,1235.0,2549.4
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128132,1150.0,897.5
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,18121,27.0,149.0
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,83447,738.0,884.4
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12758,0.0,0.0
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,18446,172.0,932.5
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15236,0.0,0.0
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17026,69.0,405.3
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,15264,55.0,360.3
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60557,475.0,784.4
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,531215,2235.0,420.7
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61736,262.0,424.4
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,280805,175.0,62.3
2001,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35557,82.0,230.6
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,67765,565.0,833.8
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9398,51.0,542.7
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17794,23.0,129.3
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,44508,175.0,393.2
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,6831,6.0,87.8
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34995,178.0,508.6
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4974,11.0,221.1
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16365,81.0,495.0
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,13531,26.0,192.2
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,183102,3887.0,2122.9
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,35022,114.0,325.5
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16904,7.0,41.4
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14147,32.0,226.2
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35719,124.0,347.2
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,52013,305.0,586.4
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5355574,88704.0,1656.3
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20086,358.0,1782.3
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11051,23.0,208.1
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,92449,211.0,228.2
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16546,0.0,0.0
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19825,74.0,373.3
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,918864,2691.0,292.9
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19339,155.0,801.5
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6799,0.0,0.0
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34309,173.0,504.2
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21490,244.0,1135.4
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,14087,36.0,255.6
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38842,97.0,249.7
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37488,77.0,205.4
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6175,1.0,16.2
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,14588,42.0,287.9
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,38624,240.0,621.4
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8370,0.0,0.0
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19590,23.0,117.4
