year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,count,count_rate
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,117456,72.0,61.3
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20147,76.0,377.2
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24646,34.0,138.0
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1150011,1312.0,114.1
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,23094,63.0,272.8
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8075,44.0,544.9
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,43186,178.0,412.2
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25184,106.0,420.9
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,17316,26.0,150.2
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47561,338.0,710.7
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44895,191.0,425.4
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7331,31.0,422.9
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,17411,79.0,453.7
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,51049,150.0,293.8
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10148,45.0,443.4
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23369,43.0,184.0
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5527,33.0,597.1
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,9514,15.0,157.7
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,61150,177.0,289.5
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,37251,131.0,351.7
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,68782,159.0,231.2
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,12122,52.0,429.0
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48635,167.0,343.4
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27070,117.0,432.2
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26857,52.0,193.6
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15757,45.0,285.6
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,601168,859.0,142.9
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,134086,318.0,237.2
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,92906,44.0,47.4
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,64101,239.0,372.8
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,872749,1497.0,171.5
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,136968,290.0,211.7
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19576,75.0,383.1
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42735,136.0,318.2
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,47395,58.0,122.4
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,36413,199.0,546.5
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37723,74.0,196.2
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,374934,482.0,128.6
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,192897,181.0,93.8
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,134359,764.0,568.6
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,59256,170.0,286.9
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,323170,1156.0,357.7
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,49137,131.0,266.6
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,15863,17.0,107.2
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,19236,68.0,353.5
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18522,107.0,577.7
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,15437,26.0,168.4
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20374,86.0,422.1
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,38047,83.0,218.2
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36433,239.0,656.0
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,43286,183.0,422.8
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17678,76.0,429.9
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,66465,141.0,212.1
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224274,1153.0,514.1
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27084,26.0,96.0
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20012,98.0,489.7
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,20411,75.0,367.4
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,4932,15.0,304.1
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8450,22.0,260.4
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,7288,14.0,192.1
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39981,78.0,195.1
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19356,117.0,604.5
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,178399,790.0,442.8
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,323311,770.0,238.2
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31871,137.0,429.9
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,236148,1406.0,595.4
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8500,15.0,176.5
2004,86,171.0,Scott,7,Central,Completely Rural,100.0,6535,29.0,443.8
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,27051,143.0,528.6
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,7542,14.0,185.6
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,58497,358.0,612.0
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,156913,859.0,547.4
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,21883,102.0,466.1
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,101115,228.0,225.5
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,15128,57.0,376.8
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,21387,78.0,364.7
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18388,28.0,152.3
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20233,85.0,420.1
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,17924,80.0,446.3
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,73089,312.0,426.9
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,779468,2372.0,304.3
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,76248,435.0,570.5
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,356798,1775.0,497.5
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,45285,144.0,318.0
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,81513,257.0,315.3
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10590,44.0,415.5
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21647,113.0,522.0
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,63283,164.0,259.2
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,7708,29.0,376.2
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42509,49.0,115.3
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6141,11.0,179.1
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,19247,60.0,311.7
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,16842,56.0,332.5
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,223154,624.0,279.6
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,42562,312.0,733.0
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20631,61.0,295.7
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16988,97.0,571.0
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,43876,74.0,168.7
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,61048,200.0,327.6
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6522770,22985.0,352.4
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23686,107.0,451.7
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13235,48.0,362.7
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,120390,107.0,88.9
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20116,100.0,497.1
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24508,39.0,159.1
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1147479,1138.0,99.2
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22907,62.0,270.7
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8011,23.0,287.1
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42905,160.0,372.9
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25703,77.0,299.6
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,17156,38.0,221.5
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47874,308.0,643.4
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44516,177.0,397.6
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7275,28.0,384.9
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,17337,125.0,721.0
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,54446,155.0,284.7
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10024,53.0,528.7
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23062,46.0,199.5
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5473,56.0,1023.2
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,9281,17.0,183.2
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,61001,197.0,322.9
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,37282,99.0,265.5
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,69054,152.0,220.1
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11912,62.0,520.5
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48640,145.0,298.1
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27058,118.0,436.1
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26731,52.0,194.5
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15733,39.0,247.9
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,611587,845.0,138.2
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,135000,349.0,258.5
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,101624,63.0,62.0
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,63350,403.0,636.1
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,880247,1666.0,189.3
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,136991,352.0,257.0
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19817,75.0,378.5
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42369,145.0,342.2
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,47148,65.0,137.9
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,36091,210.0,581.9
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37726,81.0,214.7
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,383249,473.0,123.4
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,194080,188.0,96.9
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,133666,668.0,499.8
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,58947,120.0,203.6
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,323834,962.0,297.1
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,48625,145.0,298.2
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,15818,33.0,208.6
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,18932,81.0,427.8
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18505,115.0,621.5
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,15210,44.0,289.3
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20160,70.0,347.2
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,38798,87.0,224.2
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36103,185.0,512.4
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42843,205.0,478.5
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17674,66.0,373.4
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,67078,154.0,229.6
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224292,1243.0,554.2
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27078,34.0,125.6
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20237,88.0,434.8
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,20305,81.0,398.9
2005,76,151.0,Pope,1,Southern,Completely Rural,100.0,4762,15.0,315.0
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8237,27.0,327.8
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,7225,14.0,193.8
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39676,77.0,194.1
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19228,111.0,577.3
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,177816,811.0,456.1
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,322886,754.0,233.5
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31607,174.0,550.5
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,236480,1537.0,649.9
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8551,14.0,163.7
2005,86,171.0,Scott,7,Central,Completely Rural,100.0,6481,29.0,447.5
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,26900,135.0,501.9
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,7466,18.0,241.1
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,57795,278.0,481.0
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,157777,946.0,599.6
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,21902,36.0,164.4
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,100569,286.0,284.4
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,15063,72.0,478.0
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,21256,55.0,258.8
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18121,27.0,149.0
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20188,70.0,346.7
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,17890,64.0,357.7
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,72655,308.0,423.9
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,808703,2227.0,275.4
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,76667,418.0,545.2
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,359456,1757.0,488.8
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,45898,157.0,342.1
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,81496,198.0,243.0
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10312,25.0,242.4
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21665,114.0,526.2
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,65937,174.0,263.9
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,7633,28.0,366.8
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42711,66.0,154.5
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6132,14.0,228.3
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,19138,45.0,235.1
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,16738,52.0,310.7
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,226015,579.0,256.2
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,42247,262.0,620.2
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20493,59.0,287.9
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16862,91.0,539.7
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44101,100.0,226.8
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,61166,235.0,384.2
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6470063,24210.0,374.2
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23486,100.0,425.8
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13258,53.0,399.8
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,124200,124.0,99.8
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20159,101.0,501.0
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24417,51.0,208.9
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1144698,1063.0,92.9
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22804,61.0,267.5
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7832,32.0,408.6
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42727,156.0,365.1
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25564,96.0,375.5
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,17180,31.0,180.4
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47766,322.0,674.1
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44378,191.0,430.4
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7249,42.0,579.4
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,16982,110.0,647.7
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,57160,148.0,258.9
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10005,43.0,429.8
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22898,53.0,231.5
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5336,59.0,1105.7
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,9022,18.0,199.5
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,60559,192.0,317.0
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36907,137.0,371.2
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,68948,158.0,229.2
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11741,65.0,553.6
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48585,170.0,349.9
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27199,100.0,367.7
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26729,74.0,276.9
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15982,24.0,150.2
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,623564,805.0,129.1
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,136855,352.0,257.2
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,113191,93.0,82.2
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,62715,379.0,604.3
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,886133,1768.0,199.5
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,137406,356.0,259.1
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19535,66.0,337.9
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42314,125.0,295.4
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,46724,69.0,147.7
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,35664,196.0,549.6
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37663,92.0,244.3
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,391040,539.0,137.8
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,196880,217.0,110.2
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,132818,714.0,537.6
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,58452,113.0,193.3
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,324791,1079.0,332.2
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,48755,99.0,203.1
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,15671,26.0,165.9
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,18468,65.0,352.0
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18324,122.0,665.8
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,15130,25.0,165.2
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20021,64.0,319.7
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,39518,74.0,187.3
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36055,189.0,524.2
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42468,185.0,435.6
2006,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17549,48.0,273.5
2006,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,67748,150.0,221.4
2006,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224859,1211.0,538.6
2006,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27167,33.0,121.5
2006,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20236,65.0,321.2
2006,75,149.0,Pike,8,Central,Mostly Rural,72.3,19994,82.0,410.1
2006,76,151.0,Pope,1,Southern,Completely Rural,100.0,4774,19.0,398.0
2006,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8041,33.0,410.4
2006,78,155.0,Putnam,10,Central,Completely Rural,100.0,7127,7.0,98.2
2006,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39621,109.0,275.1
2006,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19005,113.0,594.6
2006,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,177481,803.0,452.4
2006,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,324232,769.0,237.2
2006,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31619,178.0,563.0
2006,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,236975,1343.0,566.7
2006,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8452,24.0,284.0
2006,86,171.0,Scott,7,Central,Completely Rural,100.0,6373,23.0,360.9
2006,87,173.0,Shelby,4,Central,Mostly Rural,77.7,26637,116.0,435.5
2006,88,175.0,Stark,10,Central,Completely Rural,100.0,7475,16.0,214.0
2006,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,57252,342.0,597.4
2006,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,158516,812.0,512.3
2006,91,181.0,Union,1,Southern,Mostly Rural,65.9,21914,55.0,251.0
2006,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,100494,218.0,216.9
2006,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,14882,55.0,369.6
2006,94,187.0,Warren,9,Central,Mostly Urban,45.5,21176,69.0,325.8
2006,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18115,18.0,99.4
2006,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,19962,66.0,330.6
2006,97,193.0,White,2,Southern,Mostly Rural,62.0,17730,66.0,372.3
2006,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,72500,273.0,376.6
2006,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,839296,2383.0,283.9
2006,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,76594,384.0,501.3
2006,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,363160,1498.0,412.5
2006,102,203.0,Woodford,11,Central,Mostly Rural,54.9,46275,119.0,257.2
2007,1,1.0,Adams,8,Central,Mostly Urban,32.6,81319,251.0,308.7
2007,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10053,48.0,477.5
2007,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21847,96.0,439.4
2007,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,68077,180.0,264.4
2007,5,9.0,Brown,8,Central,Mostly Urban,41.1,7541,24.0,318.3
2007,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42646,51.0,119.6
2007,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6108,11.0,180.1
2007,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,18989,57.0,300.2
2007,9,17.0,Cass,8,Central,Mostly Rural,52.1,16881,57.0,337.7
2007,10,19.0,Champaign,6,Central,Mostly Urban,12.7,228603,632.0,276.5
2007,11,21.0,Christian,4,Central,Mostly Urban,43.5,42079,291.0,691.6
2007,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20540,47.0,228.8
2007,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16655,86.0,516.4
2007,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44008,90.0,204.5
2007,15,29.0,Coles,5,Central,Mostly Urban,24.3,61061,258.0,422.5
2007,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6453240,23533.0,364.7
2007,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23253,93.0,399.9
2007,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13162,39.0,296.3
2007,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,127187,132.0,103.8
2007,20,39.0,De Witt,6,Central,Mostly Urban,48.8,19991,122.0,610.3
2007,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24242,48.0,198.0
2007,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1142878,1151.0,100.7
2007,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22680,50.0,220.5
2007,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7834,31.0,395.7
2007,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42459,153.0,360.3
2007,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25432,136.0,534.8
2007,27,53.0,Ford,11,Central,Mostly Urban,41.8,17225,26.0,150.9
2007,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47612,308.0,646.9
2007,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44121,249.0,564.4
2007,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7134,33.0,462.6
2007,31,61.0,Greene,7,Central,Mostly Rural,70.8,16753,95.0,567.1
2007,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,59103,166.0,280.9
2007,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9838,58.0,589.6
2007,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22716,50.0,220.1
2007,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5291,54.0,1020.6
2007,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8950,31.0,346.4
