year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,reported_case,reported_case_rate
1996,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11007,16.0,145.4
1996,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3457,2.0,57.9
1996,21,41.0,Douglas,6,Central,Mostly Rural,61.6,3973,6.0,151.0
1996,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,111443,128.0,114.9
1996,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4608,14.0,303.8
1996,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1685,5.0,296.7
1996,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,5947,16.0,269.0
1996,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4490,5.0,111.4
1996,27,53.0,Ford,11,Central,Mostly Urban,41.8,3394,5.0,147.3
1996,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9547,79.0,827.5
1996,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8918,42.0,471.0
1996,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1579,10.0,633.3
1996,31,61.0,Greene,7,Central,Mostly Rural,70.8,3373,29.0,859.8
1996,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,5818,8.0,137.5
1996,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2210,14.0,633.5
1996,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4742,10.0,210.9
1996,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1184,7.0,591.2
1996,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1810,10.0,552.5
1996,37,73.0,Henry,14,Central,Mostly Rural,50.3,10532,24.0,227.9
1996,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7211,18.0,249.6
1996,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8457,61.0,721.3
1996,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2159,3.0,139.0
1996,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7812,39.0,499.2
1996,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,3979,22.0,552.9
1996,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5098,5.0,98.1
1996,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2280,7.0,307.0
1996,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,43349,102.0,235.3
1996,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17672,55.0,311.2
1996,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5692,1.0,17.6
1996,48,95.0,Knox,9,Central,Mostly Urban,24.3,12424,54.0,434.6
1996,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,70413,98.0,139.2
1996,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23396,52.0,222.3
1996,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,4065,12.0,295.2
1996,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6800,19.0,279.4
1996,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7810,6.0,76.8
1996,54,107.0,Logan,11,Central,Mostly Urban,39.9,6065,3.0,49.5
1996,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6034,25.0,414.3
1996,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,26750,42.0,157.0
1996,57,113.0,McLean,11,Central,Mostly Urban,16.5,18717,77.0,411.4
1996,58,115.0,Macon,6,Central,Mostly Urban,15.3,22493,76.0,337.9
1996,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10823,28.0,258.7
1996,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47368,153.0,323.0
1996,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8914,35.0,392.6
1996,62,123.0,Marshall,10,Central,Completely Rural,100.0,3075,8.0,260.2
1996,63,125.0,Mason,8,Central,Mostly Rural,77.5,3564,7.0,196.4
1996,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3492,22.0,630.0
1996,65,129.0,Menard,8,Central,Mostly Rural,75.7,2153,4.0,185.8
1996,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3470,14.0,403.5
1996,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,4475,2.0,44.7
1996,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6795,14.0,206.0
1996,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7397,43.0,581.3
1996,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3266,6.0,183.7
1996,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,8935,16.0,179.1
1996,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33717,289.0,857.1
1996,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4645,36.0,775.0
1996,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3306,3.0,90.7
1996,75,149.0,Pike,8,Central,Mostly Rural,72.3,4233,10.0,236.2
1996,76,151.0,Pope,1,Southern,Completely Rural,100.0,991,5.0,504.5
1996,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1704,23.0,1349.8
1996,78,155.0,Putnam,10,Central,Completely Rural,100.0,1232,1.0,81.2
1996,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6736,17.0,252.4
1996,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3655,10.0,273.6
1996,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29326,183.0,624.0
1996,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,43869,201.0,458.2
1996,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6575,52.0,790.9
1996,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33276,69.0,207.4
1996,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1836,3.0,163.4
1996,86,171.0,Scott,7,Central,Completely Rural,100.0,1211,3.0,247.7
1996,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5070,19.0,374.8
1996,88,175.0,Stark,10,Central,Completely Rural,100.0,1556,6.0,385.6
1996,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10134,32.0,315.8
1996,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,23839,102.0,427.9
1996,91,181.0,Union,1,Southern,Mostly Rural,65.9,4125,20.0,484.8
1996,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17604,86.0,488.5
1996,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2747,4.0,145.6
1996,94,187.0,Warren,9,Central,Mostly Urban,45.5,4012,8.0,199.4
1996,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3403,7.0,205.7
1996,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4147,13.0,313.5
1996,97,193.0,White,2,Southern,Mostly Rural,62.0,4091,12.0,293.3
1996,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12331,35.0,283.8
1996,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,50791,91.0,179.2
1996,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,12873,110.0,854.5
1996,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,45610,268.0,587.6
1996,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6354,13.0,204.6
1997,1,1.0,Adams,8,Central,Mostly Urban,32.6,14976,63.0,420.7
1997,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2140,26.0,1215.0
1997,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3306,18.0,544.5
1997,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5660,21.0,371.0
1997,5,9.0,Brown,8,Central,Mostly Urban,41.1,1146,5.0,436.3
1997,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8075,22.0,272.4
1997,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1312,1.0,76.2
1997,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4038,8.0,198.1
1997,9,17.0,Cass,8,Central,Mostly Rural,52.1,2925,9.0,307.7
1997,10,19.0,Champaign,6,Central,Mostly Urban,12.7,22081,78.0,353.2
1997,11,21.0,Christian,4,Central,Mostly Urban,43.5,7735,9.0,116.4
1997,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3831,15.0,391.5
1997,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3520,10.0,284.1
1997,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6535,33.0,505.0
1997,15,29.0,Coles,5,Central,Mostly Urban,24.3,9105,32.0,351.5
1997,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,830923,1920.0,231.1
1997,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4441,12.0,270.2
1997,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2236,14.0,626.1
1997,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11087,35.0,315.7
1997,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3448,6.0,174.0
1997,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4043,8.0,197.9
1997,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,113447,132.0,116.4
1997,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4535,22.0,485.1
1997,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1671,2.0,119.7
1997,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,5977,12.0,200.8
1997,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4476,15.0,335.1
1997,27,53.0,Ford,11,Central,Mostly Urban,41.8,3394,2.0,58.9
1997,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9423,70.0,742.9
1997,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8905,45.0,505.3
1997,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1547,8.0,517.1
1997,31,61.0,Greene,7,Central,Mostly Rural,70.8,3355,29.0,864.4
1997,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,5834,11.0,188.5
1997,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2175,12.0,551.7
1997,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4681,11.0,235.0
1997,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1168,8.0,684.9
1997,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1818,10.0,550.1
1997,37,73.0,Henry,14,Central,Mostly Rural,50.3,10491,21.0,200.2
1997,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7191,20.0,278.1
1997,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8446,66.0,781.4
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2150,5.0,232.6
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7826,55.0,702.8
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,3983,20.0,502.1
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5123,5.0,97.6
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2319,6.0,258.7
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,43821,98.0,223.6
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17605,97.0,551.0
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5861,2.0,34.1
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,12418,62.0,499.3
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,71859,106.0,147.5
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23306,53.0,227.4
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,4008,10.0,249.5
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6774,30.0,442.9
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7738,19.0,245.5
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,6013,9.0,149.7
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5978,55.0,920.0
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27111,45.0,166.0
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,18801,76.0,404.2
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,22405,56.0,249.9
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10794,24.0,222.3
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47507,183.0,385.2
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8923,46.0,515.5
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,3080,6.0,194.8
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,3560,11.0,309.0
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3544,18.0,507.9
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,2164,2.0,92.4
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3481,16.0,459.6
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,4540,3.0,66.1
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6730,14.0,208.0
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7332,37.0,504.6
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3238,13.0,401.5
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,8943,17.0,190.1
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33583,272.0,809.9
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4639,39.0,840.7
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3303,4.0,121.1
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,4245,9.0,212.0
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,1013,6.0,592.3
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1666,24.0,1440.6
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,1231,1.0,81.2
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6710,9.0,134.1
1997,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3668,28.0,763.4
1997,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29194,185.0,633.7
1997,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,43452,210.0,483.3
1997,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6480,40.0,617.3
1997,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33192,75.0,226.0
1997,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1822,8.0,439.1
1997,86,171.0,Scott,7,Central,Completely Rural,100.0,1201,3.0,249.8
1997,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5104,16.0,313.5
1997,88,175.0,Stark,10,Central,Completely Rural,100.0,1520,0.0,0.0
1997,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10206,42.0,411.5
1997,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,24110,117.0,485.3
1997,91,181.0,Union,1,Southern,Mostly Rural,65.9,4151,30.0,722.7
1997,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17501,101.0,577.1
1997,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2768,5.0,180.6
1997,94,187.0,Warren,9,Central,Mostly Urban,45.5,3998,13.0,325.2
1997,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3380,5.0,147.9
1997,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4129,18.0,435.9
1997,97,193.0,White,2,Southern,Mostly Rural,62.0,4072,18.0,442.0
1997,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12305,32.0,260.1
1997,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,52471,94.0,179.1
1997,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,12933,121.0,935.6
1997,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,45753,250.0,546.4
1997,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6407,18.0,280.9
1998,1,1.0,Adams,8,Central,Mostly Urban,32.6,15052,36.0,239.2
1998,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2090,25.0,1196.2
1998,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3298,27.0,818.7
1998,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5802,26.0,448.1
1998,5,9.0,Brown,8,Central,Mostly Urban,41.1,1146,5.0,436.3
1998,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8021,10.0,124.7
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1290,2.0,155.0
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4036,5.0,123.9
1998,9,17.0,Cass,8,Central,Mostly Rural,52.1,2904,6.0,206.6
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,22371,93.0,415.7
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,7788,17.0,218.3
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3865,12.0,310.5
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3541,4.0,113.0
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6577,37.0,562.6
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,9110,54.0,592.8
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,829072,1984.0,239.3
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4432,5.0,112.8
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2219,15.0,676.0
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11157,37.0,331.6
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3442,7.0,203.4
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4071,12.0,294.8
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,115793,153.0,132.1
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4485,26.0,579.7
1998,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1661,4.0,240.8
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6040,13.0,215.2
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4427,12.0,271.1
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,3375,7.0,207.4
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9322,78.0,836.7
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8868,57.0,642.8
1998,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1535,9.0,586.3
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,3340,32.0,958.1
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,5916,7.0,118.3
1998,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2144,14.0,653.0
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4671,19.0,406.8
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1157,10.0,864.3
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1826,11.0,602.4
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,10529,26.0,246.9
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7205,13.0,180.4
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8492,81.0,953.8
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2159,4.0,185.3
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7860,61.0,776.1
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4019,33.0,821.1
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5171,5.0,96.7
1998,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2322,14.0,602.9
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,44669,132.0,295.5
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17597,91.0,517.1
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6036,18.0,298.2
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,12429,47.0,378.1
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,73488,119.0,161.9
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23364,70.0,299.6
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3965,11.0,277.4
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6806,22.0,323.2
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7731,14.0,181.1
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,6036,5.0,82.8
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5917,54.0,912.6
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27701,65.0,234.6
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,18985,94.0,495.1
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,22489,51.0,226.8
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10746,23.0,214.0
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47571,158.0,332.1
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8963,43.0,479.8
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,3128,8.0,255.8
1998,63,125.0,Mason,8,Central,Mostly Rural,77.5,3556,14.0,393.7
1998,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3526,24.0,680.7
1998,65,129.0,Menard,8,Central,Mostly Rural,75.7,2198,5.0,227.5
1998,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3494,11.0,314.8
1998,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,4690,6.0,127.9
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6687,8.0,119.6
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7307,43.0,588.5
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3225,12.0,372.1
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,8984,25.0,278.3
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33593,255.0,759.1
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4692,28.0,596.8
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3312,5.0,151.0
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,4222,7.0,165.8
1998,76,151.0,Pope,1,Southern,Completely Rural,100.0,1008,9.0,892.9
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1708,21.0,1229.5
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,1239,1.0,80.7
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6668,12.0,180.0
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3664,24.0,655.0
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29229,211.0,721.9
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,43265,200.0,462.3
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6494,53.0,816.1
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33289,107.0,321.4
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1794,7.0,390.2
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,1207,4.0,331.4
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5120,22.0,429.7
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,1547,2.0,129.3
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10241,51.0,498.0
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,24439,130.0,531.9
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,4146,25.0,603.0
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17474,113.0,646.7
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2775,5.0,180.2
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,4011,21.0,523.6
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3344,9.0,269.1
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4089,21.0,513.6
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,4050,16.0,395.1
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12354,49.0,396.6
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,54722,140.0,255.8
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13071,103.0,788.0
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,45898,274.0,597.0
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6532,7.0,107.2
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,14997,42.0,280.1
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2080,25.0,1201.9
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3320,24.0,722.9
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5936,16.0,269.5
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,1148,1.0,87.1
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8003,14.0,174.9
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1273,2.0,157.1
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4046,10.0,247.2
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,2873,17.0,591.7
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,22678,94.0,414.5
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,7746,17.0,219.5
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3845,10.0,260.1
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3513,14.0,398.5
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6585,45.0,683.4
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,9089,72.0,792.2
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,829796,2453.0,295.6
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4385,15.0,342.1
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2243,11.0,490.4
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11222,52.0,463.4
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3464,10.0,288.7
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4111,17.0,413.5
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,118012,167.0,141.5
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4443,20.0,450.1
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1654,1.0,60.5
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6093,14.0,229.8
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4427,16.0,361.4
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,3379,4.0,118.4
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9301,93.0,999.9
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8831,43.0,486.9
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1540,8.0,519.5
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,3303,32.0,968.8
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,5991,20.0,333.8
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2140,18.0,841.1
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4653,8.0,171.9
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1157,12.0,1037.2
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1832,12.0,655.0
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,10571,42.0,397.3
