year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,abuse_neglect,delinquency,other,abuse_neglect_rate,delinquency_rate,other_rate
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6651,91.0,11.0,13.0,1368.2,165.4,195.5
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,4990,57.0,29.0,0.0,1142.3,581.2,0.0
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,74045,695.0,230.0,25.0,938.6,310.6,33.8
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11671,289.0,64.0,22.0,2476.2,548.4,188.5
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1475,23.0,9.0,0.0,1559.3,610.2,0.0
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3776,141.0,42.0,3.0,3734.1,1112.3,79.4
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4164,150.0,30.0,20.0,3602.3,720.5,480.3
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,2776,73.0,36.0,5.0,2629.7,1296.8,180.1
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2307,28.0,8.0,0.0,1213.7,346.8,0.0
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,31758,245.0,53.0,10.0,771.5,166.9,31.5
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,13780,166.0,70.0,15.0,1204.6,508.0,108.9
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,11234,303.0,63.0,59.0,2697.2,560.8,525.2
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5081,90.0,18.0,1.0,1771.3,354.3,19.7
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26676,618.0,271.0,32.0,2316.7,1015.9,120.0
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4284,87.0,76.0,13.0,2030.8,1774.0,303.5
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,1240,28.0,17.0,0.0,2258.1,1371.0,0.0
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,1667,40.0,11.0,0.0,2399.5,659.9,0.0
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1365,37.0,12.0,0.0,2710.6,879.1,0.0
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,1438,24.0,3.0,0.0,1669.0,208.6,0.0
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1793,56.0,7.0,2.0,3123.3,390.4,111.5
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3145,58.0,8.0,1.0,1844.2,254.4,31.8
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2965,44.0,9.0,26.0,1484.0,303.5,876.9
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3458,33.0,9.0,13.0,954.3,260.3,375.9
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1504,34.0,4.0,0.0,2260.6,266.0,0.0
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6152,99.0,12.0,17.0,1609.2,195.1,276.3
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17692,487.0,196.0,23.0,2752.7,1107.8,130.0
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2143,50.0,2.0,0.0,2333.2,93.3,0.0
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1677,24.0,0.0,0.0,1431.1,0.0,0.0
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,1712,33.0,2.0,3.0,1927.6,116.8,175.2
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,365,24.0,3.0,0.0,6575.3,821.9,0.0
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,835,45.0,9.0,0.0,5389.2,1077.8,0.0
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,643,15.0,0.0,0.0,2332.8,0.0,0.0
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3157,36.0,13.0,0.0,1140.3,411.8,0.0
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1633,67.0,26.0,0.0,4102.9,1592.2,0.0
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,13970,120.0,84.0,1.0,859.0,601.3,7.2
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29084,767.0,104.0,114.0,2637.2,357.6,392.0
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2633,121.0,51.0,6.0,4595.5,1937.0,227.9
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,19001,116.0,187.0,84.0,610.5,984.2,442.1
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,644,19.0,2.0,0.0,2950.3,310.6,0.0
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,546,20.0,3.0,0.0,3663.0,549.5,0.0
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2354,70.0,11.0,0.0,2973.7,467.3,0.0
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,619,14.0,0.0,1.0,2261.7,0.0,161.6
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5048,208.0,8.0,8.0,4120.4,158.5,158.5
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12684,169.0,90.0,9.0,1332.4,709.6,71.0
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,1840,33.0,11.0,5.0,1793.5,597.8,271.7
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8162,240.0,135.0,74.0,2940.5,1654.0,906.6
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1294,53.0,3.0,0.0,4095.8,231.8,0.0
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,1791,47.0,12.0,0.0,2624.2,670.0,0.0
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1702,64.0,4.0,0.0,3760.3,235.0,0.0
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1657,64.0,5.0,0.0,3862.4,301.8,0.0
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,1418,113.0,12.0,0.0,7969.0,846.3,0.0
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6253,69.0,21.0,8.0,1103.5,335.8,127.9
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,60605,595.0,102.0,139.0,981.8,168.3,229.4
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5662,71.0,48.0,14.0,1254.0,847.8,247.3
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29410,609.0,310.0,50.0,2070.7,1054.1,170.0
2001,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3933,56.0,3.0,0.0,1423.8,76.3,0.0
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,6968,101.0,64.0,24.0,1449.5,918.5,344.4
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1009,18.0,11.0,12.0,1783.9,1090.2,1189.3
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1494,23.0,0.0,4.0,1539.5,0.0,267.7
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5372,60.0,26.0,0.0,1116.9,484.0,0.0
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,482,17.0,7.0,0.0,3527.0,1452.3,0.0
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3540,75.0,13.0,6.0,2118.6,367.2,169.5
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,479,15.0,3.0,3.0,3131.5,626.3,626.3
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1671,43.0,13.0,0.0,2573.3,778.0,0.0
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,1344,59.0,3.0,0.0,4389.9,223.2,0.0
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14566,107.0,80.0,7.0,734.6,549.2,48.1
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,3608,138.0,23.0,0.0,3824.8,637.5,0.0
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1750,24.0,5.0,0.0,1371.4,285.7,0.0
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1400,21.0,9.0,1.0,1500.0,642.9,71.4
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3665,100.0,10.0,1.0,2728.5,272.9,27.3
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,3975,165.0,28.0,13.0,4150.9,704.4,327.0
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,531589,8718.0,2053.0,0.0,1640.0,386.2,0.0
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1948,72.0,11.0,0.0,3696.1,564.7,0.0
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1194,28.0,7.0,3.0,2345.1,586.3,251.3
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8267,146.0,60.0,16.0,1766.1,725.8,193.5
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1597,67.0,4.0,1.0,4195.4,250.5,62.6
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2169,18.0,0.0,0.0,829.9,0.0,0.0
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,95941,982.0,70.0,51.0,1023.5,73.0,53.2
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1882,78.0,19.0,0.0,4144.5,1009.6,0.0
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,640,29.0,4.0,0.0,4531.2,625.0,0.0
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4027,81.0,12.0,2.0,2011.4,298.0,49.7
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2119,73.0,10.0,2.0,3445.0,471.9,94.4
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,1549,19.0,21.0,0.0,1226.6,1355.7,0.0
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3729,55.0,20.0,5.0,1474.9,536.3,134.1
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3342,79.0,16.0,5.0,2363.9,478.8,149.6
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,556,13.0,15.0,0.0,2338.1,2697.8,0.0
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,1516,28.0,8.0,2.0,1847.0,527.7,131.9
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4193,76.0,5.0,29.0,1812.5,119.2,691.6
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,793,3.0,6.0,0.0,378.3,756.6,0.0
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1978,34.0,3.0,2.0,1718.9,151.7,101.1
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,374,17.0,2.0,1.0,4545.5,534.8,267.4
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,764,4.0,0.0,0.0,523.6,0.0,0.0
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,5337,62.0,19.0,7.0,1161.7,356.0,131.2
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3257,60.0,16.0,3.0,1842.2,491.2,92.1
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4387,65.0,14.0,0.0,1481.7,319.1,0.0
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1107,37.0,2.0,3.0,3342.4,180.7,271.0
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4057,169.0,27.0,34.0,4165.6,665.5,838.1
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2339,66.0,20.0,2.0,2821.7,855.1,85.5
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2087,29.0,7.0,0.0,1389.6,335.4,0.0
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,963,22.0,2.0,2.0,2284.5,207.7,207.7
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,49428,975.0,65.0,25.0,1972.6,131.5,50.6
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11494,333.0,39.0,13.0,2897.2,339.3,113.1
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,7050,124.0,11.0,4.0,1758.9,156.0,56.7
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,4907,65.0,21.0,0.0,1324.6,428.0,0.0
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,75634,948.0,305.0,2.0,1253.4,403.3,2.6
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11566,250.0,33.0,24.0,2161.5,285.3,207.5
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1480,25.0,11.0,1.0,1689.2,743.2,67.6
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3779,94.0,28.0,1.0,2487.4,740.9,26.5
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4163,101.0,18.0,9.0,2426.1,432.4,216.2
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,2765,61.0,26.0,12.0,2206.1,940.3,434.0
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2287,25.0,8.0,0.0,1093.1,349.8,0.0
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,32718,195.0,31.0,10.0,596.0,94.7,30.6
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,13885,161.0,86.0,21.0,1159.5,619.4,151.2
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,10946,298.0,50.0,6.0,2722.5,456.8,54.8
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5031,111.0,47.0,0.0,2206.3,934.2,0.0
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26306,590.0,305.0,21.0,2242.8,1159.4,79.8
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4271,80.0,52.0,11.0,1873.1,1217.5,257.6
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,1264,44.0,4.0,0.0,3481.0,316.5,0.0
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,1648,36.0,14.0,1.0,2184.5,849.5,60.7
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1346,35.0,14.0,2.0,2600.3,1040.1,148.6
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,1379,9.0,10.0,0.0,652.6,725.2,0.0
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1812,61.0,7.0,0.0,3366.4,386.3,0.0
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3218,56.0,4.0,0.0,1740.2,124.3,0.0
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2958,61.0,16.0,20.0,2062.2,540.9,676.1
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3380,17.0,22.0,9.0,503.0,650.9,266.3
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1515,47.0,7.0,1.0,3102.3,462.0,66.0
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6200,89.0,15.0,10.0,1435.5,241.9,161.3
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17576,622.0,155.0,4.0,3538.9,881.9,22.8
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2099,39.0,6.0,1.0,1858.0,285.9,47.6
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1632,13.0,5.0,1.0,796.6,306.4,61.3
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,1680,52.0,4.0,6.0,3095.2,238.1,357.1
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,362,8.0,2.0,0.0,2209.9,552.5,0.0
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,774,59.0,22.0,0.0,7622.7,2842.4,0.0
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,634,18.0,1.0,0.0,2839.1,157.7,0.0
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3082,51.0,8.0,0.0,1654.8,259.6,0.0
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1592,65.0,24.0,0.0,4082.9,1507.5,0.0
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,13895,153.0,110.0,2.0,1101.1,791.7,14.4
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,28970,476.0,86.0,125.0,1643.1,296.9,431.5
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2660,62.0,49.0,3.0,2330.8,1842.1,112.8
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18980,172.0,167.0,45.0,906.2,879.9,237.1
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,646,13.0,3.0,0.0,2012.4,464.4,0.0
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,527,15.0,1.0,0.0,2846.3,189.8,0.0
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2398,61.0,3.0,0.0,2543.8,125.1,0.0
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,590,9.0,0.0,0.0,1525.4,0.0,0.0
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5008,212.0,20.0,5.0,4233.2,399.4,99.8
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12577,150.0,72.0,6.0,1192.7,572.5,47.7
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,1850,59.0,18.0,1.0,3189.2,973.0,54.1
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8147,244.0,75.0,69.0,2995.0,920.6,846.9
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1289,53.0,3.0,0.0,4111.7,232.7,0.0
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,1763,45.0,5.0,0.0,2552.5,283.6,0.0
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1660,46.0,2.0,0.0,2771.1,120.5,0.0
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1646,42.0,10.0,0.0,2551.6,607.5,0.0
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,1407,74.0,28.0,2.0,5259.4,1990.0,142.1
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6138,108.0,27.0,4.0,1759.5,439.9,65.2
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,63881,527.0,97.0,99.0,825.0,151.8,155.0
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5676,70.0,40.0,21.0,1233.3,704.7,370.0
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29778,518.0,264.0,16.0,1739.5,886.6,53.7
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3957,53.0,29.0,0.0,1339.4,732.9,0.0
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,6815,72.0,56.0,10.0,1056.5,821.7,146.7
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,996,20.0,5.0,9.0,2008.0,502.0,903.6
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1511,49.0,6.0,1.0,3242.9,397.1,66.2
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5560,62.0,5.0,3.0,1115.1,89.9,54.0
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,490,28.0,1.0,0.0,5714.3,204.1,0.0
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3478,66.0,5.0,6.0,1897.6,143.8,172.5
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,488,7.0,2.0,1.0,1434.4,409.8,204.9
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1668,54.0,10.0,2.0,3237.4,599.5,119.9
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,1312,45.0,14.0,0.0,3429.9,1067.1,0.0
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14506,84.0,99.0,7.0,579.1,682.5,48.3
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,3580,88.0,34.0,0.0,2458.1,949.7,0.0
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1761,44.0,6.0,0.0,2498.6,340.7,0.0
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1377,29.0,14.0,8.0,2106.0,1016.7,581.0
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3660,99.0,15.0,1.0,2704.9,409.8,27.3
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,3896,148.0,34.0,6.0,3798.8,872.7,154.0
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,530091,9168.0,1739.0,0.0,1729.5,328.1,0.0
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1885,96.0,17.0,0.0,5092.8,901.9,0.0
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1135,32.0,14.0,1.0,2819.4,1233.5,88.1
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8287,174.0,75.0,21.0,2099.7,905.0,253.4
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1567,45.0,7.0,6.0,2871.7,446.7,382.9
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2070,17.0,2.0,0.0,821.3,96.6,0.0
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,96128,1026.0,73.0,46.0,1067.3,75.9,47.9
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1832,81.0,14.0,0.0,4421.4,764.2,0.0
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,624,21.0,10.0,0.0,3365.4,1602.6,0.0
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4013,43.0,8.0,1.0,1071.5,199.4,24.9
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2044,56.0,28.0,0.0,2739.7,1369.9,0.0
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,1491,19.0,16.0,0.0,1274.3,1073.1,0.0
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3702,77.0,45.0,11.0,2080.0,1215.6,297.1
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3323,72.0,19.0,3.0,2166.7,571.8,90.3
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,556,5.0,15.0,0.0,899.3,2697.8,0.0
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,1499,15.0,17.0,0.0,1000.7,1134.1,0.0
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4213,67.0,5.0,20.0,1590.3,118.7,474.7
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,763,1.0,1.0,1.0,131.1,131.1,131.1
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1957,24.0,8.0,0.0,1226.4,408.8,0.0
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,358,17.0,0.0,1.0,4748.6,0.0,279.3
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,731,16.0,0.0,0.0,2188.8,0.0,0.0
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,5315,52.0,27.0,4.0,978.4,508.0,75.3
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3200,115.0,20.0,3.0,3593.7,625.0,93.8
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4234,68.0,15.0,1.0,1606.0,354.3,23.6
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1072,30.0,1.0,3.0,2798.5,93.3,279.9
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4031,131.0,24.0,19.0,3249.8,595.4,471.3
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2274,59.0,24.0,7.0,2594.5,1055.4,307.8
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2133,28.0,2.0,0.0,1312.7,93.8,0.0
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,965,20.0,3.0,5.0,2072.5,310.9,518.1
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,50825,916.0,75.0,15.0,1802.3,147.6,29.5
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11504,286.0,36.0,17.0,2486.1,312.9,147.8
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,7576,155.0,9.0,4.0,2045.9,118.8,52.8
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,4789,160.0,20.0,0.0,3341.0,417.6,0.0
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,77408,889.0,197.0,9.0,1148.5,254.5,11.6
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11334,251.0,35.0,18.0,2214.6,308.8,158.8
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1460,16.0,8.0,1.0,1095.9,547.9,68.5
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3705,59.0,31.0,5.0,1592.4,836.7,135.0
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4041,76.0,19.0,5.0,1880.7,470.2,123.7
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,2755,46.0,37.0,7.0,1669.7,1343.0,254.1
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2235,45.0,9.0,0.0,2013.4,402.7,0.0
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,33616,246.0,96.0,4.0,731.8,285.6,11.9
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,14023,110.0,105.0,8.0,784.4,748.8,57.0
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,10667,355.0,59.0,12.0,3328.0,553.1,112.5
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4987,81.0,43.0,3.0,1624.2,862.2,60.2
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26026,618.0,198.0,18.0,2374.5,760.8,69.2
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4160,53.0,51.0,1.0,1274.0,1226.0,24.0
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,1283,38.0,6.0,0.0,2961.8,467.7,0.0
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,1603,51.0,17.0,0.0,3181.5,1060.5,0.0
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1344,48.0,9.0,0.0,3571.4,669.6,0.0
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,1391,19.0,2.0,0.0,1365.9,143.8,0.0
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1742,34.0,13.0,0.0,1951.8,746.3,0.0
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3172,77.0,8.0,0.0,2427.5,252.2,0.0
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2937,40.0,20.0,11.0,1361.9,681.0,374.5
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3284,40.0,35.0,4.0,1218.0,1065.8,121.8
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1452,27.0,5.0,0.0,1859.5,344.4,0.0
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6269,111.0,23.0,8.0,1770.6,366.9,127.6
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17427,486.0,144.0,7.0,2788.8,826.3,40.2
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2041,34.0,6.0,3.0,1665.9,294.0,147.0
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1641,16.0,2.0,0.0,975.0,121.9,0.0
