year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total,total_rate
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,88010,1.0,1.1
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16764,0.0,0.0
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19905,3.0,15.1
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,898083,12.0,1.3
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19821,0.0,0.0
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6954,0.0,0.0
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34164,0.0,0.0
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21786,0.0,0.0
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,14260,0.0,0.0
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39126,0.0,0.0
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38434,0.0,0.0
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6477,0.0,0.0
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,14832,0.0,0.0
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37121,0.0,0.0
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8688,0.0,0.0
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20267,0.0,0.0
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4824,0.0,0.0
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8218,0.0,0.0
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,51004,0.0,0.0
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31389,0.0,0.0
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60026,7.0,11.7
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10256,0.0,0.0
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39981,2.0,5.0
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21659,0.0,0.0
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22242,1.0,4.5
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12778,0.0,0.0
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,396371,4.0,1.0
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103675,0.0,0.0
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,52845,0.0,0.0
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,55987,0.0,0.0
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,633094,10.0,1.6
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111600,0.0,0.0
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15546,0.0,0.0
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36080,0.0,0.0
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39786,3.0,7.5
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,31264,0.0,0.0
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33168,3.0,9.0
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,255448,1.0,0.4
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,149135,1.0,0.7
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,115142,2.0,1.7
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49005,0.0,0.0
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258739,8.0,3.1
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41647,0.0,0.0
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,13182,0.0,0.0
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,16082,0.0,0.0
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15258,0.0,0.0
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,12390,0.0,0.0
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16948,0.0,0.0
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27247,0.0,0.0
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30748,0.0,0.0
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36546,3.0,8.2
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14198,0.0,0.0
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50751,0.0,0.0
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184042,47.0,25.5
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23223,0.0,0.0
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16388,0.0,0.0
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,17490,0.0,0.0
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,4366,0.0,0.0
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7406,0.0,0.0
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,6080,0.0,0.0
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33899,0.0,0.0
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16212,0.0,0.0
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149961,3.0,2.0
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256201,3.0,1.2
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26878,4.0,14.9
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,188957,20.0,10.6
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7248,0.0,0.0
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,5515,0.0,0.0
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22973,0.0,0.0
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,6368,0.0,0.0
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49194,2.0,4.1
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128540,3.0,2.3
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,18353,0.0,0.0
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,84276,1.0,1.2
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12969,0.0,0.0
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,18870,0.0,0.0
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15143,0.0,0.0
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17203,0.0,0.0
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,15403,0.0,0.0
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60658,1.0,1.6
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,486207,5.0,1.0
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61476,3.0,4.9
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,276752,0.0,0.0
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35449,0.0,0.0
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,68220,5.0,7.3
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9584,0.0,0.0
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17650,0.0,0.0
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,42053,0.0,0.0
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,6963,0.0,0.0
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35473,0.0,0.0
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5090,0.0,0.0
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16626,0.0,0.0
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,13680,0.0,0.0
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,179931,21.0,11.7
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,35354,0.0,0.0
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16993,0.0,0.0
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14410,0.0,0.0
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35536,1.0,2.8
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,53078,4.0,7.5
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5376861,117.0,2.2
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20398,0.0,0.0
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11256,0.0,0.0
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,89334,1.0,1.1
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16790,0.0,0.0
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19925,0.0,0.0
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,906576,3.0,0.3
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19657,0.0,0.0
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6967,0.0,0.0
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34260,0.0,0.0
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21792,0.0,0.0
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,14209,0.0,0.0
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39016,0.0,0.0
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38240,0.0,0.0
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6427,0.0,0.0
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,14746,0.0,0.0
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37678,0.0,0.0
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8604,0.0,0.0
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20089,0.0,0.0
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4787,0.0,0.0
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8209,0.0,0.0
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,51049,0.0,0.0
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31320,0.0,0.0
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59612,0.0,0.0
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10070,0.0,0.0
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40053,0.0,0.0
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21655,0.0,0.0
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22276,0.0,0.0
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12920,0.0,0.0
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,407511,0.0,0.0
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103879,0.0,0.0
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,55217,0.0,0.0
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,55754,0.0,0.0
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,648116,5.0,0.8
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111516,0.0,0.0
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15390,0.0,0.0
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36053,0.0,0.0
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39651,3.0,7.6
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,31149,0.0,0.0
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32855,5.0,15.2
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,261887,2.0,0.8
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,150897,7.0,4.6
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,114476,1.0,0.9
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48989,2.0,4.1
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,259120,2.0,0.8
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41687,0.0,0.0
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,13138,0.0,0.0
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,16009,0.0,0.0
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15127,0.0,0.0
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,12493,0.0,0.0
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16950,0.0,0.0
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27763,0.0,0.0
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30625,0.0,0.0
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36617,0.0,0.0
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14319,0.0,0.0
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51161,4.0,7.8
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183166,32.0,17.5
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23061,0.0,0.0
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16371,0.0,0.0
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,17335,0.0,0.0
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,4418,0.0,0.0
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7324,2.0,27.3
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,6075,0.0,0.0
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33897,0.0,0.0
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16242,0.0,0.0
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149143,5.0,3.4
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256208,2.0,0.8
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26631,0.0,0.0
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,189093,9.0,4.8
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7189,0.0,0.0
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,5539,0.0,0.0
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22831,0.0,0.0
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,6320,0.0,0.0
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48882,0.0,0.0
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128494,2.0,1.6
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,18256,0.0,0.0
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,83796,0.0,0.0
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12903,0.0,0.0
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,18683,1.0,5.4
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15163,0.0,0.0
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17124,1.0,5.8
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,15328,0.0,0.0
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60631,0.0,0.0
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,508038,2.0,0.4
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61265,0.0,0.0
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,278989,0.0,0.0
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35484,0.0,0.0
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,68040,4.0,5.9
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9443,0.0,0.0
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17608,0.0,0.0
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,43187,0.0,0.0
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,6935,0.0,0.0
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35163,0.0,0.0
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5042,0.0,0.0
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16441,0.0,0.0
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,13670,0.0,0.0
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,181346,33.0,18.2
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,35152,1.0,2.8
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16873,0.0,0.0
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14221,0.0,0.0
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35630,0.0,0.0
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,52309,0.0,0.0
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5376559,129.0,2.4
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20299,0.0,0.0
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11149,0.0,0.0
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,90838,1.0,1.1
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16726,0.0,0.0
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19916,0.0,0.0
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,914228,15.0,1.6
2001,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19560,0.0,0.0
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6854,0.0,0.0
2001,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34358,0.0,0.0
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21512,0.0,0.0
2001,27,53.0,Ford,11,Central,Mostly Urban,41.8,14143,0.0,0.0
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38784,0.0,0.0
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37847,0.0,0.0
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6306,0.0,0.0
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,14592,0.0,0.0
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,38195,0.0,0.0
2001,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8492,0.0,0.0
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19938,0.0,0.0
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4762,0.0,0.0
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8181,0.0,0.0
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,50561,0.0,0.0
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30938,0.0,0.0
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59354,0.0,0.0
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10037,0.0,0.0
2001,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40008,0.0,0.0
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21708,0.0,0.0
2001,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22391,1.0,4.5
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13020,0.0,0.0
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,423822,3.0,0.7
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,104816,0.0,0.0
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,58093,1.0,1.7
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,55166,5.0,9.1
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,660454,2.0,0.3
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111976,0.0,0.0
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15271,0.0,0.0
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35913,0.0,0.0
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39634,16.0,40.4
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,30880,3.0,9.7
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32800,16.0,48.8
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,269976,4.0,1.5
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,152622,19.0,12.4
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,113307,4.0,3.5
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48829,0.0,0.0
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,260460,2.0,0.8
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41365,0.0,0.0
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,12920,0.0,0.0
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,15966,1.0,6.3
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15022,0.0,0.0
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,12482,0.0,0.0
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16898,0.0,0.0
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,28373,0.0,0.0
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30454,0.0,0.0
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36293,0.0,0.0
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14274,0.0,0.0
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51620,0.0,0.0
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182235,22.0,12.1
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23019,0.0,0.0
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16324,0.0,0.0
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,17166,0.0,0.0
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,4331,0.0,0.0
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7181,1.0,13.9
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,6062,0.0,0.0
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,34005,0.0,0.0
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16072,0.0,0.0
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,148641,4.0,2.7
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,255922,1.0,0.4
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26370,0.0,0.0
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,190303,21.0,11.0
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7031,0.0,0.0
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,5511,0.0,0.0
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22613,0.0,0.0
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,6302,0.0,0.0
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48443,2.0,4.1
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128132,1.0,0.8
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,18121,0.0,0.0
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,83447,4.0,4.8
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12758,0.0,0.0
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,18446,0.0,0.0
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15236,0.0,0.0
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17026,0.0,0.0
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,15264,0.0,0.0
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60557,0.0,0.0
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,531215,7.0,1.3
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61736,0.0,0.0
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,280805,0.0,0.0
2001,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35557,0.0,0.0
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,67765,1.0,1.5
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9398,0.0,0.0
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17794,0.0,0.0
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,44508,0.0,0.0
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,6831,0.0,0.0
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34995,0.0,0.0
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4974,0.0,0.0
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16365,1.0,6.1
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,13531,0.0,0.0
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,183102,13.0,7.1
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,35022,0.0,0.0
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16904,0.0,0.0
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14147,0.0,0.0
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35719,0.0,0.0
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,52013,0.0,0.0
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5355574,105.0,2.0
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20086,0.0,0.0
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11051,0.0,0.0
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,92449,5.0,5.4
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16546,0.0,0.0
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19825,0.0,0.0
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,918864,11.0,1.2
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19339,0.0,0.0
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6799,0.0,0.0
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34309,0.0,0.0
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21490,0.0,0.0
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,14087,0.0,0.0
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38842,0.0,0.0
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37488,0.0,0.0
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6175,0.0,0.0
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,14588,0.0,0.0
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,38624,0.0,0.0
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8370,0.0,0.0
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19590,1.0,5.1
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4701,0.0,0.0
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8103,0.0,0.0
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,50166,2.0,4.0
