year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,labor_force_population,employed,unemployed,unemployment_rate
1980,24,47.0,Edwards,2,Southern,Completely Rural,100.0,4292.0,4041.0,251.0,5.8
1980,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,14949.0,13663.0,1286.0,8.6
1980,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,10260.0,9203.0,1057.0,10.3
1980,27,53.0,Ford,11,Central,Mostly Urban,41.8,8009.0,7517.0,492.0,6.1
1980,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,17559.0,15047.0,2512.0,14.3
1980,29,57.0,Fulton,9,Central,Mostly Rural,60.0,23413.0,21514.0,1899.0,8.1
1980,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,2737.0,2316.0,421.0,15.4
1980,31,61.0,Greene,7,Central,Mostly Rural,70.8,6647.0,6022.0,625.0,9.4
1980,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,16691.0,15060.0,1631.0,9.8
1980,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,4031.0,3541.0,490.0,12.2
1980,34,67.0,Hancock,9,Central,Mostly Rural,71.0,12711.0,11758.0,953.0,7.5
1980,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1877.0,1546.0,331.0,17.6
1980,36,71.0,Henderson,9,Central,Mostly Rural,99.7,4893.0,4488.0,405.0,8.3
1980,37,73.0,Henry,14,Central,Mostly Rural,50.3,29772.0,27294.0,2478.0,8.3
1980,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,17352.0,16239.0,1113.0,6.4
1980,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,29389.0,26552.0,2837.0,9.7
1980,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,5486.0,4997.0,489.0,8.9
1980,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,18778.0,16744.0,2034.0,10.8
1980,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,7694.0,6706.0,988.0,12.8
1980,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,12695.0,11582.0,1113.0,8.8
1980,44,87.0,Johnson,1,Southern,Completely Rural,100.0,3777.0,3352.0,425.0,11.3
1980,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,136032.0,125237.0,10795.0,7.9
1980,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,42583.0,37790.0,4793.0,11.3
1980,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,19457.0,18320.0,1137.0,5.8
1980,48,95.0,Knox,9,Central,Mostly Urban,24.3,28619.0,24681.0,3938.0,13.8
1980,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,212957.0,198096.0,14861.0,7.0
1980,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,49457.0,43118.0,6339.0,12.8
1980,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,8175.0,7480.0,695.0,8.5
1980,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,21299.0,19923.0,1376.0,6.5
1980,53,105.0,Livingston,11,Central,Mostly Urban,40.8,21843.0,20378.0,1465.0,6.7
1980,54,107.0,Logan,11,Central,Mostly Urban,39.9,16872.0,15661.0,1211.0,7.2
1980,55,109.0,McDonough,9,Central,Mostly Urban,29.5,20050.0,18337.0,1713.0,8.5
1980,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,71934.0,66452.0,5482.0,7.6
1980,57,113.0,McLean,11,Central,Mostly Urban,16.5,61966.0,57580.0,4386.0,7.1
1980,58,115.0,Macon,6,Central,Mostly Urban,15.3,61713.0,54883.0,6830.0,11.1
1980,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,22121.0,20285.0,1836.0,8.3
1980,60,119.0,Madison,3,Southern,Mostly Urban,13.3,114488.0,102414.0,12074.0,10.5
1980,61,121.0,Marion,4,Southern,Mostly Urban,45.1,21873.0,19534.0,2339.0,10.7
1980,62,123.0,Marshall,10,Central,Completely Rural,100.0,7670.0,7130.0,540.0,7.0
1980,63,125.0,Mason,8,Central,Mostly Rural,77.5,10601.0,9599.0,1002.0,9.5
1980,64,127.0,Massac,1,Southern,Mostly Rural,50.5,6646.0,5874.0,772.0,11.6
1980,65,129.0,Menard,8,Central,Mostly Rural,75.7,6051.0,5718.0,333.0,5.5
1980,66,131.0,Mercer,14,Central,Mostly Rural,77.8,10200.0,9497.0,703.0,6.9
1980,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,9040.0,8319.0,721.0,8.0
1980,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,13199.0,11884.0,1315.0,10.0
1980,69,137.0,Morgan,7,Central,Mostly Urban,36.2,17097.0,15817.0,1280.0,7.5
1980,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,7822.0,7163.0,659.0,8.4
1980,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,24851.0,22819.0,2032.0,8.2
1980,72,143.0,Peoria,10,Central,Mostly Urban,14.6,97478.0,89304.0,8174.0,8.4
1980,73,145.0,Perry,20,Southern,Mostly Urban,43.6,10405.0,9337.0,1068.0,10.3
1980,74,147.0,Piatt,6,Central,Mostly Rural,67.7,8835.0,8165.0,670.0,7.6
1980,75,149.0,Pike,8,Central,Mostly Rural,72.3,8523.0,7809.0,714.0,8.4
1980,76,151.0,Pope,1,Southern,Completely Rural,100.0,1444.0,1163.0,281.0,19.5
1980,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,3447.0,2880.0,567.0,16.4
1980,78,155.0,Putnam,10,Central,Completely Rural,100.0,2696.0,2404.0,292.0,10.8
1980,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,16910.0,15601.0,1309.0,7.7
1980,80,159.0,Richland,2,Southern,Mostly Urban,43.5,7386.0,6648.0,738.0,10.0
1980,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,84434.0,78144.0,6290.0,7.4
1980,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,121217.0,109774.0,11443.0,9.4
1980,83,165.0,Saline,1,Southern,Mostly Urban,43.7,10943.0,9529.0,1414.0,12.9
1980,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,92846.0,86059.0,6787.0,7.3
1980,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,4455.0,4119.0,336.0,7.5
1980,86,171.0,Scott,7,Central,Completely Rural,100.0,2792.0,2591.0,201.0,7.2
1980,87,173.0,Shelby,4,Central,Mostly Rural,77.7,9825.0,8655.0,1170.0,11.9
1980,88,175.0,Stark,10,Central,Completely Rural,100.0,3898.0,3639.0,259.0,6.6
1980,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,25718.0,23908.0,1810.0,7.0
1980,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,64182.0,58838.0,5344.0,8.3
1980,91,181.0,Union,1,Southern,Mostly Rural,65.9,7728.0,6785.0,943.0,12.2
1980,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,44360.0,39016.0,5344.0,12.0
1980,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,7389.0,6875.0,514.0,7.0
1980,94,187.0,Warren,9,Central,Mostly Urban,45.5,11906.0,10806.0,1100.0,9.2
1980,95,189.0,Washington,20,Southern,Mostly Rural,73.6,7837.0,7241.0,596.0,7.6
1980,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,7900.0,7044.0,856.0,10.8
1980,97,193.0,White,2,Southern,Mostly Rural,62.0,7306.0,6458.0,848.0,11.6
1980,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,30848.0,27951.0,2897.0,9.4
1980,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,159870.0,145955.0,13915.0,8.7
1980,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,22936.0,19692.0,3244.0,14.1
1980,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,123645.0,111673.0,11972.0,9.7
1980,102,203.0,Woodford,11,Central,Mostly Rural,54.9,15724.0,14843.0,881.0,5.6
1981,1,1.0,Adams,8,Central,Mostly Urban,32.6,32527.0,29972.0,2555.0,7.9
1981,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,4620.0,3751.0,869.0,18.8
1981,3,5.0,Bond,3,Southern,Mostly Rural,60.7,7465.0,6697.0,768.0,10.3
1981,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,13929.0,12673.0,1256.0,9.0
1981,5,9.0,Brown,8,Central,Mostly Urban,41.1,2420.0,2264.0,156.0,6.4
1981,6,11.0,Bureau,13,Central,Mostly Rural,57.4,16571.0,15125.0,1446.0,8.7
1981,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,2213.0,1847.0,366.0,16.5
1981,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,9916.0,9212.0,704.0,7.1
1981,9,17.0,Cass,8,Central,Mostly Rural,52.1,7964.0,7400.0,564.0,7.1
1981,10,19.0,Champaign,6,Central,Mostly Urban,12.7,85457.0,80770.0,4687.0,5.5
1981,11,21.0,Christian,4,Central,Mostly Urban,43.5,15225.0,14016.0,1209.0,7.9
1981,12,23.0,Clark,5,Southern,Mostly Rural,59.5,6856.0,6120.0,736.0,10.7
1981,13,25.0,Clay,4,Southern,Mostly Rural,64.7,6444.0,5844.0,600.0,9.3
1981,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,16238.0,14644.0,1594.0,9.8
1981,15,29.0,Coles,5,Central,Mostly Urban,24.3,25819.0,23336.0,2483.0,9.6
1981,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,2594132.0,2373295.0,220837.0,8.5
1981,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,9607.0,8876.0,731.0,7.6
1981,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,5427.0,4871.0,556.0,10.2
1981,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,38379.0,35534.0,2845.0,7.4
1981,20,39.0,De Witt,6,Central,Mostly Urban,48.8,9660.0,8883.0,777.0,8.0
1981,21,41.0,Douglas,6,Central,Mostly Rural,61.6,10308.0,9700.0,608.0,5.9
1981,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,316583.0,297352.0,19231.0,6.1
1981,23,45.0,Edgar,5,Central,Mostly Rural,51.8,9766.0,8933.0,833.0,8.5
1981,24,47.0,Edwards,2,Southern,Completely Rural,100.0,4547.0,4311.0,236.0,5.2
1981,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,14809.0,13557.0,1252.0,8.5
1981,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,10266.0,9323.0,943.0,9.2
1981,27,53.0,Ford,11,Central,Mostly Urban,41.8,8021.0,7488.0,533.0,6.6
1981,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,17146.0,14757.0,2389.0,13.9
1981,29,57.0,Fulton,9,Central,Mostly Rural,60.0,23574.0,21431.0,2143.0,9.1
1981,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,2479.0,1977.0,502.0,20.3
1981,31,61.0,Greene,7,Central,Mostly Rural,70.8,6593.0,6001.0,592.0,9.0
1981,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,16439.0,15002.0,1437.0,8.7
1981,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,4392.0,3901.0,491.0,11.2
1981,34,67.0,Hancock,9,Central,Mostly Rural,71.0,12586.0,11713.0,873.0,6.9
1981,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1736.0,1442.0,294.0,16.9
1981,36,71.0,Henderson,9,Central,Mostly Rural,99.7,4883.0,4471.0,412.0,8.4
1981,37,73.0,Henry,14,Central,Mostly Rural,50.3,29268.0,27090.0,2178.0,7.4
1981,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,17362.0,16177.0,1185.0,6.8
1981,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,29327.0,26632.0,2695.0,9.2
1981,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,5371.0,4958.0,413.0,7.7
1981,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,19291.0,17213.0,2078.0,10.8
1981,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,7777.0,6837.0,940.0,12.1
1981,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,12544.0,11538.0,1006.0,8.0
1981,44,87.0,Johnson,1,Southern,Completely Rural,100.0,3753.0,3287.0,466.0,12.4
1981,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,137122.0,125778.0,11344.0,8.3
1981,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,41670.0,36687.0,4983.0,12.0
1981,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,19559.0,18249.0,1310.0,6.7
1981,48,95.0,Knox,9,Central,Mostly Urban,24.3,27608.0,24443.0,3165.0,11.5
1981,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,213490.0,198952.0,14538.0,6.8
1981,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,47770.0,42204.0,5566.0,11.7
1981,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,8218.0,7618.0,600.0,7.3
1981,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,21194.0,19662.0,1532.0,7.2
1981,53,105.0,Livingston,11,Central,Mostly Urban,40.8,21812.0,20300.0,1512.0,6.9
1981,54,107.0,Logan,11,Central,Mostly Urban,39.9,16878.0,15600.0,1278.0,7.6
1981,55,109.0,McDonough,9,Central,Mostly Urban,29.5,19737.0,18266.0,1471.0,7.5
1981,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,72458.0,66739.0,5719.0,7.9
1981,57,113.0,McLean,11,Central,Mostly Urban,16.5,62746.0,58799.0,3947.0,6.3
1981,58,115.0,Macon,6,Central,Mostly Urban,15.3,63260.0,56648.0,6612.0,10.5
1981,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,22215.0,20314.0,1901.0,8.6
1981,60,119.0,Madison,3,Southern,Mostly Urban,13.3,123665.0,111199.0,12466.0,10.1
1981,61,121.0,Marion,4,Southern,Mostly Urban,45.1,22021.0,19618.0,2403.0,10.9
1981,62,123.0,Marshall,10,Central,Completely Rural,100.0,7565.0,7103.0,462.0,6.1
1981,63,125.0,Mason,8,Central,Mostly Rural,77.5,10516.0,9562.0,954.0,9.1
1981,64,127.0,Massac,1,Southern,Mostly Rural,50.5,6567.0,5751.0,816.0,12.4
1981,65,129.0,Menard,8,Central,Mostly Rural,75.7,6080.0,5789.0,291.0,4.8
1981,66,131.0,Mercer,14,Central,Mostly Rural,77.8,10296.0,9461.0,835.0,8.1
1981,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,9813.0,9032.0,781.0,8.0
1981,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,13008.0,11428.0,1580.0,12.1
1981,69,137.0,Morgan,7,Central,Mostly Urban,36.2,16491.0,15206.0,1285.0,7.8
1981,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,7676.0,7136.0,540.0,7.0
1981,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,25110.0,22731.0,2379.0,9.5
1981,72,143.0,Peoria,10,Central,Mostly Urban,14.6,96125.0,88079.0,8046.0,8.4
1981,73,145.0,Perry,20,Southern,Mostly Urban,43.6,10135.0,8938.0,1197.0,11.8
1981,74,147.0,Piatt,6,Central,Mostly Rural,67.7,8740.0,8134.0,606.0,6.9
1981,75,149.0,Pike,8,Central,Mostly Rural,72.3,8639.0,7908.0,731.0,8.5
1981,76,151.0,Pope,1,Southern,Completely Rural,100.0,1411.0,1118.0,293.0,20.8
1981,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,3259.0,2704.0,555.0,17.0
1981,78,155.0,Putnam,10,Central,Completely Rural,100.0,2602.0,2353.0,249.0,9.6
1981,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,17068.0,15641.0,1427.0,8.4
1981,80,159.0,Richland,2,Southern,Mostly Urban,43.5,8160.0,7513.0,647.0,7.9
1981,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,85365.0,77562.0,7803.0,9.1
1981,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,132452.0,119190.0,13262.0,10.0
1981,83,165.0,Saline,1,Southern,Mostly Urban,43.7,11144.0,9346.0,1798.0,16.1
1981,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,93318.0,87123.0,6195.0,6.6
1981,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,4413.0,4104.0,309.0,7.0
1981,86,171.0,Scott,7,Central,Completely Rural,100.0,2692.0,2491.0,201.0,7.5
1981,87,173.0,Shelby,4,Central,Mostly Rural,77.7,9108.0,8018.0,1090.0,12.0
1981,88,175.0,Stark,10,Central,Completely Rural,100.0,3896.0,3625.0,271.0,7.0
1981,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,24956.0,23033.0,1923.0,7.7
1981,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,63370.0,58031.0,5339.0,8.4
1981,91,181.0,Union,1,Southern,Mostly Rural,65.9,7695.0,6644.0,1051.0,13.7
1981,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,43078.0,37485.0,5593.0,13.0
1981,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,7425.0,6900.0,525.0,7.1
1981,94,187.0,Warren,9,Central,Mostly Urban,45.5,11839.0,10764.0,1075.0,9.1
1981,95,189.0,Washington,20,Southern,Mostly Rural,73.6,7694.0,7019.0,675.0,8.8
1981,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,7986.0,7245.0,741.0,9.3
1981,97,193.0,White,2,Southern,Mostly Rural,62.0,7379.0,6477.0,902.0,12.2
1981,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,29725.0,27038.0,2687.0,9.0
1981,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,160730.0,146585.0,14145.0,8.8
1981,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,22851.0,19312.0,3539.0,15.5
1981,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,122627.0,111049.0,11578.0,9.4
1981,102,203.0,Woodford,11,Central,Mostly Rural,54.9,15486.0,14640.0,846.0,5.5
1982,1,1.0,Adams,8,Central,Mostly Urban,32.6,33218.0,29032.0,4186.0,12.6
1982,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,4358.0,3479.0,879.0,20.2
1982,3,5.0,Bond,3,Southern,Mostly Rural,60.7,7515.0,6646.0,869.0,11.6
1982,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,14609.0,11964.0,2645.0,18.1
1982,5,9.0,Brown,8,Central,Mostly Urban,41.1,2393.0,2193.0,200.0,8.4
1982,6,11.0,Bureau,13,Central,Mostly Rural,57.4,16898.0,14756.0,2142.0,12.7
1982,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,2276.0,1833.0,443.0,19.5
1982,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,9742.0,8837.0,905.0,9.3
1982,9,17.0,Cass,8,Central,Mostly Rural,52.1,7769.0,7098.0,671.0,8.6
1982,10,19.0,Champaign,6,Central,Mostly Urban,12.7,84994.0,80195.0,4799.0,5.6
1982,11,21.0,Christian,4,Central,Mostly Urban,43.5,15891.0,14132.0,1759.0,11.1
1982,12,23.0,Clark,5,Southern,Mostly Rural,59.5,7223.0,6154.0,1069.0,14.8
1982,13,25.0,Clay,4,Southern,Mostly Rural,64.7,6990.0,6038.0,952.0,13.6
1982,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,16426.0,14513.0,1913.0,11.6
1982,15,29.0,Coles,5,Central,Mostly Urban,24.3,25840.0,23267.0,2573.0,10.0
1982,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,2583107.0,2302774.0,280333.0,10.9
1982,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,10618.0,9268.0,1350.0,12.7
1982,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,5501.0,4857.0,644.0,11.7
1982,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,38741.0,35348.0,3393.0,8.8
1982,20,39.0,De Witt,6,Central,Mostly Urban,48.8,9668.0,8521.0,1147.0,11.9
1982,21,41.0,Douglas,6,Central,Mostly Rural,61.6,10107.0,9305.0,802.0,7.9
1982,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,314222.0,288517.0,25705.0,8.2
1982,23,45.0,Edgar,5,Central,Mostly Rural,51.8,9917.0,8756.0,1161.0,11.7
1982,24,47.0,Edwards,2,Southern,Completely Rural,100.0,4522.0,4112.0,410.0,9.1
1982,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,15037.0,13339.0,1698.0,11.3
1982,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,10460.0,9209.0,1251.0,12.0
1982,27,53.0,Ford,11,Central,Mostly Urban,41.8,7880.0,7183.0,697.0,8.8
1982,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,17443.0,14726.0,2717.0,15.6
1982,29,57.0,Fulton,9,Central,Mostly Rural,60.0,24305.0,20558.0,3747.0,15.4
1982,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,2771.0,2224.0,547.0,19.7
1982,31,61.0,Greene,7,Central,Mostly Rural,70.8,6889.0,6087.0,802.0,11.6
1982,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,16311.0,14391.0,1920.0,11.8
1982,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,4501.0,3891.0,610.0,13.6
1982,34,67.0,Hancock,9,Central,Mostly Rural,71.0,12527.0,11236.0,1291.0,10.3
1982,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1794.0,1366.0,428.0,23.9
1982,36,71.0,Henderson,9,Central,Mostly Rural,99.7,4860.0,4289.0,571.0,11.7
1982,37,73.0,Henry,14,Central,Mostly Rural,50.3,29510.0,25463.0,4047.0,13.7
1982,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,16984.0,15517.0,1467.0,8.6
1982,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,28675.0,26028.0,2647.0,9.2
1982,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,5514.0,4879.0,635.0,11.5
1982,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,19965.0,17242.0,2723.0,13.6
1982,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,8037.0,6852.0,1185.0,14.7
1982,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,12484.0,11068.0,1416.0,11.3
1982,44,87.0,Johnson,1,Southern,Completely Rural,100.0,3781.0,3281.0,500.0,13.2
1982,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,139177.0,122041.0,17136.0,12.3
1982,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,43156.0,36182.0,6974.0,16.2
1982,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,19750.0,17506.0,2244.0,11.4
1982,48,95.0,Knox,9,Central,Mostly Urban,24.3,27354.0,23304.0,4050.0,14.8
1982,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,211113.0,193040.0,18073.0,8.6
1982,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,48599.0,41173.0,7426.0,15.3
1982,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,9016.0,7978.0,1038.0,11.5
1982,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,21026.0,19009.0,2017.0,9.6
1982,53,105.0,Livingston,11,Central,Mostly Urban,40.8,21431.0,19473.0,1958.0,9.1
1982,54,107.0,Logan,11,Central,Mostly Urban,39.9,16731.0,14965.0,1766.0,10.6
1982,55,109.0,McDonough,9,Central,Mostly Urban,29.5,19746.0,17522.0,2224.0,11.3
1982,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,71980.0,64756.0,7224.0,10.0
1982,57,113.0,McLean,11,Central,Mostly Urban,16.5,62700.0,57776.0,4924.0,7.9
1982,58,115.0,Macon,6,Central,Mostly Urban,15.3,64407.0,54418.0,9989.0,15.5
1982,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,22209.0,19633.0,2576.0,11.6
1982,60,119.0,Madison,3,Southern,Mostly Urban,13.3,126581.0,110200.0,16381.0,12.9
1982,61,121.0,Marion,4,Southern,Mostly Urban,45.1,22030.0,19250.0,2780.0,12.6
1982,62,123.0,Marshall,10,Central,Completely Rural,100.0,7622.0,6813.0,809.0,10.6
1982,63,125.0,Mason,8,Central,Mostly Rural,77.5,10469.0,9172.0,1297.0,12.4
1982,64,127.0,Massac,1,Southern,Mostly Rural,50.5,6258.0,5061.0,1197.0,19.1
1982,65,129.0,Menard,8,Central,Mostly Rural,75.7,6299.0,5859.0,440.0,7.0
1982,66,131.0,Mercer,14,Central,Mostly Rural,77.8,10400.0,9075.0,1325.0,12.7
1982,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,9909.0,8951.0,958.0,9.7
1982,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,13301.0,11389.0,1912.0,14.4
1982,69,137.0,Morgan,7,Central,Mostly Urban,36.2,16251.0,14754.0,1497.0,9.2
1982,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,7779.0,6845.0,934.0,12.0
1982,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,24550.0,21805.0,2745.0,11.2
1982,72,143.0,Peoria,10,Central,Mostly Urban,14.6,97147.0,83321.0,13826.0,14.2
1982,73,145.0,Perry,20,Southern,Mostly Urban,43.6,10009.0,8684.0,1325.0,13.2
1982,74,147.0,Piatt,6,Central,Mostly Rural,67.7,8673.0,7803.0,870.0,10.0
1982,75,149.0,Pike,8,Central,Mostly Rural,72.3,8578.0,7660.0,918.0,10.7
1982,76,151.0,Pope,1,Southern,Completely Rural,100.0,1407.0,1093.0,314.0,22.3
1982,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,3047.0,2508.0,539.0,17.7
1982,78,155.0,Putnam,10,Central,Completely Rural,100.0,2710.0,2296.0,414.0,15.3
1982,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,16947.0,15247.0,1700.0,10.0
1982,80,159.0,Richland,2,Southern,Mostly Urban,43.5,8268.0,7148.0,1120.0,13.5
1982,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,87455.0,72903.0,14552.0,16.6
1982,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,133577.0,118119.0,15458.0,11.6
1982,83,165.0,Saline,1,Southern,Mostly Urban,43.7,11387.0,9326.0,2061.0,18.1
1982,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,95530.0,88171.0,7359.0,7.7
1982,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,4332.0,3936.0,396.0,9.1
1982,86,171.0,Scott,7,Central,Completely Rural,100.0,2698.0,2416.0,282.0,10.5
1982,87,173.0,Shelby,4,Central,Mostly Rural,77.7,9668.0,8039.0,1629.0,16.8
1982,88,175.0,Stark,10,Central,Completely Rural,100.0,3950.0,3477.0,473.0,12.0
1982,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,25040.0,22332.0,2708.0,10.8
1982,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,63883.0,54896.0,8987.0,14.1
1982,91,181.0,Union,1,Southern,Mostly Rural,65.9,7257.0,5935.0,1322.0,18.2
1982,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,42964.0,35946.0,7018.0,16.3
1982,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,7613.0,6710.0,903.0,11.9
1982,94,187.0,Warren,9,Central,Mostly Urban,45.5,11574.0,10326.0,1248.0,10.8
1982,95,189.0,Washington,20,Southern,Mostly Rural,73.6,8221.0,7411.0,810.0,9.9
